Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType
Gỗ thanh long [Gỗ cứng cấp 8]	Gỗ thanh long [Gỗ cứng cấp 8]	22	1	15	8	\image\item\lifeskill\mucai\mucai_208_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ thanh long bằng kỹ năng sống (kỹ năng trên cấp 70).<color>		0	6000	100	6000		1	0		stuffitem		1		
Gỗ ngà voi [Gỗ cứng cấp 9]	Gỗ ngà voi [Gỗ cứng cấp 9]	22	1	15	9	\image\item\lifeskill\mucai\mucai_209_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ ngà voi bằng kỹ năng sống (kỹ năng trên cấp 80).<color>		0	9000	100	9000		1	0		stuffitem		1		
Gỗ giáng long [Gỗ cứng cấp 10]	Gỗ giáng long [Gỗ cứng cấp 10]	22	1	15	10	\image\item\lifeskill\mucai\mucai_210_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ hàng long bằng kỹ năng sống (kỹ năng trên cấp 90).<color>		0	24000	100	24000		1	0		stuffitem		1		
Tấm gỗ dương [Tấm gỗ cứng cấp 1]	Tấm gỗ dương [Tấm gỗ cứng cấp 1]	22	1	16	1	\image\item\lifeskill\mucai\muban_201_s.spr		32	Gia công từ Gỗ dương bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo. Kỹ năng sống đạt cấp 10 có thể chế tạo trang bị cao hơn 1 cấp.<color>		0	0	100	100		0	0		stuffitem		1		
Tấm gỗ sam [Tấm gỗ cứng cấp 2]	Tấm gỗ sam [Tấm gỗ cứng cấp 2]	22	1	16	2	\image\item\lifeskill\mucai\muban_202_s.spr		32	Gia công từ Gỗ sam bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 10).<color>		0	0	100	200		0	0		stuffitem		1		
Tấm gỗ cứng [Tấm gỗ cứng cấp 3]	Tấm gỗ cứng [Tấm gỗ cứng cấp 3]	22	1	16	3	\image\item\lifeskill\mucai\muban_203_s.spr		32	Gia công từ Gỗ cứng bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 20).<color>		0	0	100	600		0	0		stuffitem		1		
Tấm gỗ mít [Tấm gỗ cứng cấp 4]	Tấm gỗ mít [Tấm gỗ cứng cấp 4]	22	1	16	4	\image\item\lifeskill\mucai\muban_204_s.spr		32	Gia công từ Gỗ mít bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 30).<color>		0	0	100	1600		0	0		stuffitem		1		
Tấm gỗ bồ đề [Tấm gỗ cứng cấp 5]	Tấm gỗ bồ đề [Tấm gỗ cứng cấp 5]	22	1	16	5	\image\item\lifeskill\mucai\muban_205_s.spr		32	Gia công từ Gỗ bồ đề bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 40).<color>		0	0	100	3200		0	0		stuffitem		1		
Tấm gỗ thiết chương [Tấm gỗ cứng cấp 6]	Tấm gỗ thiết chương [Tấm gỗ cứng cấp 6]	22	1	16	6	\image\item\lifeskill\mucai\muban_206_s.spr		32	Gia công từ Gỗ thiết chương bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 50).<color>		0	0	100	6000		0	0		stuffitem		1		
Tấm gỗ thiết tuyến [Tấm gỗ cứng cấp 7]	Tấm gỗ thiết tuyến [Tấm gỗ cứng cấp 7]	22	1	16	7	\image\item\lifeskill\mucai\muban_207_s.spr		32	Gia công từ Gỗ thiết tuyến bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 60).<color>		0	0	100	8000		0	0		stuffitem		1		
Tấm gỗ thanh long [Tấm gỗ cứng cấp 8]	Tấm gỗ thanh long [Tấm gỗ cứng cấp 8]	22	1	16	8	\image\item\lifeskill\mucai\muban_208_s.spr		32	Gia công từ Gỗ thanh long bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 70).<color>		0	0	100	12000		0	0		stuffitem		1		
Tấm gỗ ngà voi [Tấm gỗ cứng cấp 9]	Tấm gỗ ngà voi [Tấm gỗ cứng cấp 9]	22	1	16	9	\image\item\lifeskill\mucai\muban_209_s.spr		32	Gia công từ Gỗ ngà voi bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 80).<color>		0	0	100	18000		0	0		stuffitem		1		
Tấm gỗ hàng long [Tấm gỗ cứng cấp 10]	Tấm gỗ hàng long [Tấm gỗ cứng cấp 10]	22	1	16	10	\image\item\lifeskill\mucai\muban_210_s.spr		32	Gia công từ Gỗ hàng long bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 90).<color>		0	0	100	48000		0	0		stuffitem		1		
Da lông chó [Da mềm cấp 1]	Da lông chó [Da mềm cấp 1]	22	1	17	1	\image\item\lifeskill\maopi\maopi_101_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da chó bằng kỹ năng sống [gia công da]. Kỹ năng sống đạt cấp 10 có thể gia công vật liệu cao hơn 1 cấp.<color>		0	50	100	50		1	0		stuffitem		1		
Da lông hươu [Da mềm cấp 2]	Da lông hươu [Da mềm cấp 2]	22	1	17	2	\image\item\lifeskill\maopi\maopi_102_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da hươu bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 10).<color>		0	100	100	100		1	0		stuffitem		1		
Da lông bò [Da mềm cấp 3]	Da lông bò [Da mềm cấp 3]	22	1	17	3	\image\item\lifeskill\maopi\maopi_103_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da bò bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 20).<color>		0	300	100	300		1	0		stuffitem		1		
Da lông hồ ly [Da mềm cấp 4]	Da lông hồ ly [Da mềm cấp 4]	22	1	17	4	\image\item\lifeskill\maopi\maopi_104_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da hồ ly bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 30).<color>		0	800	100	800		1	0		stuffitem		1		
Xà giáp bì [Da mềm cấp 5]	Xà giáp bì [Da mềm cấp 5]	22	1	17	5	\image\item\lifeskill\maopi\maopi_105_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da rắn bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 40).<color>		0	1400	100	1400		1	0		stuffitem		1		
Da lông sư tử [Da mềm cấp 6]	Da lông sư tử [Da mềm cấp 6]	22	1	17	6	\image\item\lifeskill\maopi\maopi_106_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da sư tử bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 50).<color>		0	2100	100	2100		1	0		stuffitem		1		
Ngạc ngư giáp bì [Da mềm cấp 7]	Ngạc ngư giáp bì [Da mềm cấp 7]	22	1	17	7	\image\item\lifeskill\maopi\maopi_107_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da cá sấu bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 60).<color>		0	4000	100	4000		1	0		stuffitem		1		
Da lông vượn lớn [Da mềm cấp 8]	Da lông vượn lớn [Da mềm cấp 8]	22	1	17	8	\image\item\lifeskill\maopi\maopi_108_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da vượn lớn bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 70).<color>		0	6000	100	6000		1	0		stuffitem		1		
Da lông bạch hổ [Da mềm cấp 9]	Da lông bạch hổ [Da mềm cấp 9]	22	1	17	9	\image\item\lifeskill\maopi\maopi_109_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da bạch hổ bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 80).<color>		0	10000	100	10000		1	0		stuffitem		1		
Da lông cự điểu [Da mềm cấp 10]	Da lông cự điểu [Da mềm cấp 10]	22	1	17	10	\image\item\lifeskill\maopi\maopi_110_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da cự điểu bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 90).<color>		0	17500	100	17500		1	0		stuffitem		1		
Da chó [Da mềm cấp 1]	Da chó [Da mềm cấp 1]	22	1	18	1	\image\item\lifeskill\maopi\pi_101_s.spr		32	Gia công từ Da lông chó bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo. Kỹ năng sống đạt cấp 10 có thể chế tạo trang bị cao hơn 1 cấp.<color>		0	0	100	100		0	0		stuffitem		1		
Da hươu [Da mềm cấp 2]	Da hươu [Da mềm cấp 2]	22	1	18	2	\image\item\lifeskill\maopi\pi_102_s.spr		32	Gia công từ Da lông hươu bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 10).<color>		0	0	100	200		0	0		stuffitem		1		
Da bò [Da mềm cấp 3]	Da bò [Da mềm cấp 3]	22	1	18	3	\image\item\lifeskill\maopi\pi_103_s.spr		32	Gia công từ Da lông bò bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 20).<color>		0	0	100	600		0	0		stuffitem		1		
Da hồ ly [Da mềm cấp 4]	Da hồ ly [Da mềm cấp 4]	22	1	18	4	\image\item\lifeskill\maopi\pi_104_s.spr		32	Gia công từ Da lông hồ ly bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 30).<color>		0	0	100	1600		0	0		stuffitem		1		
Da rắn [Da mềm cấp 5]	Da rắn [Da mềm cấp 5]	22	1	18	5	\image\item\lifeskill\maopi\pi_105_s.spr		32	Gia công từ Xà giáp bì bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 40).<color>		0	0	100	2800		0	0		stuffitem		1		
Da sư tử [Da mềm cấp 6]	Da sư tử [Da mềm cấp 6]	22	1	18	6	\image\item\lifeskill\maopi\pi_106_s.spr		32	Gia công từ Da lông sư tử bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 50).<color>		0	0	100	4200		0	0		stuffitem		1		
Da cá sấu [Da mềm cấp 7]	Da cá sấu [Da mềm cấp 7]	22	1	18	7	\image\item\lifeskill\maopi\pi_107_s.spr		32	Gia công từ Ngạc ngư giáp bì bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 60).<color>		0	0	100	8000		0	0		stuffitem		1		
Da vượn lớn [Da mềm cấp 8]	Da vượn lớn [Da mềm cấp 8]	22	1	18	8	\image\item\lifeskill\maopi\pi_108_s.spr		32	Gia công từ Da lông vượn lớn bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 70).<color>		0	0	100	12000		0	0		stuffitem		1		
Da bạch hổ [Da mềm cấp 9]	Da bạch hổ [Da mềm cấp 9]	22	1	18	9	\image\item\lifeskill\maopi\pi_109_s.spr		32	Gia công từ Da lông bạch hổ bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 80).<color>		0	0	100	20000		0	0		stuffitem		1		
Da cự điểu [Da mềm cấp 10]	Da cự điểu [Da mềm cấp 10]	22	1	18	10	\image\item\lifeskill\maopi\pi_110_s.spr		32	Gia công từ Da lông cự điểu bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 90).<color>		0	0	100	35000		0	0		stuffitem		1		
Da lông dê [Da cứng cấp 1]	Da lông dê [Da cứng cấp 1]	22	1	19	1	\image\item\lifeskill\maopi\maopi_201_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da dê bằng kỹ năng sống [gia công da]. Kỹ năng sống đạt cấp 10 có thể gia công vật liệu cao hơn 1 cấp.<color>		0	50	100	50		1	0		stuffitem		1		
Da lông sói [Da cứng cấp 2]	Da lông sói [Da cứng cấp 2]	22	1	19	2	\image\item\lifeskill\maopi\maopi_202_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da sói bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 10).<color>		0	100	100	100		1	0		stuffitem		1		
Quy giáp bản [Da cứng cấp 3]	Quy giáp bản [Da cứng cấp 3]	22	1	19	3	\image\item\lifeskill\maopi\maopi_203_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Quy giáp bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 20).<color>		0	300	100	300		1	0		stuffitem		1		
Da lông chồn [Da cứng cấp 4]	Da lông chồn [Da cứng cấp 4]	22	1	19	4	\image\item\lifeskill\maopi\maopi_204_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da chồn bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 30).<color>		0	800	100	800		1	0		stuffitem		1		
Da lông hổ [Da cứng cấp 5]	Da lông hổ [Da cứng cấp 5]	22	1	19	5	\image\item\lifeskill\maopi\maopi_205_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da hổ bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 40).<color>		0	1400	100	1400		1	0		stuffitem		1		
Da lông gấu [Da cứng cấp 6]	Da lông gấu [Da cứng cấp 6]	22	1	19	6	\image\item\lifeskill\maopi\maopi_206_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da gấu bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 50).<color>		0	2100	100	2100		1	0		stuffitem		1		
Cự mãng giáp bì [Da cứng cấp 7]	Cự mãng giáp bì [Da cứng cấp 7]	22	1	19	7	\image\item\lifeskill\maopi\maopi_207_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da trăn bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 60).<color>		0	4000	100	4000		1	0		stuffitem		1		
Cự tích giáp bì [Da cứng cấp 8]	Cự tích giáp bì [Da cứng cấp 8]	22	1	19	8	\image\item\lifeskill\maopi\maopi_208_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da rắn mối bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 70).<color>		0	6000	100	6000		1	0		stuffitem		1		
Da lông gấu điên [Da cứng cấp 9]	Da lông gấu điên [Da cứng cấp 9]	22	1	19	9	\image\item\lifeskill\maopi\maopi_209_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da gấu điên bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 80).<color>		0	7500	100	7500		1	0		stuffitem		1		
Da lông voi lớn [Da cứng cấp 10]	Da lông voi lớn [Da cứng cấp 10]	22	1	19	10	\image\item\lifeskill\maopi\maopi_210_s.spr		32	Da mới chưa gia công, bán tại tiệm phòng cụ.<enter><color=gold>Có thể gia công thành Da voi lớn bằng kỹ năng sống [gia công da] (kỹ năng trên cấp 90).<color>		0	17500	100	17500		1	0		stuffitem		1		
Da dê [Da cứng cấp 1]	Da dê [Da cứng cấp 1]	22	1	20	1	\image\item\lifeskill\maopi\pi_201_s.spr		32	Gia công từ Da lông dê bằng [gia công da] .<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo. Kỹ năng sống đạt cấp 10 có thể chế tạo trang bị cao hơn 1 cấp.<color>		0	0	100	100		0	0		stuffitem		1		
Da sói [Da cứng cấp 2]	Da sói [Da cứng cấp 2]	22	1	20	2	\image\item\lifeskill\maopi\pi_202_s.spr		32	Gia công từ Da lông sói bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 10).<color>		0	0	100	200		0	0		stuffitem		1		
Quy giáp [Da cứng cấp 3]	Quy giáp [Da cứng cấp 3]	22	1	20	3	\image\item\lifeskill\maopi\pi_203_s.spr		32	Gia công từ Quy giáp bản bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 20).<color>		0	0	100	600		0	0		stuffitem		1		
Da chồn [Da cứng cấp 4]	Da chồn [Da cứng cấp 4]	22	1	20	4	\image\item\lifeskill\maopi\pi_204_s.spr		32	Gia công từ Da lông chồn bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 30).<color>		0	0	100	1600		0	0		stuffitem		1		
Da hổ [Da cứng cấp 5]	Da hổ [Da cứng cấp 5]	22	1	20	5	\image\item\lifeskill\maopi\pi_205_s.spr		32	Gia công từ Da lông hổ bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 40).<color>		0	0	100	2800		0	0		stuffitem		1		
Da gấu [Da cứng cấp 6]	Da gấu [Da cứng cấp 6]	22	1	20	6	\image\item\lifeskill\maopi\pi_206_s.spr		32	Gia công từ Da lông gấu bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 50).<color>		0	0	100	4200		0	0		stuffitem		1		
Da trăn [Da cứng cấp 7]	Da trăn [Da cứng cấp 7]	22	1	20	7	\image\item\lifeskill\maopi\pi_207_s.spr		32	Gia công từ Cự mãng giáp bì bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 60).<color>		0	0	100	8000		0	0		stuffitem		1		
Da rắn mối [Da cứng cấp 8]	Da rắn mối [Da cứng cấp 8]	22	1	20	8	\image\item\lifeskill\maopi\pi_208_s.spr		32	Gia công từ Cự tích giáp bì bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 70).<color>		0	0	100	12000		0	0		stuffitem		1		
Da gấu điên [Da cứng cấp 9]	Da gấu điên [Da cứng cấp 9]	22	1	20	9	\image\item\lifeskill\maopi\pi_209_s.spr		32	Gia công từ Da lông gấu điên bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 80).<color>		0	0	100	15000		0	0		stuffitem		1		
Da voi lớn [Da cứng cấp 10]	Da voi lớn [Da cứng cấp 10]	22	1	20	10	\image\item\lifeskill\maopi\pi_210_s.spr		32	Gia công từ Da lông voi lớn bằng [gia công da].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 90).<color>		0	0	100	35000		0	0		stuffitem		1		
Đồng khoáng thạch thô	Đồng khoáng thạch thô	22	1	21	1	\image\item\lifeskill\kuangshi\kuangshi_101_s.spr		32	Có thể gia công Đồng khoáng thạch thô thành thỏi đồng nhẹ bằng kỹ năng sống [gia công khoáng].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		1	0		stuffitem		1		
Thỏi đồng nhẹ	Thỏi đồng nhẹ	22	1	22	1	\image\item\lifeskill\kuangshi\kuangding_101_s.spr		32	Dùng để chế tạo trang bị bằng kỹ năng [chế tạo vũ khí].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		0	0		stuffitem		1		
Á ma thô	Á ma thô	22	1	23	1	\image\item\lifeskill\buliao\buliao_101_s.spr		32	Có thể gia công thành Vải vụn á ma bằng kỹ năng sống [gia công vải].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		1	0		stuffitem		1		
Vải vụn á ma	Vải vụn á ma	22	1	24	1	\image\item\lifeskill\buliao\bupi_101_s.spr		32	Dùng để chế tạo trang bị bằng kỹ năng [chế tác thủ công].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		0	0		stuffitem		1		
Tàng hồng hoa (tiểu)	Tàng hồng hoa (tiểu)	22	1	25	1	\image\item\lifeskill\yaocai\yaocai_101_s.spr		32	Có thể gia công thành Bột tàng hồng hoa (tiểu) bằng kỹ năng sống [gia công thuốc].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		1	0		stuffitem		1		
Bột tàng hồng hoa (tiểu)	Bột tàng hồng hoa (tiểu)	22	1	26	1	\image\item\lifeskill\yaocai\yaofen_101_s.spr		32	Dùng để chế tạo thuốc bằng kỹ năng [chế thuốc].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		0	0		stuffitem		1		
Gỗ thông thô	Gỗ thông thô	22	1	27	1	\image\item\lifeskill\mucai\mucai_101_s.spr		32	Có thể gia công thành Tấm gỗ thông có hoa văn bằng kỹ năng sống [gia công gỗ].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		1	0		stuffitem		1		
Tấm gỗ thông có hoa văn	Tấm gỗ thông có hoa văn	22	1	28	1	\image\item\lifeskill\mucai\muban_101_s.spr		32	Dùng để chế tạo trang bị bằng kỹ năng [chế tạo trang sức].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		0	0		stuffitem		1		
Da dê nát	Da dê nát	22	1	29	1	\image\item\lifeskill\maopi\maopi_201_s.spr		32	Có thể gia công thành Mảnh da dê nhỏ bằng kỹ năng sống [gia công da].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		1	0		stuffitem		1		
Mảnh da dê nhỏ	Mảnh da dê nhỏ	22	1	30	1	\image\item\lifeskill\maopi\pi_201_s.spr		32	Dùng để chế tạo trang bị bằng kỹ năng [chế tạo phòng cụ].<enter><color=gold>Nhiệm vụ Tân thủ dùng<color>		0	1	100	1		0	0		stuffitem		1		
Hoa nguyệt quế	Hoa nguyệt quế	22	1	31	1	\image\item\huodong\yueguihua.spr		32	Nhụy hoa nguyệt quế, dùng để làm bánh trung thu.		0	1	1	6000		0	0		moon2008_merial		0		
Kẹo nguyệt quế	Kẹo nguyệt quế	22	1	32	1	\image\item\huodong\yueguihuatang.spr		32	Dùng làm nhân bánh trung thu.		0	1	1	10000		0	0		moon2008_merial		0		
Bột sen	Bột sen	22	1	33	1	\image\item\huodong\lianzifen.spr		32	Dùng làm bánh trung thu.		0	1	1	6000		0	0		moon2008_merial		0		
Hạt sen	Hạt sen	22	1	34	1	\image\item\huodong\lianzibingpi.spr		32	Vỏ bánh trung thu làm bằng bột hạt sen.		0	1	1	10000		0	0		moon2008_merial		0		
Tiên Linh Nguyên Mộc		22	1	35	1	\image\item\other\xoyogame\xianlingyuanmu.spr		32	Có thể gia công thành Gỗ tiên linh bằng kỹ năng sống <color=gold>gia công gỗ<color>.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Gỗ tiên linh		22	1	36	1	\image\item\other\xoyogame\xianlingmu.spr		32	Kèm theo linh khí, dùng để chế tạo Huyết Ảnh Thương.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Da lông Linh Thú		22	1	37	1	\image\item\other\xoyogame\lingshoumaopi.spr		32	Có thể gia công thành Da linh thú bằng kỹ năng sống <color=gold>gia công da<color>.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Da Linh thú		22	1	38	1	\image\item\other\xoyogame\lingshoupi.spr		32	Da thú chứa linh khí, dùng để chế tạo Linh Thú Chiến Ngoa.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Linh Thú Huyết		22	1	39	1	\image\item\other\xoyogame\lingshouxue.spr		32	Có thể gia công thành Không Bạch Linh Phù bằng kỹ năng sống <color=gold>gia công vải<color>.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Không Bạch Linh Phù		22	1	40	1	\image\item\other\xoyogame\kongbailingfu.spr		32	Kèm theo linh khí, dùng để chế tạo Độn Giáp Linh Phù.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Tử Tinh Nguyên Thạch		22	1	41	1	\image\item\other\xoyogame\zijingyuanshi.spr		32	Có thể gia công thành Tử Tinh Thạch bằng kỹ năng sống <color=gold>gia công khoáng<color>.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Tử Tinh Thạch		22	1	42	1	\image\item\other\xoyogame\zijingshi.spr		32	Kèm theo linh khí, dùng để chế tạo Tử Tinh Huyễn Bội.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Tiên Linh Quả 		22	1	43	1	\image\item\other\xoyogame\xianlingguo.spr		32	Đại bổ nguyên khí, có thể gia công thành Tiên Linh Quả Phấn bằng kỹ năng sống <color=gold>gia công thuốc<color>.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Tiên Linh Quả Phấn		22	1	44	1	\image\item\other\xoyogame\xianlingguofen.spr		32	Dùng để chế Thất Thái Tiên Đơn.<enter>Chỉ có <color=gold>Liễu Khoát ở Tiêu Dao Cốc<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Mảng tuyết		22	1	45	1	\image\item\other\scriptitem\xiaoxuetuan.spr		32	Dùng làm bông tuyết trong lễ Noel. Có thể gia công thành <color=gold>khối tuyết nhỏ<color> bằng kỹ năng sống.		0	1	10	2000		0	0		xmas_xuetuan		1		
Khối tuyết nhỏ		22	1	46	1	\image\item\other\scriptitem\xiaoxuekuai.spr		32	Được làm từ mảng tuyết, trông khá ngay ngắn, dùng làm bông tuyết.<enter><color=green>Còn nhớ hai bàn tay nhỏ đỏ ửng không?<color>		0	1	10	3000		0	0		stuffitem		1		
