Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect
Kim Thước Vũ	Kim Thước Vũ	18	1	975	1	\image\item\other\scriptitem\queyu.spr		32	Đạo cụ dùng cho hoạt động Khuyên Vương Mẫu, có thể ghép với Lưu ly thạch		0	1	1	50000		1	1		QX_JinQueYu			1																						
Tơ Thất Tịch	Tơ Thất Tịch	18	1	976	1	\image\item\other\scriptitem\panshifu.spr		32	Đạo cụ dùng cho hoạt động Khuyên Vương Mẫu, có thể ghép với Lưu ly thạch		0	1	1	50000		1	1					1																						
Túi quà Kim Thước	Túi quà Kim Thước	18	1	977	1	\image\item\other\scriptitem\jinquelibao.spr		32	Nhấp phải tặng cho nhân vật khác giới, người nhận sẽ được nhiều phần thưởng phong phú, hảo hữu tổ đội sử dụng đồng thời sẽ tăng thêm độ thân mật.		0	1	1	50000		1	1		QX_libao			1																						
Túi quà Kim Thước [Tặng]	Túi quà Kim Thước [Tặng]	18	1	978	1	\image\item\other\scriptitem\jinquelibao.spr		32	Quà thưởng đội hữu khác giới tặng cho bạn trong hoạt động Thất Tịch, nhấp phải sẽ nhận được phần thưởng phong phú.		0	1	1	50000		1	1		randomitem			1		88																				
Tập thơ Thước Kiều Tiên	Tập thơ Thước Kiều Tiên	18	1	979	1	\image\item\other\quest\quest_0011_s.spr		32	Hỏi đáp Khôi Tinh, mỗi ngày trả lời đúng 7 câu hỏi của Khôi Tinh ở Lâm An sẽ ngẫu nhiên nhận được 7 chữ trong tập thơ. Hoạt động kết thúc có thể đến chỗ Khôi Tinh đổi thưởng		0	1	1	50000		3	0		QX_shiji			1																						
Lưỡi kiếm gãy	Lưỡi kiếm gãy-vn	18	1	980	1	\image\item\other\scriptitem\jianren_vn.spr		32	Lưỡi kiếm gãy gỉ sét, có thể đem đến tiệm rèn sửa chữa.		0	1	50	50000		0	1					1																						
Chuôi kiếm	Chuôi kiếm-vn	18	1	981	1	\image\item\other\scriptitem\jianbing_vn.spr		32	Chuôi kiếm gỉ sét, có thể đem đến tiệm rèn sửa chữa.		0	1	50	50000		0	1					1																						
Mảnh kim tê	Mảnh kim tê-vn	18	1	982	1	\image\item\other\quest\quest_0049_s.spr		32	Tháo từ Kim tê, dùng để sửa vũ khi bị hư hại.		0	1	10	50000		0	1					1																						
Trường kiếm	Trường kiếm-vn	18	1	983	1	\image\item\other\quest\quest_0033_s.spr		32	Một thanh kiếm dài sắc bén.		0	1	50	50000		0	1					1																						
Thiên sơn hàn tửu	Thiên sơn hàn tửu-vn	18	1	984	1	\image\item\other\quest\quest_0063_s.spr		32	Rượu xuất sứ từ Thiên Sơn.		0	1	1	50000		0	1					1																						
Nhân sâm ngàn năm	Nhân sâm ngàn năm-vn	18	1	985	1	\image\item\other\quest\quest_0035_s.spr		32	Bổ khí huyết, tăng cường sinh lực. <color=green>Trên cấp 50 và dưới cấp 105<color> mới có thể dùng, sử dụng lập tức tăng đến cấp 105.		0	1	1	50000		0	1		qiannianrenshen			1																						
Rương Phật Tâm	Rương Phật Tâm	18	1	986	1	\image\item\other\scriptitem\huangjbaoxiang.spr		32	Rương Phật Tâm, trong chứa nhiều phần thưởng bất ngờ.		0	1	1	100000		1	1		randomitem			1		94																				
Pháo hoa Tình Yêu Vĩnh Hằng	Pháo hoa Tình Yêu Vĩnh Hằng	18	1	987	1	\image\item\other\scriptitem\jh_lihua2.spr		32	Pháo hoa chúc mừng tình yêu vĩnh hằng		0	1	100	50000		1	1		Qx_lihua			1																						
Pháo hoa Tâm Tâm Tương Ấn	Pháo hoa Tâm Tâm Tương Ấn	18	1	988	2	\image\item\other\scriptitem\jh_lihua2.spr		32	Biểu hiện cho tình yêu lãng mạn vĩnh hằng		0	1	100	50000		1	1		Qx_lihua			1																						
Túi pháo hoa Thất Tịch	Túi pháo hoa Thất Tịch	18	1	989	1	\image\item\other\scriptitem\gongce_qiandai.spr		32	Quà thưởng nhận được khi tham gia hoạt động trả lời câu hỏi Khôi Tinh		0	1	1	50000		1	1		randomitem			1		91																				
Rương Khôi Tinh	Rương Khôi Tinh	18	1	990	1	\image\item\other\scriptitem\queshenbaoxiang.spr		32	Phần thưởng nhận được khi dùng Tập thơ Thước Kiều Tiên để đổi.		0	1	1	50000		1	1		randomitem			1		92																				
Túi Hiệp Lữ Hạnh Phúc	Túi Hiệp Lữ Hạnh Phúc	18	1	991	1	\image\item\other\scriptitem\shengdanlihe.spr		32	Quà vinh dự cho những người được xếp hạng trên bảng Hiệp Lữ Hạnh Phúc.		0	1	1	50000		1	1		randomitem			1		93																				
Rương trang bị	Rương trang bị-vn	18	1	992	1	\image\item\other\scriptitem\huangjbaoxiang.spr		32	<color=green>Nhấn chuột phải nhận trang bị cao cấp<color>		0	1	1	50000		0	1		equitling			1																						
Kênh nhiệm vụ	Kênh phân phối nhiệm vụ	18	1	993	1	\image\item\other\scriptitem\t1_weapon_chip.spr		32	Đạo cụ ẩn		0	1	100	50000		1	1		TaskExpItem			1																						
Kênh nhiệm vụ	Kênh phân phối nhiệm vụ	18	1	993	2	\image\item\other\scriptitem\t1_weapon_chip.spr		32	Đạo cụ ẩn		0	1	100	50000		1	1		TaskExpItem			1																						
Kênh nhiệm vụ	Kênh phân phối nhiệm vụ	18	1	993	3	\image\item\other\scriptitem\t1_weapon_chip.spr		32	Đạo cụ ẩn		0	1	100	50000		1	1		TaskExpItem			1																						
Kênh nhiệm vụ	Kênh phân phối nhiệm vụ	18	1	993	4	\image\item\other\scriptitem\t1_weapon_chip.spr		32	Đạo cụ ẩn		0	1	100	50000		1	1		TaskExpItem			1																						
Vé ưu đãi sáng lập gia tộc	Vé ưu đãi sáng lập gia tộc	18	1	994	1	\image\item\other\scriptitem\panshifu.spr		32	<color=green>Mang theo bên người, lúc sáng lập gia tộc chỉ cần tiêu hao 15 vạn lượng<color>		0	1	1	50000		1	1					1																						
Lệnh bài khiêu chiến Long Môn Phi Kiếm	Khiêu chiến Long Môn Phi Kiếm	18	1	995	1	\image\item\other\scriptitem\longmenfeijian_yin.spr		32	Lệnh bài này có thể vào <color=gold>Long Môn Phi Kiếm<color> <color=red>độ khó bất kỳ<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		6																				
Lệnh bài Long Môn Phi Kiếm (1 sao)	Khiêu chiến Long Môn Phi Kiếm	18	1	995	2	\image\item\other\scriptitem\longmenfeijian_tie.spr		32	Lệnh bài này có thể vào <color=gold>Long Môn Phi Kiếm<color> <color=red>độ khó 1 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		6																				
Lệnh bài Long Môn Phi Kiếm (2 sao)	Khiêu chiến Long Môn Phi Kiếm	18	1	995	3	\image\item\other\scriptitem\longmenfeijian_tong.spr		32	Lệnh bài này có thể vào <color=gold>Long Môn Phi Kiếm<color> <color=red>độ khó 2 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		6																				
Lệnh bài Long Môn Phi Kiếm (3 sao)	Khiêu chiến Long Môn Phi Kiếm	18	1	995	4	\image\item\other\scriptitem\longmenfeijian_yin.spr		32	Lệnh bài này có thể vào <color=gold>Long Môn Phi Kiếm<color> <color=red>độ khó 3 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		6																				
Lệnh bài khiêu chiến Đào Chu Công Mộ Chủng	Khiêu chiến Đào Chu Công Mộ Chủng	18	1	996	1	\image\item\other\scriptitem\taozhugonglingpai_jin.spr		32	Lệnh bài này có thể vào <color=gold>Mộ Đào Chu Công<color> <color=red>độ khó bất kỳ<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		2																				
Lệnh bài Đào Chu Công Mộ Chủng (1 sao)	Khiêu chiến Đào Chu Công Mộ Chủng	18	1	996	2	\image\item\other\scriptitem\taozhugonglingpai_tie.spr		32	Lệnh bài này có thể vào <color=gold>Mộ Đào Chu Công<color> <color=red>độ khó 1 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		2																				
Lệnh bài Đào Chu Công Mộ Chủng (2 sao)	Khiêu chiến Đào Chu Công Mộ Chủng	18	1	996	3	\image\item\other\scriptitem\taozhugonglingpai_tong.spr		32	Lệnh bài này có thể vào <color=gold>Mộ Đào Chu Công<color> <color=red>độ khó 2 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		2																				
Lệnh bài Đào Chu Công Mộ Chủng (3 sao)	Khiêu chiến Đào Chu Công Mộ Chủng	18	1	996	4	\image\item\other\scriptitem\taozhugonglingpai_yin.spr		32	Lệnh bài này có thể vào <color=gold>Mộ Đào Chu Công<color> <color=red>độ khó 3 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		2																				
Lệnh bài khiêu chiến Đại Mạc Cổ Thành	Khiêu chiến Đại Mạc Cổ Thành	18	1	997	1	\image\item\other\scriptitem\damoguchenglingpai_jin.spr		32	Lệnh bài này có thể vào <color=gold>Đại Mạc Cổ Thành<color> <color=red>độ khó bất kỳ<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		3																				
Lệnh bài Đại Mạc Cổ Thành (1 sao)	Khiêu chiến Đại Mạc Cổ Thành	18	1	997	2	\image\item\other\scriptitem\damoguchenglingpai_tie.spr		32	Lệnh bài này có thể vào <color=gold>Đại Mạc Cổ Thành<color> <color=red>độ khó 1 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		3																				
Lệnh bài Đại Mạc Cổ Thành (2 sao)	Khiêu chiến Đại Mạc Cổ Thành	18	1	997	3	\image\item\other\scriptitem\damoguchenglingpai_tong.spr		32	Lệnh bài này có thể vào <color=gold>Đại Mạc Cổ Thành<color> <color=red>độ khó 2 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		3																				
Lệnh bài Đại Mạc Cổ Thành (3 sao)	Khiêu chiến Đại Mạc Cổ Thành	18	1	997	4	\image\item\other\scriptitem\damoguchenglingpai_yin.spr		32	Lệnh bài này có thể vào <color=gold>Đại Mạc Cổ Thành<color> <color=red>độ khó 3 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		3																				
Lệnh bài khiêu chiến Thiên Quỳnh Cung	Khiêu chiến Thiên Quỳnh Cung	18	1	998	1	\image\item\other\scriptitem\qianqionglingpai_jin.spr		32	Lệnh bài này có thể vào <color=gold>Thiên Quỳnh Cung<color> <color=red>độ khó bất kỳ<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		5																				
Lệnh bài Thiên Quỳnh Cung (1 sao)	Khiêu chiến Thiên Quỳnh Cung	18	1	998	2	\image\item\other\scriptitem\qianqionglingpai_tie.spr		32	Lệnh bài này có thể vào <color=gold>Thiên Quỳnh Cung<color> <color=red>độ khó 1 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		5																				
Lệnh bài Thiên Quỳnh Cung (2 sao)	Khiêu chiến Thiên Quỳnh Cung	18	1	998	3	\image\item\other\scriptitem\qianqionglingpai_tong.spr		32	Lệnh bài này có thể vào <color=gold>Thiên Quỳnh Cung<color> <color=red>độ khó 2 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		5																				
Lệnh bài Thiên Quỳnh Cung (3 sao)	Khiêu chiến Thiên Quỳnh Cung	18	1	998	4	\image\item\other\scriptitem\qianqionglingpai_yin.spr		32	Lệnh bài này có thể vào <color=gold>Thiên Quỳnh Cung<color> <color=red>độ khó 3 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		5																				
Lệnh bài khiêu chiến Vạn Hoa Cốc	Khiêu chiến Vạn Hoa Cốc	18	1	999	1	\image\item\other\scriptitem\wanhualingpai_jin.spr		32	Lệnh bài này có thể vào <color=gold>Vạn Hoa Cốc<color> <color=red>độ khó bất kỳ<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		4																				
Lệnh bài Vạn Hoa Cốc (1 sao)	Khiêu chiến Vạn Hoa Cốc	18	1	999	2	\image\item\other\scriptitem\wanhualingpai_tie.spr		32	Lệnh bài này có thể vào <color=gold>Vạn Hoa Cốc<color> <color=red>độ khó 1 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		4																				
Lệnh bài Vạn Hoa Cốc (2 sao)	Khiêu chiến Vạn Hoa Cốc	18	1	999	3	\image\item\other\scriptitem\wanhualingpai_tong.spr		32	Lệnh bài này có thể vào <color=gold>Vạn Hoa Cốc<color> <color=red>độ khó 2 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		4																				
Lệnh bài Vạn Hoa Cốc (3 sao)	Khiêu chiến Vạn Hoa Cốc	18	1	999	4	\image\item\other\scriptitem\wanhualingpai_yin.spr		32	Lệnh bài này có thể vào <color=gold>Vạn Hoa Cốc<color> <color=red>độ khó 3 sao<color>, tìm <color=gold>Quan Quân Nhu<color> kế Bao Vạn Đồng chọn vào "<color=green>Phó bản Tàng Bảo Đồ<color>".<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến.<color>		0	1	100	50000					treasure2_lingpai			1		4																				
Lệnh bài khiêu chiến thông dụng	Khiêu chiến phó bản bất kỳ	18	1	1000	1	\image\item\other\scriptitem\jinsilingpai.spr		32	Lệnh bài này có thể khiêu chiến Phó bản Tàng Bảo Đồ bất kỳ.<enter><color=yellow>Chuột phải vào lệnh bài để đổi thành cơ hội khiêu chiến. Mỗi tuần có thể nhận 2 lần khiêu chiến thường.<color>		0	1	100	50000					treasure2_common			1																						
Hoa Thần Nguyệt Tịch	Hoa Thần Nguyệt Tịch	18	1	1001	1	\image\item\huodong\caiyunzhuiyue.spr		32	Bánh trung thu do Hằng Nga làm, thu thập đủ 3 cái đem đến cho Hậu Nghệ ở Giang Tân Thôn hoặc Thạch Cổ Trấn. Có thể nhận được nhiều kinh nghiệm, loại bánh này mỗi ngày được nộp 1 lần.<enter><color=gold>Nếu còn dư, có thể nhấp chuột phải ăn vào, nhận được Bạc khóa.<color><enter><color=green>Đán Nguyện Nhân Trường Cửu, Thiên Lý Cộng Thiền Viên.<color>		0	1	100	50000		1	0		yuebing2010			1																						
Chúng Tinh Củng Nguyệt	Chúng Tinh Củng Nguyệt	18	1	1002	1	\image\item\huodong\yuemanxilou.spr		32	Bánh trung thu do Hằng Nga làm, thu thập đủ 3 cái đem đến cho Hậu Nghệ ở Giang Tân Thôn hoặc Thạch Cổ Trấn. Có thể nhận được nhiều Bạc khóa, loại bánh này mỗi ngày được nộp 1 lần.<enter><color=gold>Nếu còn dư, có thể nhấp chuột phải ăn vào, nhận được Bạc khóa.<color><enter><color=green>Thân Tuy Bất Chí, Nhiên Tâm Hướng Vãn Chi.<color>		0	1	100	50000		1	0		yuebing2010			1																						
Phong Nguyệt Vô Song	Phong Nguyệt Vô Song	18	1	1003	1	\image\item\huodong\canghaiyueming.spr		32	Bánh trung thu do Hằng Nga làm, thu thập đủ 3 cái đem đến cho Hậu Nghệ ở Giang Tân Thôn hoặc Thạch Cổ Trấn. Có thể nhận được 1 <color=green>Thẻ Nguyệt Viên Chi Dạ<color>, loại bánh này mỗi ngày được nộp 1 lần.<enter><color=gold>Nếu còn dư, có thể nhấp chuột phải ăn vào, nhận được Bạc khóa.<color><enter><color=green>Bích Hải Thanh Thiên Dạ Dạ Tâm<color>		0	1	100	50000		1	0		yuebing2010			1																						
神州同乐烟花	神州同乐烟花	18	1	1004	1	\image\item\other\scriptitem\gongce_yanhua.spr		32	神州万里同欢乐，热情快乐的烟花。右键点击可获得经验，每人每天可使用五次，每个烟花可使用一次。<enter><color=gold>右键点击使用<color><enter><color=green>烟花可与他人分享<color>		0	1	1	50000		0	0		qingdian_yanhua			1		86400	150	1635	1636	1637																
爱我中华	爱我中华	18	1	1005	1	\image\item\huodong\jinzhoubaozhu.spr		32	普天同庆，爱我中华，庄严热情的烟花。<enter><color=gold>右键点击使用<color>		0	1	1	50000		1	0					1																						
Đán Nguyện Nhân Trường Cửu Thiên Lý Cộng Thiền Viên	Đán Nguyện Nhân Trường Cửu Thiên Lý Cộng Thiền Viên	18	1	1006	1	\image\item\huodong\jinzhoubaozhu.spr		32	Vui rằm Trung Thu, cầu mong những đôi tình nhân đều được được đoàn tụ. Đán nguyện nhân trường cửu, thiên lý cộng thiền viên.<enter><color=gold>Nhấp chuột phải dùng<color>		0	1	1	50000		1	0					1																						
欢乐神州	欢乐神州	18	1	1007	1	\image\item\huodong\jinzhoubaozhu.spr		32	神州万里同欢乐，热情唯美的烟花。<enter><color=gold>右键点击使用<color>		0	1	1	50000		1	0					1																						
爱我中华集	爱我中华集	18	1	1008	1	\image\item\huodong\nianhuashoujice.spr		32	爱我中华活动收集册，将爱我中华卡鉴定后的地域列入本集。右键点击本道具，在10月9日-10月15日兑换奖励，收集的地域越多，获得奖励越丰厚。<enter><color=gold>右键点击查看详情<color>		0	1	1	50000		3	0		nationalcard_collection			1																						
爱我中华卡	爱我中华卡	18	1	1009	1	\image\item\huodong\minzuka_s.spr		32	消耗800点精活鉴定后自动收录到爱我中华集中。最终收集到的地域越多所获奖励越丰厚。注意：如果开出当天的福地，会有特别奖励！<enter><color=gold>右键点击使用<color><enter><color=green>爱我中华活动道具<color>		0	1	1	50000		1	0		nationalcard			1																						
神州卡	神州卡	18	1	1010	1	\image\item\other\xoyogame\jinka_guoguan.spr		32	运气真好，鉴定出了神州卡，必然得到未曾收集到的地域。<enter><color=gold>右键点击使用<color>		0	1	1	50000		1	0		shenshoucard			1																						
Rương mặt nạ Quốc Khánh	Rương mặt nạ Quốc Khánh	18	1	1011	1	\image\item\other\scriptitem\queshenbaoxiang.spr		32	Rương mặt nạ Quốc Khánh, mở ra có thể nhận được <color=green>Hỷ Nữu Nữu hoặc Phúc Oa Oa<color>. Chắc chắn bạn sẽ rất thích!<enter><color=gold>Nhấp chuột phải dùng<color>		0	1	1	50000		1	0		mask_card_normal			1		9																				
Túi Quà Thu Nguyệt	Túi Quà Thu Nguyệt	18	1	1012	1	\image\item\other\scriptitem\shengdanlihe.spr		32	从欢乐神州篝火里捡出的热辣礼包，内有惊喜！<color=green>普天同庆，爱我中华<color><enter><color=gold>右键点击使用<color>		0	1	1	50000		1	0		randomitem			1		103																				
爱我中华黄金宝箱	爱我中华黄金宝箱	18	1	1013	1	\image\item\other\scriptitem\huangjbaoxiang.spr		32	你在爱我中华活动中表现完美，特此奖励！右键点击使用。<color=green>普天同庆，爱我中华<color><enter><color=gold>右键点击使用<color>		0	1	1	50000		1	0		randomitem			1		100																				
爱我中华白银宝箱	爱我中华白银宝箱	18	1	1013	2	\image\item\other\scriptitem\baiyinbaoxiang.spr		32	你在爱我中华活动中表现不俗，特此奖励！右键点击使用<color=green>普天同庆，爱我中华<color><enter><color=gold>右键点击使用<color>		0	1	1	50000		1	0		randomitem			1		101																				
爱我中华青铜宝箱	爱我中华青铜宝箱	18	1	1013	3	\image\item\other\scriptitem\qingtongbaoxiang.spr		32	你在爱我中华活动中表现不错，特此奖励！右键点击使用<color=green>普天同庆，爱我中华<color><enter><color=gold>右键点击使用<color>		0	1	1	50000		1	0		randomitem			1		102																				
Đàn cổ	Đàn cổ [vị trí Tàng Bảo Đồ]	18	1	1014	1	\image\item\other\quest\quest_0123_s.spr		32	Đàn cũ, khẩy nhẹ vẫn phát ra âm thanh ai oán.<enter><color=green>Dùng tại Thiên Hỏa tế đàn ở Đại Mạc Cổ Thành, có thể tạo ra tình huống bất ngờ<color>.		0	1	1	0		0	0		old_zither2			1																						
Thuốc của Hoàng Dược Sư	Vạn Hoa Cốc_Thuốc của Hoàng Dược Sư	18	1	1015	1	\image\item\other\xoyogame\qicaixiandan.spr		32	Hiệu quả không ngờ sau khi sử dụng!<enter><enter><color=orange>Chỉ dùng trong Phó bản Vạn Hoa Cốc.<color>		0	1	1	100		0	0		wanhuagu2_medicament			1																						
Rượu Nữ Nhi Hồng	Vạn Hoa Cốc_Rượu Nữ Nhi Hồng	18	1	1016	1	\image\item\other\medicine\food_212_s.spr		32	Loại rượu mà vị hòa thượng ở trong hang sâu rất thích.<enter><enter><color=orange>Chỉ dùng trong Phó bản Vạn Hoa Cốc.<color>		0	1	1	100		0	0		wanhuagu2_drink			1																						
Ống sáo	Vạn Hoa Cốc_Ống sáo	18	1	1017	1	\image\item\other\quest\quest_0123_s.spr		32	Sau khi thổi có thể vỗ về mãnh thú.<enter><enter><color=orange>Chỉ dùng trong Phó bản Vạn Hoa Cốc.<color>		0	1	1	100		0	0		wanhuagu2_flute			1																						
Rương sắt cũ	Rương Tàng Bảo Đồ 50	18	1	1018	1	\image\item\other\scriptitem\jianglibaoxiang_tie.spr		32	1 rương sắt rất cũ <color=gold>(cấp 50)<color>, phần thưởng của Tưởng Nhất Bình ở Đắc Duyệt Phường.<enter>Mở ra có xác suất nhận được <color=gold>kinh nghiệm, nguyên liệu thuốc, huyền tinh, trang bị<color>.<enter><enter><color=green>Nhấp chuột phải mở<color>		0	1	100	50000					randomitem			1		104																				
Rương sắt thường	Rương Tàng Bảo Đồ 60	18	1	1018	2	\image\item\other\scriptitem\jianglibaoxiang_tie.spr		32	1 rương sắt bình thường <color=gold>(cấp 60)<color>, phần thưởng của Tưởng Nhất Bình ở Đắc Duyệt Phường.<enter>Mở ra có xác suất nhận được <color=gold>kinh nghiệm, nguyên liệu thuốc, huyền tinh, trang bị<color>.<enter><enter><color=green>Nhấp chuột phải mở<color>		0	1	100	50000					randomitem			1		105																				
Rương sắt tinh tế	Rương Tàng Bảo Đồ 70	18	1	1018	3	\image\item\other\scriptitem\jianglibaoxiang_tie.spr		32	1 rương sắt rất tinh tế <color=gold>(cấp 70)<color>, phần thưởng của Tưởng Nhất Bình ở Đắc Duyệt Phường.<enter>Mở ra có xác suất nhận được <color=gold>kinh nghiệm, nguyên liệu thuốc, huyền tinh, trang bị<color>.<enter><enter><color=green>Nhấp chuột phải mở<color>		0	1	100	50000					randomitem			1		106																				
Rương đồng cũ	Rương Tàng Bảo Đồ 80	18	1	1018	4	\image\item\other\scriptitem\jianglibaoxiang_tong.spr		32	1 rương đồng rất cũ <color=gold>(cấp 80)<color>, phần thưởng của Tưởng Nhất Bình ở Đắc Duyệt Phường.<enter>Mở ra có xác suất nhận được <color=gold>kinh nghiệm, nguyên liệu thuốc, huyền tinh, trang bị<color>.<enter><enter><color=green>Nhấp chuột phải mở<color>		0	1	100	50000					randomitem			1		107																				
Rương đồng thường	Rương Tàng Bảo Đồ 90	18	1	1018	5	\image\item\other\scriptitem\jianglibaoxiang_tong.spr		32	1 rương đồng bình thường <color=gold>(cấp 90)<color>, phần thưởng của Tưởng Nhất Bình ở Đắc Duyệt Phường.<enter>Mở ra có xác suất nhận được <color=gold>kinh nghiệm, nguyên liệu thuốc, huyền tinh, trang bị<color>.<enter><enter><color=green>Nhấp chuột phải mở<color>		0	1	100	50000					randomitem			1		108																				
Rương đồng tinh tế	Rương Tàng Bảo Đồ 100	18	1	1018	6	\image\item\other\scriptitem\jianglibaoxiang_tong.spr		32	1 rương đồng rất tinh tế <color=gold>(cấp 100)<color>, phần thưởng của Tưởng Nhất Bình ở Đắc Duyệt Phường.<enter>Mở ra có xác suất nhận được <color=gold>kinh nghiệm, nguyên liệu thuốc, huyền tinh, trang bị<color>.<enter><enter><color=green>Nhấp chuột phải mở<color>		0	1	100	50000					randomitem			1		109																				
