Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	ResEffect	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	RideProp1Type	RideProp1PA1Min	RideProp1PA1Max	RideProp1PA2Min	RideProp1PA2Max	RideProp1PA3Min	RideProp1PA3Max	RideProp2Type	RideProp2PA1Min	RideProp2PA1Max	RideProp2PA2Min	RideProp2PA2Max	RideProp2PA3Min	RideProp2PA3Max	RideProp3Type	RideProp3PA1Min	RideProp3PA1Max	RideProp3PA2Min	RideProp3PA2Max	RideProp3PA3Min	RideProp3PA3Max	RideProp4Type	RideProp4PA1Min	RideProp4PA1Max	RideProp4PA2Min	RideProp4PA2Max	RideProp4PA3Min	RideProp4PA3Max	RideProp5Type	RideProp5PA1Min	RideProp5PA1Max	RideProp5PA2Min	RideProp5PA2Max	RideProp5PA3Min	RideProp5PA3Max	RideProp6Type	RideProp6PA1Min	RideProp6PA1Max	RideProp6PA2Min	RideProp6PA2Max	RideProp6PA3Min	RideProp6PA3Max	SkillID1	SkillID2	SkillID3	SkillID4	UnLockInterval
Ngọc Tiêu Dao	Thú cưỡi Trạng Nguyên	1	1	12	71	4	\image\item\equip\horse\yuxiaoyao_s.spr	\image\item\equip\horse\yuxiaoyao.spr	32	Tuấn mã Hoàng Đế Nam Tống ban tặng Trạng Nguyên.<enter><enter><color=gold>Phi nhanh như chớp.<enter>		0	1	7200000			2		horse	45	45																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0																			
Mạch Thượng Phi Sương	vip 2012_Dương	1	1	12	72	4	\image\item\equip\horse\vipyang02_s.spr	\image\item\equip\horse\vipyang02.spr	32	<color=gold>Thú cưỡi VIP Kiếm Thế 2012.<color>		0	1	7200000			2		horse	46	46																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Tuyết Vũ Thiên Hương	vip 2012_Hồ	1	1	12	73	4	\image\item\equip\horse\viphuli02_s.spr	\image\item\equip\horse\viphuli02.spr	32	<color=gold>Thú cưỡi VIP Kiếm Thế 2012.<color>		0	1	7200000			2		horse	47	47																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Nguyệt Hoa-Lan	Lạc Đà Lông Xù_Thú cưỡi cấp 20	1	1	12	74	4	\image\item\equip\horse\baiyangtuoxiao.spr	\image\item\equip\horse\baiyangtuoda.spr	32	Quân bất kiến tẩu mã xuyên hành tuyết hải biên, bình sa mãng mãng hoàng nhập thiên.		0	1	7200000			2		horse	35	35																																																																								5	20																																																											fastwalkrun_p	30	30	-1	-1	0	0	lifemax_v	100	100	-1	-1	0	0	armordefense_v	20	20	-1	-1	0	0	staminamax_v	20	20	-1	-1	0	0																			
Tuyết Hồn	Tuyết Hồn_Thú cưỡi cấp 50	1	1	12	75	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	Phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	7200000			2		horse	27	27																																																																								5	50																																																											fastwalkrun_p	50	50	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	50	50	-1	-1	0	0	staminamax_v	50	50	-1	-1	0	0																			
Mị Vũ Thiên Hương	Hoạt động Mỹ nữ 2013	1	1	12	76	4	\image\item\equip\horse\viphuli01_s.spr	\image\item\equip\horse\viphuli01.spr	32	<color=gold>Thú cưỡi hoạt động Mỹ nữ Kiếm Thế 2013.<color>		0	1	7200000			2		horse	48	48																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Tuyệt Thế Hỏa Vũ	Thú cưỡi Tuyệt Thế Tuyết Vũ bản nâng cấp	1	1	12	77	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Bạch mã cao quý linh hoạt, cực kì hiếm thấy.		0	1	7200000			2		horse	40	40	1																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Hồng Long Xích Diệm	Thú cưỡi bang chủ liên server	1	1	12	78	4	\image\item\equip\horse\honglongchiyan_s.spr	\image\item\equip\horse\honglongchiyan.spr	32	Trong phút chốc lửa trùm cả bầu trời.		0	1	7200000			3		horse	39	39	1																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0																			
Thuyền Sa Mạc	Thuyền Sa Mạc (Tân Thủ_Trắng)	1	1	12	79	4	\image\item\equip\horse\horse014_s.spr	\image\item\equip\horse\horse014.spr	32	Cát vàng nước xanh, thuyền nhỏ tựa chiếc lá trôi giữa dòng đời.		0	1	500000			3	1	horse	32	32																																																																								5	1																																																											fastwalkrun_p	60	60	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	60	60	-1	-1	0	0	staminamax_v	60	60	-1	-1	0	0																			
Tuyết Vũ Thiên Hương-Lam	Vip năm 2012_Bản thăng cấp	1	1	12	80	4	\image\item\equip\horse\viphuli02_s1.spr	\image\item\equip\horse\viphuli02_1.spr	32	Tuyết dạ nhiễm sương hoa, lam y xuất vô đoan.<enter><enter><color=gold>Bản tiến cấp thú cưỡi VIP năm 2012.<color>		0	1	7200000			2		horse	47	47	2																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Mị Vũ Thiên Hương-Linh	Bản thăng cấp hoạt động Mỹ Nữ 2013	1	1	12	81	4	\image\item\equip\horse\viphuli01_s1.spr	\image\item\equip\horse\viphuli01_1.spr	32	Y duệ phiêu hề khuynh thành, linh chi lai hề như vân.<enter><enter><color=gold>Thú cưỡi chuyên thuộc hoạt động Mỹ Nữ 2013<color>		0	1	7200000			2		horse	48	48	2																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
DuDu Vui Vẻ	Lừa Nhỏ Vui Vẻ	1	1	12	82	4	\image\item\equip\horse\lv_s.spr	\image\item\equip\horse\lv.spr	32	<color=gold>Triệu châu kiều thích tháp ấn tích, dao trì yến cổn loạn hoa bình.<color>		0	1	7200000			2		horse	49	49																																																																								5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Ông Thỏ	Ông Thỏ	1	1	12	83	4	\image\item\equip\horse\tuerye_s.spr	\image\item\equip\horse\tuerye.spr	32	Nhật nguyệt trải dài năm tháng trôi, tóc xanh còn mãi ước mơ thôi.		0	1	7200000			2		horse	50	50																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Kim Tượng Thái Đạt	Kim Tượng Thái Đạt	1	1	12	84	4	\image\item\equip\horse\daxiang_s.spr	\image\item\equip\horse\daxiang.spr	32	<color=gold>Muốn biết trọng lượng của ta thì cần phải có một con thuyền chắc chắn.<color><enter>Nhận <color=yellow>Di Hình Hoán Ảnh<color>, giúp Vô Hạn Truyền Tống Phù đến nhiều nơi hơn.		0	1	7200000			2		horse	51	51																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ô Kim Xích Mao	Lạc Đà Lông Xù	1	1	12	85	4	\image\item\equip\horse\hongyangtuoxiao.spr	\image\item\equip\horse\hongyangtuoda.spr	32	Sáo nhạc ngân nga theo gió cuốn, xuyên tận quan san biết mấy tầng.<color=red>Hiệu lực 3 ngày<color>		0	1	7200000			2		horse	36	36																																																																								5	50																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Kinh Huyền Sấm	Thú Cưỡi Hàn Vũ	1	1	12	86	4	\image\item\equip\horse\horse018_s.spr	\image\item\equip\horse\horse018.spr	32	Nhanh như gió, dũng mãnh như sấm sét!		0	1	7200000			2		horse	52	52																																																																								5	50																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Sứ giả Truy Phong	Sứ Giả Truy Phong_Tân Thủ	1	1	12	87	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	<color=gold>Lân là loài nhân từ, điềm lành của minh quân.<color>		0	1	7200000			3		horse	28	28																																																																								5	1																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Độc Vũ Thiên Hạ	Đỉnh Phong Chiến Vương Giả	1	1	12	88	4	\image\item\equip\horse\qianlima_s.spr	\image\item\equip\horse\qianlima.spr	32	<color=gold>Độc cô vong khước, thiên hạ vô ngã, cao xứ thắng hàn, điên phong hữu nhĩ.<color><enter>Nhận kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, giúp Vô Hạn Truyền Tống Phù đến được nhiều nơi hơn.		0	1	7200000			2		horse	53	53																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ngạo Ngô Hiên Viên	Đỉnh Phong Chiến Vương Giả	1	1	12	89	4	\image\item\equip\horse\jianshima_s.spr	\image\item\equip\horse\jianshima.spr	32	<enter><color=pink>Thú cưỡi quán quân thiên hạ đệ nhất Đỉnh Phong Chiến<color><enter><color=gold><color=gold>Độc cô vong khước, thiên hạ vô ngã, cao xứ thắng hàn, điên phong hữu nhĩ.<color><enter>Nhận kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, giúp Vô Hạn Truyền Tống Phù đến được nhiều nơi hơn.		0	1	7200000			2		horse	54	54																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												
Nụ Hôn Hắc Ám	VIP1 năm 2013	1	1	12	90	4	\image\item\equip\horse\heianzhiwen_s.spr	\image\item\equip\horse\heianzhiwen.spr	32	Không thể đoán, cũng không thể vĩnh hằng, lại dễ làm người ta mê hoặc.<enter><enter><color=gold>Thú cưỡi Kiếm Thế VIP 2013.<color>		0	1	7200000			2		horse	55	55																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Ngọn Lửa Ánh Sáng	VIP2 năm 2013	1	1	12	91	4	\image\item\equip\horse\qiongqi_s.spr	\image\item\equip\horse\qiongqi.spr	32	Đạm chúng ác, cầm thương sinh, thiện hồ, ác hồ, ngô tự ủng nhân quả.<enter><enter><color=gold>Thú cưỡi VIP Kiếm Thế 2013.<color>		0	1	7200000			2		horse	56	56																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Chiếu Dạ Ngọc Sư Tử	Thời trang thú (Chiếu Dạ Ngọc Sư Tử)	1	1	12	92	3	\image\item\equip\horse\chitu_s.spr	\image\item\equip\horse\horse008.spr	32	Thiên lí mã, chạy nhanh như gió		0	480000	480000			2		horse	8	8																																																																								5	50																																																											fastwalkrun_p	70	70	-1	-1	0	0	lifemax_v	400	400	-1	-1	0	0	armordefense_v	70	70	-1	-1	0	0	staminamax_v	80	80	-1	-1	0	0																			
Viêm Dương Long Tử	Thú cưỡi hoạt động 1/5/2014	1	1	12	93	4	\image\item\equip\horse\yanyangzhizi_s.spr	\image\item\equip\horse\yanyangzhizi.spr	32	Trân thú kỳ dị, tương truyền là một trong 9 người con của Rồng, tốc độ di chuyển cực nhanh, thân hình thấp nhưng rất cường tráng.		0	1	7200000			2		horse	57	57																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Lạc Thái Li Vẫn	Thú cưỡi hoạt động 1/5/2014	1	1	12	94	4	\image\item\equip\horse\luocaichiwen_s.spr	\image\item\equip\horse\luocaichiwen.spr	32	Thần thú hiếm, tương truyền là một trong 9 người con của Rồng, bản tính tàn bạo, thân hình thấp nhưng rất cường tráng, tốc độ di chuyển cực nhanh.		0	1	7200000			2		horse	58	58																																																																								5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Mật Thành Thiết Kỵ	Thú Cưỡi Mật Thành Địa Cung	1	1	12	108	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Xuất nhập thủy tắc tất phong vũ, kỳ quang như nhật, thanh như lôi		0	1	7200000			2		horse	44	44																																																																								5	50																																																											fastwalkrun_p	50	50	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Tuyết Hồn	Vĩnh viễn không khóa	1	1	12	20000	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	<color=gold>Hàn phong trường mạc mạc, ngọ hậu chinh tứ phương<color><enter><color=gold>Tuyết hồn thích ly thương, ngạo tuyết độc phi dương<color><enter><color=green>Đoạt Tuyết hồn giả tất phải dũng cảm thẳng tiến<color>		0	1	2000000			4		horse	27	27		damage_all_resist	60	60																																																																				5	110																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	600	600	-1	-1	0	0					604800
Mã bài (Phiên Vũ)	Mã bài 120vn (Phiên Vũ)	1	1	12	20001	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Một trong tám con ngựa của Chu Mục Vương, cưỡi mây đạp gió<enter>Nhận được kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, có thể dùng Vô Hạn Truyền Tống Phù để đến được nhiều nơi hơn		0	1	7200000			2		horse	12	12		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Nữ Anh Hùng-Ức Vân	BeautyHero_vn	1	1	12	20002	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Quân như tiểu dạ y hi hầu, hoa nhan túy duyệt nhược tam thu.		0	1	7200000			2		horse	26	26		damage_all_resist	90	90					meleedamagereturn_p	5	5																																																													5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Hỏa Kỳ Lân	Thú cưỡi VIP mức 3_2012_VN	1	1	12	20003	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	Thú cưỡi dành cho "Nhất Phi Trùng Thiên" VIP 2012		0	1	7200000			1		horse	29	29		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Sứ giả Truy Phong	Thú cưỡi VIP mức 3_2012_VN	1	1	12	20004	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Thú cưỡi dành cho "Nhất Phi Trùng Thiên" VIP 2012		0	1	7200000			1		horse	28	28		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Hỏa Kỳ Lân	Thú cưỡi VIP mức 4_2012_VN	1	1	12	20005	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	Thú cưỡi dành cho "Duy Ngã Độc Tôn" VIP 2012		0	1	7200000			1		horse	29	29		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0																			
Sứ giả Truy Phong	Thú cưỡi VIP mức 4_2012_VN	1	1	12	20006	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Thú cưỡi dành cho "Duy Ngã Độc Tôn" VIP 2012		0	1	7200000			1		horse	28	28		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0																			
Tuyệt Thế Tuyết Vũ	Thú cưỡi VIP mức 4_2012_VN	1	1	12	20007	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Chú bạch mã linh hoạt kỳ ảo, trông thật cao quý. Thú cưỡi dành cho "Duy Ngã Độc Tôn" VIP 2012.		0	1	7200000			1		horse	40	40		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0																			
Tuyết Vũ Thiên Hương	Thú cưỡi VIP mức 5_2012_VN	1	1	12	20008	4	\image\item\equip\horse\viphuli02_s.spr	\image\item\equip\horse\viphuli02.spr	32	Hồ ly thần, mang theo luồng khí tức bí ẩn, là thú cưỡi dành cho Duy Ngã Độc Tôn VIP 2012		0	1	7200000			1		horse	47	47		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0		manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Tự Quỳ	Thú cưỡi VIP mức 5_2012_VN	1	1	12	20009	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Nhanh như sấm chớp cuồng phong. Thú cưỡi dành cho "Cửu Ngũ Chí Tôn" VIP 2012.		0	1	7200000			1		horse	44	44		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Tuyệt Thế Tuyết Vũ	Thú cưỡi VIP mức 5_2012_VN	1	1	12	20010	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Chú bạch mã linh hoạt kỳ ảo, trông thật cao quý. Thú cưỡi dành cho "Cửu Ngũ Chí Tôn" VIP 2012.		0	1	7200000			1		horse	40	40		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Mạch Thượng Phi Sương	Thú cưỡi Thành chủ_VN	1	1	12	20011	4	\image\item\equip\horse\vipyang02_s.spr	\image\item\equip\horse\vipyang02.spr	32	<color=gold>Thú Cưỡi Thành Chủ Thiết Phù Thành.<color>		0	1	7200000			1		horse	46	46		damage_all_resist	100	100					allskill_v	1	1	4	4																																																											5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Xích Dạ Thiên Tường	Thú cưỡi Bang chiến offline 2013	1	1	12	20012	4	\image\item\equip\horse\horse017_s.spr	\image\item\equip\horse\horse017.spr	32	Thần mã phần thưởng của <color=gold>Vô Song Bang Hội<color> trong cuộc thi Bang hội tranh đoạt chiến		0	1	7200000			4		horse	39	39		damage_all_resist	100	100					allskill_v	1	1	4	4			allskill_v	1	1	2	2																																																				5	50																																																											fastwalkrun_p	120	120	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	armordefense_v	200	200	-1	-1	0	0	manamax_v	1000	1000	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	200	200	-1	-1	0	0					604800
Lân Quang	Thú cưỡi bảo rương đảo Thiên Tử	1	1	12	20013	4	\image\item\equip\horse\horse030_s.spr	\image\item\equip\horse\linguang.spr	32	Bền bỉ, dẻo dai, không bao giờ chùn bước trước khó khăn		0	1	7200000			2		horse	30	30		damage_all_resist	60	60																																																																				5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												
Bôn Lôi-Anh hùng	Sư Tử Vàng-Bang Chiến	1	1	12	20014	4	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	Thần thú dũng mãnh dành cho anh hùng cao cấp trong bang chiến offline.		0	1	7200000			4		horse	38	38		damage_all_resist	60	60					skilldamageptrim	15	15																																																													5	60																																																											fastwalkrun_p	110	110	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_v	500	500	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	150	150	-1	-1	0	0					604800
Tuyết Hồn-Anh hùng	Tuyết Hồn-Bang Chiến	1	1	12	20015	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	Thần thú dũng mãnh dành cho anh hùng cao cấp trong bang chiến offline.		0	1	7200000			4		horse	27	27		damage_all_resist	60	60					skilldamageptrim	15	15																																																													5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_v	500	500	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	150	150	-1	-1	0	0					604800
Phiên Vũ-Anh hùng	Phiên Vũ-Bang Chiến	1	1	12	20016	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Chiến mã dành cho anh hùng cao cấp trong bang chiến offline.		0	1	7200000			4		horse	12	12		damage_all_resist	60	60					skilldamageptrim	15	15																																																													5	60																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_v	500	500	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	150	150	-1	-1	0	0					604800
