Id	Map	ClassName	MapId	Msg	Option1	Option2	Option3	Option4	Option5	Option6	Option7	Option8	Option9	Option10	Option11	Option12
250		guyuehua		Ta lớn lên ở Miêu Cương, lúc nhỏ một trận hỏa lớn đã thiêu hủy cả gia tộc ta, may mà Vô Niệm Sư Thái liều mình cứu ta, ta mới có ngày hôm nay.												
251		xieren		Ta liều mạng một phen đưa không biết bao nhiêu kẻ thù xuống suối vàng? Không biết đã bao nhiêu lần suýt chết?												
252		linghua		Ta ăn bánh trôi nước, còn tiền ta trồng xuống!												
253		linghuayeye		Cả đời sống tự do tự tại, chưa từng nghĩ đến chuyện lúc già sẽ gặp loạn lạc, ta còn duy nhất đứa cháu gái không nỡ rời xa.												
254		jingsiziren		Ai cũng nói ta đẹp trai. Nhưng đẹp trai thì có ích gì? Nào là văn, nào là võ!												
255		guningshan		Việc một người cần làm là không chỉ vì lý tưởng hào hùng mà còn phải nghĩ cho muôn dân trăm họ!												
256		yanmulin		Kỳ thực, ta muốn làm 1 Xa Phu, được kéo rất nhiều người đi khắp lãnh thổ đại Tống!												
257		dariachi		Lão nạp còn một ý nguyện truyền dạy võ học, nhưng lớp trẻ ngày nay không chịu được vất vả, luyện công là một việc rất cực nhọc, ngươi có người nào thích hợp thì tiến cử cho ta!												
258		zhangshande		Lúc nhỏ ta muốn trở thành đại hiệp trừ bạo giúp kẻ yếu, trở thành đại hiệp có dễ không?												
259		xuzhongliu		Phụ mẫu đặt tên ta là Trung Lưu, ngụ ý muốn ta trở thành trụ đá giữa dòng của nước nhà. Nhưng bây giờ ta chỉ là con kiến nhỏ, con kiến cũng biết hỷ nộ chứ!												
260		wangyuanfeng		Chúng ta có thể phạm sai lầm, có thể mù quáng, có thể u mê, nhưng không thể tuyệt vọng.												
261		nangongwaner		Thiên bất lão, tình khó tuyệt. Ai mượn ta một ly nước vong tình?												
262		xinuoluo		Dứa ngọt bán đứng tôi!! Đúng rồi, đây là biệt hiệu của ta, ta không nói cho người thường biết.												
263		sumoyang		Đại Tán Quan là trọng địa nối liền Mông Cổ Tây Hạ, không biết đã có bao nhiêu cuộc chiến lớn nhỏ ở đây? Đại Tán Quan là dãy cát vàng dày đặc lại thêm chiến tranh liên miên làm vùng đất này thêm thê lương.												
264		liuquanbao		Lâm An Thành trông náo nhiệt nhưng nguy hiểm đang cận kề! Tình thế trong triều bất ổn, giang sơn đại Tống ta đều dựa cả vào lớp trai tráng tài trí song toàn như các ngươi đây!												
265		liuzhonglin		30 năm trước, trận chiến Thái Thạch Cơ làm ta bị tâm bệnh. Mấy năm nay ta đã chôn những ký ức về nó, không còn nhớ nữa. Triều đình lại phái ta đến đây trấn thủ, đúng là tạo hóa trêu người!												
266		qiankanshou		Trông coi việc vô tích sự này thật chán ngấy. Hôm qua có người kể ta nghe truyện cười về con quạ…thế mà đã quên mất rồi, xem trí nhớ của ta đấy, tệ quá!												
267		zhanghan		Rất nhiều người không cần nói lời từ biệt là vì chỉ tạt qua mà thôi, quên hết những kỷ niệm đẹp của nhau.												
268		longyixian		10 năm trước cùng cô ấy tương phùng ở Nhạc Dương Lâu, lúc ấy thời gian như trôi chậm lại.												
269		shenruonian		Thái Thạch Cơ có ý nghĩa đặc biệt đối với Cái Bang và đại Tống. Mỗi năm Cái Bang đều tổ chức tế lễ, để cúng tế những anh hùng đã hy sinh trong trận chiến.												
270		xuxueyuan		Ta đang nghiên cứu Chu Dịch, này người trẻ tuổi, trên ấn đường của ngươi xuất hiện một luồng khí đen, chẳng hay gần đây có chuyện không hài lòng chăng?												
271		yanghongzhong		Phiền ngươi tránh ra một tý? Mặt ngươi to quá, che hết ánh sáng…												
272		suntingluo		Tôn Đình Lạc ta muốn ra giúp đương kim Hoàng Thượng bảo vệ giang sơn đại Tống! 												
273		gaonan		Ngươi đoán thử xem, một bữa ta có thể ăn được bao nhiêu chén?												
274		laozuitou		Mọi người đều tỉnh riêng chỉ mình ta là say sưa. Uống rượu để được say, để được có cảm giác lâng lâng phiêu bồng, ta thích rắn lục hơn nữ nhi hồng, còn ngươi?												
275		qianduoduo		Khổ thì 1 người chịu khổ; Phúc thì mọi người cùng hưởng!												
276		yaxian		Mẫu thân không cho ta thành thân với con trai ở Phục Ngưu Sơn, bà muốn gả ta đi xa, còn chuyện ta và A Ngưu ca biết tính làm sao đây?												
277		anuo		Đại bộ phận Ô Man tộc ta ẩn cư ở Đại Lý. Khổ Thần là vị thần Ô Man tộc thờ, truyền thuyết về Khổ Thần ta đã kể 1700 lần, ngươi có muốn làm người thứ 1701 nghe câu chuyện này không?												
278		haga		Ta nhất định đuổi bọn cẩu tặc ra khỏi núi, không để chúng quấy nhiễu dân lành.												
279		yinyunasi		Trên con đường nhỏ trong thôn, ngươi gặp người ăn xin, ngươi không được ngẩng cao đầu, lấy một ít thức ăn trong hành trang phân phát cho họ! Có thể ngươi đã cứu được một dũng sĩ trong tương lai!												
280		dingwu		Ngươi đến thăm ta phải không? Đa tạ! Đừng lo cho ta, ta có là gì đâu? Ta còn lợi hại hơn cây xương rồng, đặt ở đâu cũng sống được!												
281		zichu		Còn nhớ gia phụ đã dạy: Nam nhi phải đội trời đạp đất, chim ưng thích bay trên trời cao, quạ thì đậu trên cây. Tiếc là giờ đây, con muốn báo hiếu mà phụ thân không còn...												
282		nuhounasi		Ta từng gặp qua đệ tử Minh Giáo vĩ đại nhất và cũng thấy qua đệ tử đê tiện nhất của Thiên Vương Bang, ngươi không nên lấy môn phái của họ để so sánh nhân cách.												
283		xiaomoer		Tiểu Sấu tử ở Đông thôn có thể nhấc bổng một con nghé, sau này không được cười nhạo hắn!												
284		damoer		Thế đạo thay đổi, ngay sau đó gặp phải người xấu, có một số chuyện không tốt không biết làm sao giải thích với bọn trẻ.												
285		dufukang		Ta chờ đợi mỏi mòn, oán giận triền miên, lặng lẽ tương tư, lưu luyến không dứt, thời khắc nào cũng nhớ mong, luôn muốn hỏi một câu: Khi nào mới mời ta đi ăn?												
286		qinkui		Triều đình chiếu công văn triệu tập ta trừng trị phản quân Bắc Doanh và Nam Doanh. Trước đây ta có lén qua lại với thủ lĩnh bên đó, trong lời lẽ đầy khí khái lo cho nước lo cho dân, bây giờ nói họ làm phản, ta thật sự không muốn tin!												
287		guhaichao		Không có việc gì sao cứ làm phiền ta? Xin lỗi đã thất lễ!												
288		renyuying		Chúng sinh đều bình đẳng, như câu nói của Phật tổ, hàng ngày mọi người đều cầu nguyện, Phật tổ đều lắng nghe, không thiên vị ai…												
289		dagu		Phục Ngưu Sơn hình thù giống con trâu đực đang nằm, bá tánh nơi đây hiền lành chất phác, mấy năm gần đây bị nhân sĩ giang hồ không rõ lai lịch quấy rối!												
290		wensubai		Lúc nhỏ người ta gọi ta là tiểu Bạch, bây giờ lớn lên có chút uy tín và địa vị, không còn ai gọi ta như vậy nữa! Tên tiểu Bạch làm ta hồi tưởng lại! Ngươi có thể gọi ta một tiếng tiểu Bạch không?												
291		longzuochanshi		Phật Thích Ca còn không miễn cưỡng người khác làm những chuyện không thích, phật chỉ dạy chúng sinh, người nào là thiện? Người nào là ác? Thiện ác phải tự mình đi chọn lựa, mạng sống phải tự mình nắm lấy.												
292		zhangyun		Tung hoành chiến trường, phóng túng ngỗ ngược là những lý tưởng ta muốn đeo đuổi, giống chữ "Vân" trong tên của ta, bay theo gió, không phiền não!												
293		atong		Gạo nếp bánh ngọt hôm qua rất là ngon! Nhưng mà hình như trong nhà không còn đường!												
294		xiwumanmishi		Ta muốn giúp đỡ quân vương hoàn thành đại sự, nhưng chẳng có ai tán thưởng ta. Mà thôi, những quan lại không biết coi trọng người tài!												
295		jiru		Tay phải đau quá! Ngươi xem tay trái của ta to hơn tay phải đúng không…												
296		huimingchanshi		Biết mình, thay đổi chính mình mới có thể thay đổi người khác, thay đổi muôn dân.												
297		luomusi		Ta nghe nói có một người có một cây quạt, mỗi ngày có thể ước 3 điều ước thành sự thật, được như vậy tốt quá!												
298		tongjiayu		Thành Nam 30 dặm có một người mặt rỗ, nghe nói ông ta biết bói quẻ, giúp người ta đặt tên đoán chữ. Gần đây có nhiều chuyện phiền muộn, chẳng lẽ năm nay là năm hạn? Hôm khác ta đi xem một quẻ!												
299		dongwumanmishi		3 năm trước từ sơn trại ta dọn đến thành thị, trong lòng chí khí mạnh mẽ muốn mở một tiệm thú rừng nướng, thật không ngờ người trong thành không ăn lấy một lần, còn chê tiệm ta điều kiện kém.												
300		qiliangxiurong		Không ít tên giặc đại Tống trà trộn vào Tây Hạ ta, mấy tên do thám này bắt một người giết một người!												
301		feishixiang		Là trượng phu, là phụ thân không thể rơi lệ trước mặt người thân, cho dù là chết cũng phải mỉm cười, vì ta là nam tử hán!												
302		chaiting		Bất kỳ việc gì chỉ cần muốn làm thì cũng có thể trở nên đơn giản, trong những dải tơ lụa này bạn thích màu nào nhất?												
303		limu		Sau này ta và Đại Tráng thành thân nhất định phải đến uống rượu mừng đó!												
304		laomoer		Tại sao những món ăn của Đại Mặc Nhĩ và Tiểu Mặc Nhĩ làm đều ngon hơn của mình làm? Chẳng lẽ là do mình nấu quá dở?												
305		sunfujiang		Không biết trận chiến này bao giờ mới kết thúc, không biết cảnh tượng khi trở về quê nhà, gặp lại mẹ già 80 tuổi và đứa con 8 tuổi sẽ như thế nào đây!												
306		tuzidan		Người khác nói rằng nghe đến tên của ta nhất định là một bật Võ lâm cao thủ ẩn danh, ha ha…Sao ta lại không biết vậy kìa? 												
307		dazhuang		Người ngoài đến trong thành này muốn kiếm ăn cũng không phải đơn giản, may mà ngón đàn của ta khá tốt nên mỗi ngày đều có thể ăn no! Người yêu của ta ơi, đến lúc nào người mới có thể quay trở lại…..												
308		tuya		Các chàng trai đến đây xin được kết hôn cùng ta đều rất tốt, chỉ có điều ta không thích. Một mình ta nuôi nấng A Bố mặc dù không dễ dàng gì nhưng rất vui vẻ.												
309		momoer		Lá cây thuốc lá của ta đều là thu hoạch vào thời điểm tốt nhất, một phần phải đem dâng cho Hoàng Đế! Haha ngươi có muốn thử thứ thuốc của Hoàng Đế hút không?												
310		xiangyuxian		Cho dù người khác đánh giá chàng ta như thế nào đi nữa, thì trong lòng ta chàng vẫn giữ vị trí độc tôn, một hiệp khách phong độ thanh thóat.												
311		xingbutou		Chỉ cần thiên hạ được yên bình thì có cực khổ hơn nữa ta vẫn không màng, có mệt mỏi hơn nữa ta vẫn có thể đương đầu!												
312		moji		Ngươi cũng đến đây để xin tranh chữ của ta à? Bổn cô nương chỉ bán nghề chứ không bán thân!												
313		xubinjian		Cách đây mấy hôm ta có có gặp một thư sinh nghèo trói gà không chặt, y nhất quyết bảo ta phải dạy cho y kiếm pháp và nói là để bảo gia vệ quốc! Mặc dù cảm thấy rất nực cười nhưng cũng cảm nhận được sự giác ngộ của bá tánh!												
314		abu		Mẫu thân từng nói tuyệt đối không được đến gần những kẻ có tướng mạo hung hãn, râu dài, y phục xuềnh xoàng, Đó đa số đều là Man tộc! Ê, ta không có nói nhà ngươi đâu đó!												
315		dariluo		Có nhìn thấy Thần La sau lưng ta không? Haha kẻ nào dám bất kính sẽ biết tay ta!												
316		dasao		Nói dối như thế nào ư? Ta chỉ cho ngươi một cách hay: cay cũng không nói cay...đau cũng không nói đau...thích cũng không nói thích…...như vậy không tuyệt vời sao? Nhưng tuyệt đối đừng cho người khác biết ta đã chỉ ngươi chiêu này!												
317		maitanweng		Tiền vào nhà khó như gió vào nhà trống. Chỉ mong mùa đông đến nhanh hơn…												
318		songdongcai		Sao ta cứ cảm thấy thiếu hiệp quen quen, chẳng lẽ…chẳng lẽ…À! Xin lỗi, ta lầm rồi!												
319		conghai		Người ta……khi muốn bảo vệ cho người mình yêu, thực sự có thể trở nên rất kiên cường.												
320		yinhanyan		Từ khi ta và Nhất Trần trở về từ Hải Ngoại Tiên Sơn, Thúy Yên Môn này chưa từng một ngày thái bình, may mà có một nhóm võ lâm hiệp nghĩa ra tay tương trợ! Ngươi chính là một trong số đó.												
321		tangyichen		Ngươi hiểu biết về quá khứ của ta bao nhiêu? Đừng cố gắng đoán ý ta, ta hối hận những sai lầm mình đã phạm phải, nhưng giữa đúng và sai ai có thể phân định rõ ràng được không?												
322		tangyang		Vấn đề cấp bách hiện nay là giải quyết tất cả những rắc rối trong Đường Gia Bảo, ta không có thời gian tranh cãi với nhà ngươi đâu!												
323		tangwan		Mỗi lần trải qua một thử thách ngươi sẽ trở nên trưởng thành hơn! Đây là những điều sư phụ thường nói với ta, bây giờ mới thấy rất có lý!												
324		tangkaijing		Nhi nữ tình trường, nghĩa khí giang hồ, gặp lúc quốc gia hưng vong thì đều có thể bỏ mặc!												
325		tangjishi		Mặc dù võ công của ngươi không tệ nhưng lại không có kinh nghiệm, những tin đồn vô căn cứ trên giang hồ thì không cân để ý đến, hãy đi theo con đường của chính ngươi!												
326		tangya		Ta có một nhiệm vụ nặng nề phải đảm đương, vì vậy tất cả những tình cảm sẽ dần dần lặng xuống và lãng quên.												
327		tangrou		Đường Phong ca ca thận trọng và giỏi giang, Đường Viễn ca ca phong độ thanh thóat. Trong khoảnh khắc ta cảm thấy thực là khó xử, ngươi hãy quyết định thay ta đi!												
328		xiaorou		Người khác gọi ta là phận a hoàn bên cạnh tiểu thư, ta không lo nghĩ nhiều như vậy, có thể chăm sóc cho tiểu thư là hạnh phúc của ta, rất khó để gặp được một người chủ tốt!												
329		tangfeng		Vận mệnh con người như phù vân, có thể nào đi theo ý nguyện của chính mình không? Cho dù thế nào đi nữa thì lần này là lỗi của ta, đến nay ta vẫn chưa thể xua đi!												
330		tangyuanjiaren		Tính cách của Đường Viễn tuy có bướng bỉnh nhưng ra đi không nói một lời như vậy quả thực không thể chấp nhận được, chẳng lẽ đây chính là sự an bài của số mệnh chăng?												
331		liehu		Những kẻ nói ta tàn nhẫn mới chính là là giả tạo, khi ta lột da thì thì răng của bọn chúng còn dính lại miếng thịt của bữa cơm trước đó!												
332		zhulinfeishou		Nước mắt không ngừng rơi…không cầm được nước mắt…trong tay cầm bánh ngô… trong món ăn không có một giọt dầu…đó là tình thế khó khăn của ta lúc đó, ta cũng đâu muốn làm cướp chứ!												
333		chiyiweishouling		Các huynh đệ cười nhạo ta ít học! Điều này là đúng! Thực tế ta chưa từng đi học!												
334		liqiushui		Có người nói khí số chúng ta đã tận, ta lại không tin rằng đệ tử của chúng ta lại không thể vượt qua thời khắc nguy nan này!												
335		mayishenxiang		Thiên biến hữu dị hướng, nhân biến hữu dị tướng. Những ngày gần đây ta xem bói cho một số bang hội, quẻ bói thay đổi phân ly, ngay cả ta cũng không hiểu được biến số!												
336		zhonglingxiu1		Các trưởng bối thường nói ta phải ra dáng của một cô nương, ít nhất cũng phải biết thêu thùa, nhưng mỗi khi ta cầm cây kim thì bàn tay lại không chịu nghe lời! Thật là không xứng với cái tên của ta!												
337		sanmei		Tam muội? Sao muội lại biết được nhũ danh của ta? Muội đã từng gặp ta chăng? Phải chăng dạo này ta béo lên rất nhiều? Vì ta vẫn thường ăn vụng chè khoai lang của mẫu thân nấu!												
338		luoxue		Ta không tin trên đời này có tình yêu vĩnh cửu nhưng ta lại tin rằng ở một nơi nào đó trên thế gian, nơi đó có một người vẫn luôn chờ đợi, chỉ là không biết sẽ xuất hiện khi nào và ở đâu, vẫn một mình vui vẻ đợi chờ chàng ta, có lẽ như thế đã đủ sống một đời. 												
339		fushang		Tiền vốn hiện nay của ta là do ta liều mạng kiếm được, đừng dùng hai chữ "thiên tài" để chối bỏ nỗ lực của ta!												
340		duanzhixing		Băng tuyết của Bắc Quốc có lẽ mới bắt đầu tan, còn Nam Quốc Đại Lý thì đang gió xuân phơi phới, trăm hoa đua sắc, chính là thời tiết nắng đẹp tháng ba.												
341		suicong		Trăm hoa trong Bách Hoa trận nở rộ, trăm hoa đều có ích!												
342		wudangzhishidizi		Sư phụ của ta chính là Động Hư Chân Nhân đỉnh đỉnh đại danh, quả thực là thần thánh!												
343		yinbuyuan		Đại sư Dã Luyện trong thành là bạn lâu năm với ta! Nhưng ta đi hợp thành Huyền Tinh lại thu của ta không thiếu một đồng, ngươi nói xem đó là hạng bằng hữu gì hả?												
344		bishuyang		Ngươi không chiến đấu đơn độc đâu! Hàng nghìn hàng vạn hiệp khách đang nỗ lực cùng ngươi, không phải vì cái gì khác mà chính là vì giang sơn tươi đẹp của chúng ta.												
345		guchongyan		Trong giang hồ có rất nhiều điều chúng ta chỉ có thể chấp nhận nó mà không thể thay đổi được, và cũng không có đủ sức để thay đổi nó, càng tệ hơn khi chúng ta đã mất đi suy nghĩ phải thay đổi…												
346		feilongxiansheng		Thôi ngôi ở Kích Thần Nhạc, Thương Thương ở Lãm Thương Hải. Chẳng phải Phi Long ta không muốn xoay chuyển càng khôn, thiên lý có còn công bằng không?												
347		lengyun		Đời người chưa hết thì vẫn còn cô đơn…												
348		zhaokuo		Tự tôn có là gì, nhi nữ tình trường có là gì? Sự hưng vong của quốc gia chính là sức mạnh của ta, có được sức mạnh này thì cho dù hai chân ta có đứng trong lăng mộ, ta cũng sẽ bay ra!												
349		yuejishan		Trên sa trường, làm gì còn thời gian để suy nghĩ chuyện mệt hay không mệt! Trên sa trường ngươi không thể yếu đuối cho dù chỉ là một chút ít! Chàng trai trẻ hãy chăm chỉ luyện tập thân thể đi!												
350		zhaoruyu		Sự huy hoàng của Đại Tống sớm đã lụi tàn. Còn lại những gì? Còn lại chính là sự phung phí của triều đình, còn lại tiếng cười đối với hậu cung vô liêm sĩ. Chỉ cần Triệu Nhữ Nhu ta còn một hơi thở thì cũng sẽ cường binh phú quốc, cứu lê dân bách tính khỏi cảnh dầu sôi lửa bỏng!												
351		shiyilang		Ngươi là người từng trải! Ta có thể cảm nhận được nỗi đau của nhà ngươi, ngươi có nỗi khổ của nhà ngươi…nhưng ngươi làm ra vẻ không quan tâm, vì sao nhà ngươi không lên tiếng, bị ta nói trúng tim đen rồi chứ gì?												
352		luzhanyuan		Nhiều lúc nhớ lại chuyện buồn năm xưa, muốn quên mà không sao quên được!												
353		guojie		Những người không tắm thì có đeo bao nhiêu cái hương nang cũng không thơm được. Uy danh và tôn kính là đến từ anh hùng hào kiệt thực sự, người thực lòng đi đến đâu cũng được yêu mến!												
354		bailu		Nam nhân không yêu nữ nhân mà họ chỉ cần nữ nhân.												
355		zhaosheng		Không lên núi không biết trời cao, không xuống khe sâu không biết đất rộng. Trên giang hồ không trải qua hiểm cảnh thì không biết giá trị của thái bình thịnh thế!												
356		danqingsheng		Vương quốc phú dân, bá quốc phú sĩ, tiểu quốc quan lại phú, vong quốc quốc khố mãn.												
357		xinrudashi		Trong những ngày hè nóng bức người ta nhớ đến những ngày đông tuyết trắng, nhưng khi mùa đông đến, người ta lại trách sao mùa hè không đến nhanh hơn.												
358		luohao		Thiên hạ phong vân xuất ngã bối, nhất nhập giang hồ tuế nguyệt thôi! 												
359		gaibangdizi		Trong bang của ta dường như gần đây mới xảy ra chuyện gì, Cái Bang trước nay nổi tiếng chính nghĩa sao lại có thể đắc tội với những kẻ lai lịch bất minh trong giang hồ được kia chứ?												
360		aya		Hôm qua mẫu thân lấy ra một mảnh vải hoa nói là để may cho ta một chiếc áo mới! Thật là háo hức!												
361		xiaoying		Vẻ ngoài có khôi ngô hơn thì cũng không bằng một người thành thực, đây là điều phụ thân đã nói với ta. Những lời phụ thân nói luôn luôn đúng.												
362		liangxianglin		Gần đây ta và phu nhân định vào thành mở rộng tầm mắt, còn mang theo cả đứa con nghịch ngợm của ta theo!												
363		yundadao1		Vân Đại Đao ta kiếm pháp điêu luyện, trước đây làm nghề mãi nghệ kiếm sống qua ngày tại trong Lâm An Thành của Đại Tống. Ngày nay gia nhập Khoái Đao Môn chuyên giết những kẻ cướp gà cướp chó, haha!												
364		atubo		Hy vọng là giết không chết, cuộc sống ngày nay ngày càng khó khăn, ta càng hy vọng tin tưởng vào tương lai.												
365		langhai		Oa...oa...oa ta đang nói chuyện cùng các con vật! Ta có thể giúp gì cho ngươi?												
366		xuchang		Có lẽ do ta quá nhạy cảm chăng? Gần đây, những lúc cùng bàn việc với người trong tộc ta cứ luôn có cảm giác bị nghe lén! Mẻ lưới này lớn quá, bắt nạt ngay cả gia gia rồi!												
367		hongniangzi		Sinh ra trên đời là việc dễ dàng, sống trên đời cũng là việc dễ dàng, nhưng cuộc sống hoàn toàn không dễ dàng.												
368		mabole		Có người tài nhưng chưa chắc đã có người phát hiện ra người có tài, nhưng xem ra hiện nay, phát hiện ra một con tuấn mã còn có ích hơn phát hiện ra người tài, haha!												
369		wangshouyi		Hôm qua ăn mì tại quán rượu đã ăn nhầm phải một con rết rất to! Bà chủ còn nói với ta đó là để đuổi tà! Thật không hiểu nổi!												
370		hanzhong		Trong thiên hạ có biết bao nhiêu người họ Hàn tên Trung! Đừng cố tình đoán đó là ta, ngươi không phải là ta, làm sao có thể hiểu được ta chứ?												
371		xuguanran		Phân đà Cái Bang ta tại Cửu Nghi Khê vốn chỉ có vài đệ tử, trong bang lại bất hòa may thay được bá tánh xung quanh giúp đỡ, giải quyết được khó khăn trong bang.												
372		qianyuanshouwei		Các thủ vệ tiền viện đều khôi ngô hơn các thủ vệ của hậu viện! 												
373		houyuanshouwei		Hiện nay binh lực chưa đủ, ta đã hơn một tháng không bước ra khỏi hậu viện rồi! Không biết cái cây nhỏ trồng tháng trước bây giờ như thế nào rồi!												
374		xunyuanduizhang		Vùng núi của Tứ Xuyên là hiểm trở nhất thiên hạ, lúc đầu đầu quân là để được no bụng, giờ đây trên vai lại là trách nhiệm và sứ mệnh nặng nề!												
375		beiqindemazei		Đầu có thể rơi, máu có thể chảy, tinh thần lại không bao giờ có thể khuất phục!												
376		sikongdu		Mặt trời còn xa nhưng sẽ có mặt trời. Sau ngày tận thế vẫn sẽ có ngày tận thế.												
377		jietoutongzi		Phụ thân nói cái gì to thì tốt, mua gà, mua thịt, mua bánh màn thầu đều phải chọn cái to cả!												
378		xiaowanqian		Ta chính là đệ tử của Cái Bang, trong số các huynh đệ tiểu bối, côn pháp của ta là khá nhất, không ít người trong giang hồ đến để khiêu chiến với ta, ta tặng họ một câu nói rằng: thay vì phí sức đến tìm ta khiêu chiến chi bằng giết mấy bọn cẩu tặc nước Kim.												
379		duomo		Ta không hiểu Hán ngữ nhưng lại rất thích tên của mình! Hình như có một câu nói như thế này việc tốt thường hay gặp rắc rối? Hahaha!												
380		qianhai		Ta phát hiện rằng đã là võ lâm cao thủ thì hoặc là học võ từ nhỏ, hoặc là người chưa từng học võ nhưng gặp được cao nhân giúp đỡ hoặc là phát hiện được bí kíp võ công cái thế, tại sao ta lại không được may mắn như vậy chứ?												
381		longyin		Hoàng kỳ kỳ chủ Ngũ Độc Giáo Hồ Hiến Cơ trước đây có ơn với ta, trong mắt ta nàng không phải là yêu nữ của tà giáo mà là một đại thiện nhân.												
382		zhouhuan		Nhà ta từ nhỏ đã nghèo, đến nay cũng không biết được mấy chữ, ta muốn xem, ta cũng muốn xem văn thơ, binh thư, những thứ trong đầu của những nhà thơ đó chắc chắn là nhiều hơn ông già thô lỗ này!												
383		simazhongheng		Gia tộc Tư Mã đời đời dốc sức cho triều đình, thế mà triều chính hiện nay thế cục không tươi sáng, rốt cục là ta đang đợi chờ điều gì?												
384		liangtian		Có việc gì thì mau nói đi, ta đang bận!												
385		heifeng		Vũ khí chính là người bạn thân nhất của ta! Ta có thể giúp gỉ được cho ngài?												
386		piriluo		Có một người tên là Đại Nhật La, bản lĩnh của y không bằng ta! Có cần ta chứng minh cho nhà ngươi xem không?												
387		shenmixinshi		Ta nghe nói bồ câu ngày nay không thông minh như bồ câu ngày trước, việc gửi thư không còn an toàn như ngày trước nữa rồi, ngươi có từng nghe không?												
388		tianwangdizi		Cái uy của Dương Thiên Vương.												
389		tangmendizi		Đến ghé thăm xin trình giấy giới thiệu, những ai không liên quan mau chóng rời khỏi!												
390		luotaihou		Thế nhân đều nói ta lòng dạ rắn độc nhưng lại không biết được sự đau khổ của ta!												
391		gongnvxiaohong		Dạo gần đây tiền phấn son của cung nữ phi tần trong cung đã bị cắt giảm hơn một nửa, ngay cả tiền tháng của ta cũng bị giảm đi, nghe đồn số tiền này được dùng vào việc tăng cường quân bị!												
392		miaozhu		Hại nhân chi tâm bất khả hữu, phòng nhân chi tâm bất khả vô. Lòng tham của con người là vô cùng vô tận, ngươi làm sao có thể nhìn xuyên thấu được?												
393		huxianji		Cùng một cái bình sao ngươi lại bỏ thuốc độc vào? Cùng một tâm trạng sao ngươi lại tỏ ra phiền não?												
394		qianbingcheng		Phú quý bất năng dâm, bần tiện bất năng di, uy vũ bất năng khuất, đây mới chính là đại trượng phu!												
395		lifengniang		Bệnh của thân phụ kéo dài đến nay cũng là do lỗi của ta, nếu lúc trước ta khuyên ông mời đại phu đến chẩn bệnh thì đã không ra nông nỗi này rồi!												
396		yanrui		Một bông hoa khô héo vẫn còn có thể nở được, còn ta và người chỉ có thể tất bật với cuộc sống, sống một cuộc đời bình thường hay là làm một điều gì đó cho muôn dân trăm họ?												
397		huangdi		Bồ Tát ban cho chúng ta giống nhau. Tâm hồn của ngươi cũng phong phú như ta, lòng dạ của ngươi cũng chân thật như ta! Ta và ngươi căn bản là giống nhau.												
398		haolaodan		Cuộc đời là nơi mà con người ta phải chịu đựng những dày vò trong cuộc sống!												
399		duke		Có Bạc không? Cho ta mượn một ít, ngày mai ta trả lại cho!												
400		liyuanzhe		Có nhìn thấy chiếc rìu trên vai ta không? Nó được làm từ mảnh vụn Vẫn Thạch. Trên thế gian chỉ có hai cái, một cái của Hoàn Nhan Tương, và một cái của ta!												
401		guozheng		Cư Diên Trạch là nơi sản xuất rất nhiều Phúc Long Thảo, đáng tiếc những năm gần đây bị người ta giẫm đạp quá nhiều không còn cả gốc rễ.												
402		shaizimei		Một bên là thiên đàng một bên là địa ngục...mua tài hay mua xỉu, ta mở đây!												
403		muxiaoyun		Ngươi cho ta một giấc mộng giang hồ, một giấc mộng đẹp, nhi nữ tình trường khoái ý ân thù! Còn ta chỉ muốn sống những ngày yên bình!												
404		ligunasi		Tương truyền rằng, người Ô Man đã để lại cho cúng ta rất nhiều câu chuyện và truyền thuyết rất hay, cho dù là kể một nghìn ngày, mỗi ngày không kể trùng lập, thì cũng kể chưa hết được, dù sao thì đó cũng chỉ là truyền thuyết…												
405		shenmunasi		Ẩn cư trăm năm là để bảo toàn những bí mật không cho người khác biết, đây rốt cuộc là lời hứa gì?												
406		jinzuonasi		Những ngày tháng dễ chịu và thỏai mái. Ta muốn sống trong giang hồ náo nhiệt, đây có lẽ là tính cách trời sinh.												
407		qiaonvnasi		Nữ nhi trung nguyên luôn coi chồng là điểm dựa, xem chồng là trời. Tại sao lại không sống vì mình. Rốt cuộc là họ nghĩ những gì?												
408		xunjianshi		Đừng tưởng rằng ta không nhìn ra những mánh khóe tầm thường đó, múa hát trước mặt ta ư? Ha ha, các ngươi còn quá non nớt!												
409		lianquan		Ta đã không làm Thánh Tặc nhiều năm rồi, hiện nay đang phụ trách an toàn cho bá tánh.												
410		jinguorenshouling		Ta muốn hỏi thăm một người! Từ Ba Lăng Huyện đi 300 dặm về hướng Đông đến Bờ Hồ Động Đình thôn Ngưu Đề có một ông thợ sắt tốt bụng, ngươi có biết ông ta không? Khi ta đói lã sắp chết, người đó đã nấu một bát canh cho ta ăn, đó là món ngon nhất mà ta từng được nếm!												
411		biguangchanshi		Ở đâu có người thì ở đó có giang hồ, đã là người trên đời thì ai cũng đều đau khổ, vì sao ngươi lại rút lui?												
412		gesangpingcuo		Sự cố chấp của ngày nay có thể dẫn đến sự hối hận của ngày sau. Nhưng nếu không cố chấp thì làm sao có được thành công?												
413		laosutou		Giang hồ luôn thâm sâu hơn nhà ngươi nghĩ! Ngươi thực sự đã quyết định rồi chứ?												
