Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
Dã Luyện Đại Sư	Dã Luyện Đại Sư	3574		3	5	2				enemy099	0	0	0	0	0	36	36	20	11	10	27	yeliandashi		sk	intensity0	sc	6	6	400	700	540		18		1			
Thạch Lam	Thạch Lam	3575	<color=green>Chủ Tiền Trang<color>	3	5	2				enemy015	0	0	0	0	0	36	36	20	11	10	27	shilan		sk	intensity0	sc	6	6	400	700	540		18		1			
Diệp Chỉ Lâm	Diệp Chỉ Lâm	3576		3	5	2				passerby002	0	0	0	0	0	36	36	20	11	10	27	renji		sk	intensity0	sc	6	6	400	700	540		18		1			
Chủ Quản	Chủ Quản	3577		3	5	2				enemy063	0	0	0	0	0	36	36	20	11	10	27	linktask		sk	intensity0	sc	6	6	400	700	540		18		1			
Rương cũ nát	Rương cũ nát 1	3578		3	5	2				passerby167	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	intensity0	sc	6	6	400	700	540		18		1			
Rương cũ nát	Rương cũ nát 2	3579		3	5	2				passerby167	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	intensity0	sc	6	6	400	700	540		18		1			
Rương cũ nát	Rương cũ nát 3	3580		3	5	2				passerby167	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	intensity0	sc	6	6	400	700	540		18		1			
Rương kỳ lạ	Rương cũ nát 4	3581		3	5	2				passerby167	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	intensity0	sc	6	6	400	700	540		18		1			
Thẩm Thiết Thạch	Thẩm Thiết Thạch	3582	<color=green>Độc Hành Cuồng Tướng<color>	3	5	2				passerby005	0	0	0	0	0	36	36	20	11	10	27	shentieshi		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\passerby071.spr	1			
Hứa Sĩ Vĩ	Hứa Sĩ Vĩ	3583	<color=green>Hạnh Lâm Mưu Sĩ<color>	3	5	2				enemy063	0	0	0	0	0	36	36	20	11	10	27	xushiwei		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy063.spr	1			
Giới Sơn Tông	Giới Sơn Tông	3584	<color=green>Cơ Quan Đại Sư<color>	3	5	2				passerby106	0	0	0	0	0	36	36	20	11	10	27	jieshanzong		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy038.spr	1			
Bạch Cương	Bạch Cương	3585	<color=green>Nghĩa Quân Tiền Bối<color>	3	5	2				passerby117	0	0	0	0	0	36	36	20	11	10	27	baijiang		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy006.spr	1			
Võ Sĩ Mông Cổ	Võ Sĩ Mông Cổ	3586		0	5	1				enemy127	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal	singleskillblade	intensity0	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy127.spr	1	1		
Võ Sĩ Tây Hạ	Võ Sĩ Tây Hạ	3587		0	5	1				enemy122	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal	singleskillblade	intensity0	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy122.spr	1	1		
Võ Sĩ Kim Quốc	Võ Sĩ Kim Quốc	3588		0	5	1				enemy130	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal	singleskillblade	intensity0	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy130.spr	1	1		
Võ Sĩ Nam Tống	Võ Sĩ Nam Tống	3589		0	5	1				enemy116	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal	singleskillblade	intensity0	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy116.spr	1	1		
Cao Thăng	Cao Thăng	3590	<color=green>Nghĩa Quân Tinh Nhuệ<color>	3	5	2				enemy081	0	0	0	0	0	36	36	20	11	10	27	gaosheng		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy081.spr	1			
Thôi Kiếm	Thôi Kiếm	3591	<color=green>Nghĩa Quân Tinh Nhuệ<color>	3	5	2				enemy081	0	0	0	0	0	36	36	20	11	10	27	cuijian		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy081.spr	1			
Thị Vệ Nghĩa Quân	Chiến đấu Thị Vệ Nghĩa Quân ngoài Tân Thủ Thôn	3592		0	0	1				enemy081	0	0	0	0	0	24	26	20	10	20	27	animal	activenormal	singleskillblade	intensity1	sc	7	7	400	700	900		18	\image\item\other\sculpt\enemy116.spr	1	1		
Tẩy Tủy Đại Sư	Chức năng tẩy điểm	3593		3	5	2				passerby043	0	0	0	0	0	36	36	20	11	10	27	xisuidashi		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy081.spr	1			
Thương Nhân Tẩy Tủy Đảo	Chức năng tẩy điểm	3594		3	5	2				passerby003	0	0	0	0	0	36	36	20	11	10	27	xisuidaoshangren		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy081.spr	1			
Truyền Tống Môn Phái	Chức năng tẩy điểm	3595		3	5	2				passerby009	0	0	0	0	0	36	36	20	11	10	27	xisuimenpaichuansongren		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy081.spr	1			
Mộc Nhân	Chức năng tẩy điểm	3596		0	5	1				passerby153	0	0	0	0	0	24	26	20	10	20	27	animal	noaction	noskill	xisuidaomuren	sc	6	6	250	700	540		18	ani001				
Đánh dấu tự tìm đường 11	Đánh dấu tự tìm đường 11	3597		5	6	2		1		passerby173	0	0	0	0	0	36	36	20	11	10	27	blank	stup	sk	intensity0	sc	6	6	400	700	540		18	passerby173	1			
Đánh dấu tự tìm đường 12	Đánh dấu tự tìm đường 12	3598		5	6	2		1		passerby173	0	0	0	0	0	36	36	20	11	10	27	blank	stup	sk	intensity0	sc	6	6	400	700	540		18	passerby173	1			
Đánh dấu tự tìm đường 13	Đánh dấu tự tìm đường 13	3599		5	6	2		1		passerby173	0	0	0	0	0	36	36	20	11	10	27	blank	stup	sk	intensity0	sc	6	6	400	700	540		18	passerby173	1			
Đánh dấu tự tìm đường 14	Đánh dấu tự tìm đường 14	3600		5	6	2		1		passerby173	0	0	0	0	0	36	36	20	11	10	27	blank	stup	sk	intensity0	sc	6	6	400	700	540		18	passerby173	1			
Cổ Phong Hà	Sứ giả hoạt động	3601	<color=green>Sứ giả hoạt động<color>	3	5	2				passerby020	0	0	0	0	0	36	36	20	11	10	27	tuiguangyuan		sk	intensity0	sc	6	6	400	700	540		18		1			
Lý Cẩm Tài	Giao dịch đồng	3602	<color=green>Quản lý giao dịch đồng<color>	3	5	2				passerby061	0	0	0	0	0	36	36	20	11	10	27	jbexchange_npc		sk	intensity0	sc	6	6	400	700	540		18		1			
Án Nhược Tuyết	Án Nhược Tuyết_Báo danh	3603	<color=green>Hướng dẫn hoạt động<color>	3	5	2				enemy144	0	0	0	0	0	36	36	20	11	10	27	esport_yanruoxue		sk	intensity0	sc	6	6	400	700	540		18		1			
Án Nhược Tuyết	Án Nhược Tuyết_Khu chuẩn bị	3604	<color=green>Hướng dẫn ném tuyết<color>	3	5	2				enemy144	0	0	0	0	0	36	36	20	11	10	27	esport_yanruoxue2		sk	intensity0	sc	6	6	400	700	540		18		1			
Nam Đồng Phi Tự Nhai	Ném tuyết người chơi biến thân	3605		3	5	2				enemy136	0	0	0	0	0	36	36	20	11	10	11		noaction	noskill	snowballchild	sc	15	15	400	700	540		18		1			
Nữ Đồng Phi Tự Nhai	Ném tuyết người chơi biến thân	3606		3	5	2				enemy137	0	0	0	0	0	36	36	20	11	10	11		noaction	noskill	snowballchild	sc	15	15	400	700	540		18		1			
Cậu Bé Phi Tự Nhai	Ném tuyết người chơi biến thân	3607		3	5	2				critter091	0	0	0	0	0	36	36	20	11	10	11		noaction	noskill	snowballchild	sc	15	15	400	700	540		18		1			
Cô Bé Phi Tự Nhai	Ném tuyết người chơi biến thân	3608		3	5	2				critter093	0	0	0	0	0	36	36	20	11	10	11		noaction	noskill	snowballchild	sc	15	15	400	700	540		18		1			
Người Tuyết Thần Kỳ	Người Tuyết Thần Kỳ_Kim	3609		3	5	2				passerby214	0	0	0	0	0	36	36	20	11	10	27	esport_skillsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Người Tuyết Thần Kỳ	Người Tuyết Thần Kỳ_Mộc	3610		3	5	2				passerby217	0	0	0	0	0	36	36	20	11	10	27	esport_skillsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Người Tuyết Thần Kỳ	Người Tuyết Thần Kỳ_Thủy	3611		3	5	2				passerby215	0	0	0	0	0	36	36	20	11	10	27	esport_skillsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Người Tuyết Thần Kỳ	Người Tuyết Thần Kỳ_Hỏa	3612		3	5	2				passerby213	0	0	0	0	0	36	36	20	11	10	27	esport_skillsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Người Tuyết Thần Kỳ	Người Tuyết Thần Kỳ_Thổ	3613		3	5	2				passerby218	0	0	0	0	0	36	36	20	11	10	27	esport_skillsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Người Tuyết Thần Kỳ	Người Tuyết Thần Kỳ_Không	3614		3	5	2				passerby216	0	0	0	0	0	36	36	20	11	10	27	esport_skillsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Băng Nguyên Hãm Tĩnh	Tuyết Trượng Hãm Tĩnh (Kim)	3615		3	5	2				passerby223	0	0	0	0	0	36	36	20	11	10	27	esport_trapsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Tuyết Nguyên Thần Phù	Thừa Sương Thức	3616		3	5	2				passerby219	0	0	0	0	0	36	36	20	11	10	27	esport_buffsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Niên thú	Niên thú_Phi Tự Nhai	3617	<color=green>Mắt ngáy ngủ<color>	0	5	2				enemy180	0	0	0	0	0	36	36	20	11	10	27		noaction	sk	intensity0	sc	6	6	400	700	540		18		1			
Niên thú	Niên thú_Tiêu diệt triệu hồi	3618	<color=green>Dã thú hung hãn<color>	0	5	12				enemy180	0	0	0	0	0	36	36	20	11	10	12	nianshou_callboss	activeboss	noskill	newyearmonster	\setting\boss\springfestival\nianshou.ini	15	15	400	700	540	\setting\event\manager\2009_event\springfestival\droprate001_nianshou.txt	9		1			
Niên thú	Niên thú_Tiêu diệt hiện ra bên ngoài (Chiếm vị)	3619	<color=green>Dị Thú trong truyền thuyết<color>	0	5	2				enemy180	0	0	0	0	0	36	36	20	11	10	12		activeboss	noskill	newyearmonster	\setting\boss\springfestival\nianshou.ini	15	15	400	700	540		9		1			
Tân Niên Hiệp Khách	Mặt	3620		3	5	2				enemy178	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18		1			
Tân Niên Hiệp Nữ	Mặt	3621		3	5	2				enemy179	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18		1			
Rương Niên thú	Bảo rương Phi Tự Nhai	3622	<color=green>Ai lấy thì được<color>	3	5	2				passerby122	0	0	0	0	0	36	36	20	11	10	27	esport_baoxiang		sk	intensity0	sc	6	6	400	700	540		18		1			
Lễ Quan	Lễ Quan_Tặng quà	3623	<color=green>Năm mới vui vẻ<color>	3	5	2				passerby013	0	0	0	0	0	36	36	20	11	10	27	spring_liguan		sk	intensity0	sc	6	6	400	700	540		18		1			
Tuyết Nguyên Thần Phù	Kiên Băng Ngự	3624		3	5	2				passerby220	0	0	0	0	0	36	36	20	11	10	27	esport_buffsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Tuyết Nguyên Thần Phù	Đạp Băng Quyết	3625		3	5	2				passerby221	0	0	0	0	0	36	36	20	11	10	27	esport_buffsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Tuyết Nguyên Thần Phù	Tuyết Ảnh Vũ	3626		3	5	2				passerby222	0	0	0	0	0	36	36	20	11	10	27	esport_buffsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Điểm đốt pháo hoa năm mới	Đốt pháo hoa năm mới	3627	<color=green>Hãy quay quanh tôi<color>	4	5	2				passerby155	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18		1			
Băng Nguyên Hãm Tĩnh	Tuyết Trượng Hãm Tĩnh (Mộc)	3628		3	5	2				passerby227	0	0	0	0	0	36	36	20	11	10	27	esport_trapsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Băng Nguyên Hãm Tĩnh	Tuyết Trượng Hãm Tĩnh (Thủy)	3629		3	5	2				passerby224	0	0	0	0	0	36	36	20	11	10	27	esport_trapsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Băng Nguyên Hãm Tĩnh	Tuyết Trượng Hãm Tĩnh (Hỏa)	3630		3	5	2				passerby225	0	0	0	0	0	36	36	20	11	10	27	esport_trapsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Băng Nguyên Hãm Tĩnh	Tuyết Trượng Hãm Tĩnh (Thổ)	3631		3	5	2				passerby226	0	0	0	0	0	36	36	20	11	10	27	esport_trapsnow		sk	intensity0	sc	6	6	400	700	540		18		1			
Thương Nhân Thần Bí	Thương Nhân Thần Bí (Đi dạo)	3632		0	5	1				enemy146	0	0	0	0	0	24	26	20	10	20	27		activenormal	sk	intensity3	sc	7	7	400	700	540		18		1			
Nhan Như Ngọc	Hệ Thống Đoán Hoa Đăng (Đi dạo)	3633		0	5	1				passerby179	0	0	0	0	0	24	26	20	10	20	27		activenormal	sk	intensity3	sc	7	7	400	700	540		18		1			
Mầm cây yếu ớt	Lễ trồng cây	3634		3	5	2				passerby229	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Mầm cây xanh	Lễ trồng cây	3635		3	5	2				passerby230	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Cây nhỏ xanh xao	Lễ trồng cây	3636		3	5	2				passerby231	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Cây nhỏ khỏe	Lễ trồng cây	3637		3	5	2				passerby232	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Cây xanh tươi	Lễ trồng cây	3638		3	5	2				passerby233	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Cây lớn	Lễ trồng cây	3639		3	5	2				passerby234	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Lư hương	Tiết Thanh Minh	3640		3	5	2				passerby151	0	0	0	0	0	24	26	20	24	26	27	none	passivenormal	singleskillfist	intensity0	sc	6	6	250	700	540		18	passerby151	1			
Phó Thiếu Khanh	Quan viên quan hàm	3641	<color=green>Quan viên quan hàm<color>	3	5	2				passerby012	0	0	0	0	0	36	36	20	11	10	27	guanxian		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\passerby012.spr	1			
Tần Oa	Tần Oa_Báo danh Đoan Ngọ	3642	<color=green>Trại chủ Tịch Mịch Hoạch Thủy Trại<color>	3	5	2				passerby079	0	0	0	0	0	36	36	20	11	10	27	dragonboat_signup		sk	intensity0	sc	6	6	400	700	540		18		1			
Bẫy đua thuyền rồng	Bẫy_Đoan Ngọ	3643	<color=green>Sanh Nhân Vật Cận<color>	4	5	2				passerby161	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	dispute_pillar2	sc	6	6	400	700	540		18		1			
Thiên Phạt	Thiên Phạt_Đoan Ngọ	3644	<color=green>Thiên Chi Thẩm Phán<color>	8	5	2				passerby224	0	0	0	0	0	36	36	20	11	10	27	dragonboat_tianfa	noaction	noskill	intensity0	sc	6	6	400	700	540		18		1			
Thuyền rồng - Phá Lãng	Thuyền rồng 1_Đoan Ngọ	3645		0	5	2				passerby237	0	0	0	0	0	36	36	20	15	15	9		noaction	sk	intensity0	sc	15	15	400	700	540		18		1			
Thuyền rồng - Thừa Phong	Thuyền rồng 2_Đoan Ngọ	3646		0	5	2				passerby238	0	0	0	0	0	36	36	20	15	15	9		noaction	sk	intensity0	sc	15	15	400	700	540		18		1			
Thuyền rồng - Li Thủy	Thuyền rồng 3_Đoan Ngọ	3647		0	5	2				passerby239	0	0	0	0	0	36	36	20	15	15	9		noaction	sk	intensity0	sc	15	15	400	700	540		18		1			
Thuyền rồng - Bá Châu	Thuyền rồng 4_Đoan Ngọ	3648		0	5	2				passerby240	0	0	0	0	0	36	36	20	15	15	9		noaction	sk	intensity0	sc	15	15	400	700	540		18		1			
Bí Ấn	Bí Ấn_Đoan Ngọ	3649	<color=green>Thủy Long Ngâm<color>	8	0	2				passerby222	0	0	0	0	0	36	36	20	11	10	27	dragonboat_miyin	noaction	noskill	intensity0	sc	6	6	400	700	540		18		1			
Bánh ít lớn	Bánh ít lớn_Đoan Ngọ	3650	<color=green>Vận Mệnh<color>	8	0	2				passerby241	0	0	0	0	0	36	36	20	11	10	27	dragonboat_juzong	noaction	noskill	intensity0	sc	6	6	400	700	540		18		1			
Ký hiệu tìm đường Nghĩa Quân Phản Đồ 1	Ký hiệu tìm đường Nghĩa Quân Phản Đồ 1	3651		5	6	2		1		passerby173	0	0	0	0	0	36	36	20	11	10	27	blank	stup	sk	intensity0	sc	6	6	400	700	540		18	passerby173	1			
Ký hiệu tìm đường Nghĩa Quân Phản Đồ 2	Ký hiệu tìm đường Nghĩa Quân Phản Đồ 2	3652		5	6	2		1		passerby173	0	0	0	0	0	36	36	20	11	10	27	blank	stup	sk	intensity0	sc	6	6	400	700	540		18	passerby173	1			
Ký hiệu tìm đường Nghĩa Quân Phản Đồ 3	Ký hiệu tìm đường Nghĩa Quân Phản Đồ 3	3653		5	6	2		1		passerby173	0	0	0	0	0	36	36	20	11	10	27	blank	stup	sk	intensity0	sc	6	6	400	700	540		18	passerby173	1			
Tần Oa	Tần Oa_Chuẩn bị Đoan Ngọ	3654	<color=green>Trại chủ Tịch Mịch Hoạch Thủy Trại<color>	3	5	2				passerby079	0	0	0	0	0	36	36	20	11	10	27	dragonboat_waitmap		sk	intensity0	sc	6	6	400	700	540		18		1			
Đinh Đinh	Tuyển chọn mỹ nữ	3655	<color=pink>Đại sứ vòng loại đệ nhất mỹ nữ võ lâm<color>	3	5	2				critter078	0	0	0	0	0	36	36	20	11	10	27	girl_dingding		sk	intensity1	sc	6	6	400	700	540		18		1			
Tượng bất diệt	Tượng Thiếu Lâm	3656	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby242	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Thiên Vương Nam	3657	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby244	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Thiên Vương Nữ	3658	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby245	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Đường Môn Nam	3659	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby250	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Đường Môn Nữ	3660	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby251	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Ngũ Độc Nam	3661	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby246	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Ngũ Độc Nữ	3662	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby247	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Nga My	3663	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby243	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Thúy Yên Nam	3664	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby252	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Thúy Yên Nữ	3665	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby253	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Cái Bang Nam	3666	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby256	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Cái Bang Nữ	3667	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby257	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Thiên Nhẫn Nam	3668	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby258	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Thiên Nhẫn Nữ	3669	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby259	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Võ Đang Nam	3670	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby260	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Võ Đang Nữ	3671	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby261	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Côn Lôn Nam	3672	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby262	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Côn Lôn Nữ	3673	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby263	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Minh Giáo Nam	3674	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby248	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Minh Giáo Nữ	3675	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby249	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Đoàn Thị Nam	3676	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby254	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng bất diệt	Tượng Đoàn Thị Nữ	3677	<color=yellow>Vô cùng vinh hiển<color>	3	5	2				passerby255	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Tượng hỏng	Tượng hỏng	3678		3	5	2				passerby266	0	0	0	0	0	36	36	20	15	15	9	statuary_npc	noaction	noskill	effigy	sc	15	15	400	700	540		18		1			
Bang hội liên minh sứ	Bang hội liên minh sứ	3679	<color=green>Bang hội liên minh sứ<color>	3	5	2				passerby012												banghuilianmengshi			intensity0													
Khuynh Thành	Khuynh Thành_Mặt nạ tuyển chọn mỹ nữ	3680		3	5	2				enemy184	0	0	0	0	0	36	36	20	15	15	9			sk	intensity1	sc	15	15	400	700	540		18		1			
Khuynh Thế	Khuynh Thế_Mặt nạ tuyển chọn mỹ nữ	3681		3	5	2				enemy188	0	0	0	0	0	36	36	20	15	15	9			sk	intensity1	sc	15	15	400	700	540		18		1			
Khuynh Quốc	Khuynh Quốc_Mặt nạ tuyển chọn mỹ nữ	3682		3	5	2				enemy189	0	0	0	0	0	36	36	20	15	15	9			sk	intensity1	sc	15	15	400	700	540		18		1			
Sấm Đường Tặc	Bạch Hổ 1 (Hoàng Kim)_Quái nhỏ	3683		0	5	1				enemy043	0	0	0	0	0	24	26	20	10	20	27	chuangtangzei	activenormal	singleskillrange	baihutang1	sc	6	6	250	700	540	\setting\npc\droprate\baihutang\xiaoguai_7.txt	18	\image\item\other\sculpt\enemy043.spr	1	2		1
Thủ Lĩnh Sấm Đường Tặc	boss Bạch Hổ 1 (Hoàng Kim)	3684		0	5	24				enemy002	0	0	0	0	0	24	26	20	10	20	27	chuangtangzeiboss_adv2	activenormal	singleskillrange	baihutang2	sc	6	6	250	700	540	\setting\npc\droprate\baihutang\boss_7.txt	18	\image\item\other\sculpt\enemy002.spr	1			1
Thiết Đồ Tặc	Bạch Hổ 2 (Hoàng Kim)_Quái nhỏ	3685		0	5	1				enemy043	0	0	0	0	0	24	26	20	10	20	27	chuangtangzei	activenormal	singleskillrange	baihutang1	sc	6	6	250	700	540	\setting\npc\droprate\baihutang\xiaoguai_8.txt	18	\image\item\other\sculpt\enemy043.spr	1	2		1
Thủ Lĩnh Thiết Đồ Tặc	boss Bạch Hổ 2 (Hoàng Kim)	3686		0	5	24				enemy002	0	0	0	0	0	24	26	20	10	20	27	chuangtangzeiboss_adv2	activenormal	singleskillrange	baihutang2	sc	6	6	250	700	540	\setting\npc\droprate\baihutang\boss_8.txt	18	\image\item\other\sculpt\enemy002.spr	1			1
Ẩn Cư Cao Thủ	Bạch Hổ 3 (Hoàng Kim)_Quái nhỏ	3687		0	5	1				enemy043	0	0	0	0	0	24	26	20	10	20	27	chuangtangzei	activenormal	singleskillrange	baihutang1	sc	6	6	250	700	540	\setting\npc\droprate\baihutang\xiaoguai_9.txt	18	\image\item\other\sculpt\enemy043.spr	1	2		1
Hộ Đồ Sứ	boss Bạch Hổ 3 (Hoàng Kim)	3688	<color=green>Tộc trưởng Hộ Đồ<color>	0	5	24				enemy002	0	0	0	0	0	24	26	20	10	20	27	chuangtangzeiboss_adv2	activenormal	singleskillrange	baihutang2	sc	6	6	250	700	540	\setting\npc\droprate\baihutang\boss_9.txt	18	\image\item\other\sculpt\enemy002.spr	1			1
Thiên Thiên	Du Long Bí Bảo_Kích sát	3689	<color=green>Du Long Các-Tiểu Long Nữ<color>	0	5	2				enemy183	0	0	0	0	0	36	36	20	15	15	9		activeboss	noskill	youlonggegongzhu	\setting\boss\youlongge\3689.ini	15	15	400	700	540		18		1			
