MissileId	MissileName	MoveKind	NegativeDirection	PenetrateBarrier	ColFollowTarget	MissileHeight	CollidRange	RangeType	DmgRange	CanRepeatDamage	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ColVanish	AutoExplode	MissRate	MultiShow	Param1	Param2	Param3	HurtRandX	HurtRandY	BlurMaxNum	BlurDistance	BlurAlphaAttenuateP	HideWait2FlyEffect	UseNpcBlur1	NpcBlurAnimal1	AnimalStartAlpha1	AnimalChangeAlpha1	AnimFile1	SndFile1	UseNpcBlur2	NpcBlurAnimal2	AnimalStartAlpha2	AnimalChangeAlpha2	AnimFile2	SndFile2	UseNpcBlur3	NpcBlurAnimal3	AnimalStartAlpha3	AnimalChangeAlpha3	AnimFile3	SndFile3	UseNpcBlur4	NpcBlurAnimal4	AnimalStartAlpha4	AnimalChangeAlpha4	AnimFile4	SndFile4	AnimFileB1	SndFileB1	AnimFileB2	SndFileB2	AnimFileB3	SndFileB3	AnimFileB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
577	掌峨120_子	0			1	10	9	0	9	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\emei\em_120_ydch_b.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav																					255	255	255	0
578	魔忍120_子	100			0	10	2	1	2	1	2	14	75	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50	4	64	0												\image\effect\fightskill\tianren\tr_120_mdts_c.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav											\image\effect\fightskill\tianren\tr_120_mdts_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
579	结婚系统字体	1			0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
580	结婚系统_夫妻对拜	0			0	100	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\fqdb1.spr																						255	255	255	0
581	结婚系统_二拜高堂	0			0	100	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\ebgt.spr																						255	255	255	0
582	结婚系统_亲吻	0			0	100	0	0	0	0	0	128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\qw.spr																						255	255	255	0
583	结婚系统_撒花瓣	0			0	100	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\shb.spr																						255	255	255	0
584	结婚系统_一拜天地	0			0	100	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\ybtd.spr																						255	255	255	0
585	结婚系统_礼炮	0			0	100	0	0	0	0	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\lipaoyanhua.spr																						255	255	255	0
586	烟花字幕_圣诞快乐	0			0	100	0	0	0	0	0	72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\shengdankuaile.spr																						255	255	255	0
587	烟花字幕_新年快乐	0			0	100	0	0	0	0	0	72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\xinniankuaile.spr																						255	255	255	0
588	烟花背景_1	0			0	100	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\yanhuabeijing1.spr																						255	255	255	0
589	烟花背景_2	0			0	100	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\yanhuabeijing2.spr																						255	255	255	0
590	隐形定点子弹	0			0	100	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
591	烟花_圣诞快乐	0			0	100	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
592	npc远距离面攻击	1			1	10	1	1	1	0	0	12	60	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\gaibang\gb_10_ymtb_c.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav											\image\effect\fightskill\gaibang\gb_10_ymtb_d.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
593	npc远距离定点攻击	0			1	10	3	0	3	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\npc\npc_l_range_fire_c.spr												\image\effect\fightskill\tianren\tr_10_cyrx_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
594	暂时不用技能1爆炸子弹	1			0	10	2	0	2	0	0	18	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianwang\tw_90_ptz_c.spr																						255	255	255	0
595	暂时不用技能2跟踪子弹	5			0	10	2	0	2	0	0	2160	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\longtun_c.spr																						255	255	255	0
596	暂时不用技能2跟踪子弹	5			0	10	2	0	2	0	0	90	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\longtun_c.spr																						255	255	255	0
597	暂时不用无形蛊	0			1	10	100	0	100	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\wudu\wu_30_wxg_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
598	跨服白虎足下生莲	0			1	10	9	0	9	0	4	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\cuiyan\cy_90_bxxl_d.spr													\audio\fightskill\tianren\tr_yhfc_c.wav									255	255	255	0
599	刀昆120_子	0			0	10	17	1	17	1	18	53	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\kunlun\kl_120_fhlz_b.spr	\audio\fightskill\public\SB015.wav																					255	255	255	0
600	疏影子_苔枝缀玉	1			0	10	3	0	3	0	0	10	64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	64	8												\image\effect\fightskill\daliduanshi\ds_120_sy_b.spr	\audio\fightskill\emei\em_jyfg_f.wav																					255	255	255	0
601	气武120	0			0	10	27	1	27	0	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
602	气武120_伤害	0			0	10	55	1	55	0	19	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\wudang\wd_120_wjgz_b.spr	\audio\fightskill\wudang\wd_bjef_f.wav																					255	255	255	0
603	枪天120	0			0	10	17	0	17	1	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianwang\tw_120_hxwj_c.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav																					255	255	255	0
604	刀毒120_对敌效果子弹	0			0	10	41	0	41	0	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
605	刀昆120隐形子弹	0			0	10	1	0	1	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
606	飞絮飘花跟随子弹	0			0	10	0	0	0	0	0	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
607	npc喽啰之怒	0			0	10	7	1	7	0	18	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\public\guanxian_halo_7.spr	\audio\fightskill\wudu\wu_wgzq_c.wav																					255	255	255	0
608	npc定点无敌	0			0	10	7	1	7	0	18	198	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\public\guanxian_halo_4.spr	\audio\fightskill\wudu\wu_wgzq_c.wav																					255	255	255	0
609	xoyo伤害光环子弹	0			0	10	18	1	18	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50																																					255	255	255	0
610	xoyo定身光环子弹	0			0	10	25	1	25	0	19	18	0	0	0	1	0	0	0	0	0	25	0	0	0	0	50	50															\image\effect\fightskill\public\rage_wood_a.spr	\audio\fightskill\wudu\wu_wgzq_c.wav																					255	255	255	0
611	远方之愿	0			0	10	1	0	1	0	109	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\npc\xoyo_jiantou1_big.spr	\audio\fightskill\tianren\tr_tsth_f.wav																					255	255	255	0
612	远方之愿2	0			0	10	14	0	14	1	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\shaolin\sl_50_szh_a.spr	\audio\fightskill\tianren\tr_tsth_f.wav																					255	255	255	0
613	冰魔环	0			0	10	7	1	7	1	9	144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\npc\junying__BOSS_1.spr	\audio\fightskill\emei\em_jdfg_f.wav																					255	255	255	0
614	火魔环	0			0	10	7	1	7	1	9	360	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\npc\junying__BOSS_2.spr	\audio\fightskill\gaibang\gb_lzyy_c.wav																					255	255	255	0
615	蛊惑之心	1			1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\wudu\wu_90_xyz_c.spr	\audio\fightskill\wudu\wu_xyz_f.wav											\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
616	不尽长江主技能	0			0	100	0	0	0	0	0	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\lvbing_d.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav																					255	255	255	0
617	不尽长江主子弹	0			0	100	0	0	0	0	0	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
618	npc不尽长江	1			1	10	4	0	4	0	0	20	70	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50	6	35	8												\image\effect\fightskill\cuiyan\cy_50_bhcs_c.spr	\audio\fightskill\cuiyan\cy_bhcs_f.wav																					255	255	255	0
619	jy黑水	0			0	10	7	1	7	0	18	1080	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_90_lhj_b.spr	\audio\fightskill\wudu\wu_wgzq_c.wav																					255	255	255	0
620	jy紫嫣阵子	0			1	10	7	0	7	0	18	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\npc\junying__BOSS_4.spr	\audio\fightskill\wudu\wu_dsz_c.wav																					255	255	255	0
621	jy扇面攻击	0			1	10	11	1	11	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\rage_fire_a.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav											\image\effect\fightskill\gaibang\gb_10_ymtb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
622	恨常留	3			0	10	0	0	0	0	0	270	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
623	恨常留子	0			0	10	2	1	2	0	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\chengshuangshi.spr																						255	255	255	0
624	jy毒蘑菇	0			0	10	41	1	41	0	18	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\feature\npc\passerby\passerby300\passerby300_st01.spr	\audio\fightskill\wudu\wu_wgzq_c.wav																					255	255	255	0
625	jy毒蘑菇_子	0			0	10	5	1	5	0	9	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\public\guanxian_halo_6.spr	\audio\fightskill\emei\em_jdfg_f.wav																					255	255	255	0
626	我杀	0			0	10	0	0	0	0	91	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\wudu\wu_90_yfsg_d.spr																						255	255	255	0
627	我杀_伤害	0			0	10	7	0	7	0	18	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\wudu\wu_90_xyz_a.spr																						255	255	255	0
628	我恨	0			0	10	3	0	3	0	19	18	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0															\image\effect\fightskill\wudu\wu_90_tgds_d.spr	\audio\fightskill\wudu\wu_tgds_c.wav																					255	255	255	0
629	情难久	0			0	10	13	0	13	0	18	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\wudu\wu_70_qds_a.spr	\audio\fightskill\tianren\tr_hlfh_c.wav																					255	255	255	0
630	npc看头	0			0	10	5	1	5	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\wudu\wu_90_yfsg_a.spr	\audio\fightskill\tianren\tr_tzly_f.wav																					255	255	255	0
631	npc看手	0			0	10	5	0	5	0	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\wudu\wu_90_tgds_d.spr	\audio\fightskill\wudu\wu_tgds_c.wav																					255	255	255	0
632	npc看水	0			0	10	7	0	7	0	18	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tangmen\tm_90_lhj_b.spr	\audio\fightskill\wudu\wu_tgds_c.wav																					255	255	255	0
633	拉回火圈	0			1	10	2	1	2	0	18	54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_10_cyrx_d.spr	\audio\fightskill\tangmen\tm_bylh_f.wav																					255	255	255	0
634	红莲爆炎刀地面伤害子弹	0			0	10	3	0	3	0	18	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tianren\tr_50_tsth_d1.spr	\audio\fightskill\tianren\tr_tsth_f.wav					\image\effect\fightskill\tianren\tr_50_tsth_d2.spr	\audio\fightskill\tianren\tr_tsth_v.wav						\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
635	红莲爆炎刀跟随自身隐形伤害子弹	0			0	10	0	0	0	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50																																					255	255	255	0
636	boss闪电主技能	0			0	10	7	0	7	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\kunlun\kl_50_tjxl_a.spr	\audio\fightskill\public\SB015.wav																					255	255	255	0
637	ll狂雷震地	0			1	10	14	0	14	0	16	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\kunlun\kl_10_klzd_c.spr	\audio\fightskill\kunlun\kl_axxf_f.wav											\image\effect\fightskill\kunlun\kl_10_klzd_d.spr	\audio\fightskill\kunlun\kl_axxf_c.wav									255	255	255	0
638	ll伤害光环子弹	0			0	10	14	1	14	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tangmen\tm_10_cyr_a.spr	\audio\fightskill\wudu\wu_wgzq_c.wav											\image\effect\fightskill\npc\npc_l_melee_wood_d.spr										255	255	255	0
639	jy扩散火圈飞行	1			0	10	0	0	0	0	0	42	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
640	jy扩散火圈伤害	0			0	10	2	1	2	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_10_tzly_d1.spr	\audio\fightskill\tianren\tr_tzly_f.wav					\image\effect\fightskill\tianren\tr_10_tzly_d2.spr	\audio\fightskill\tianren\tr_tzly_v.wav															255	255	255	0
641	jy旋风阵	100			0	10	3	1	3	0	31	30	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\kunlun\kl_50_kfzd_c.spr																						255	255	255	0
642	jy十字斩子	0			0	10	1	1	1	0	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\emei\em_50_sxtg_c.spr	\audio\fightskill\emei\em_sxtg_f.wav																					255	255	255	0
643	jy十字斩主	3			0	10	0	0	0	0	0	90	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
644	jy井字子	100			0	10	2	1	2	1	10	60	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tangmen\tm_50_xlfd_c.spr	\audio\fightskill\tangmen\tm_csc_c.wav																					255	255	255	0
645	jy天外流星	0			0	320	1	0	1	0	19	17	0	-81920	1024	1	0	0	0	0	1	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_90_twlx_c.spr	\audio\fightskill\tianren\tr_twlx_f.wav											\image\effect\fightskill\tianren\tr_90_twlx_d.spr	\audio\fightskill\tianren\tr_twlx_c.wav									255	255	255	0
646	jy业火焚城	0			1	10	9	0	9	0	18	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_90_yhfc_d.spr													\audio\fightskill\tianren\tr_yhfc_c.wav									255	255	255	0
647	jy毒箭	1			1	10	3	0	3	0	0	20	50	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50	4	64	0												\image\effect\fightskill\tianren\tr_120_mdts_c.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav											\image\effect\fightskill\tianren\tr_120_mdts_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
648	jy攻击红球	0			0	10	2	1	2	0	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jianbingyu.spr																						255	255	255	0
649	jy爪击	0			1	10	3	0	3	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\public\blade_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
650	jy火蛇伤害	0			0	10	3	0	3	0	18	36	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_10_tzly_d1.spr	\audio\fightskill\tianren\tr_tzly_f.wav					\image\effect\fightskill\tianren\tr_10_tzly_d2.spr	\audio\fightskill\tianren\tr_tzly_v.wav															255	255	255	0
651	jy闪电乱舞_电网	0			1	10	3	0	3	0	18	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\kunlun\kl_50_tjxl_c.spr	\audio\fightskill\wudang\wd_bjef_f.wav																					255	255	255	0
652	jy冥火	0			0	10	17	1	17	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\rage_fire_a.spr	\audio\fightskill\tianren\tr_tzly_v.wav																					255	255	255	0
653	jy奔跑延时子弹	0			0	10	0	0	0	0	0	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\gaibang\gb_10_jrss_a.spr																						255	255	255	0
654	jy奔跑debuff子弹	0			0	10	3	0	3	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\gaibang\gb_50_klyh_a.spr																						255	255	255	0
655	jy主技能	0			0	10	3	0	3	0	58	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																												\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
656	jy飞行火圈	1			0	10	3	0	3	0	12	40	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_50_tsth_d1.spr	\audio\fightskill\tianren\tr_tsth_f.wav												\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
657	jy翻江倒海	0			0	10	3	0	3	0	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\cuiyan\cy_100_fxph_c.spr	\audio\fightskill\cuiyan\cy_bhcs_f.wav												\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
658	jy野火燎原	0			0	10	3	0	3	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_10_cyrx_d.spr	\audio\fightskill\tianren\tr_tsth_f.wav																					255	255	255	0
659	jy厄运	0			0	30	1	0	1	0	55	54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\npc\xoyo_jiantou1_big.spr	\audio\fightskill\gaibang\gb_ymtb_f.wav																					255	255	255	0
660	jy厄运子	1			0	10	1	0	1	0	0	6	40	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0															\image\effect\fightskill\gaibang\gb_10_ymtb_c.spr	\audio\fightskill\gaibang\gb_ymtb_f.wav																					255	255	255	0
661	jy穿刺	0			0	10	1	0	1	0	91	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\wudu\wu_30_bmxg_a.spr	\audio\fightskill\tianren\tr_tsth_f.wav																					255	255	255	0
662	jy穿刺子	0			0	10	3	0	3	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_30_dcg_d.spr	\audio\fightskill\tangmen\tm_dcg_c.wav																					255	255	255	0
663	jy喽啰连环闪电	0			0	10	41	0	41	0	18	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\rage_gold_c.spr												\image\effect\fightskill\public\rage_gold_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav									255	255	255	0
664	jy_生生不息	1			1	10	2	1	2	0	0	15	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\shaolin\sl_10_fmdf_c.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav																					255	255	255	0
665	jy很炫的aoe	100			1	10	1	0	1	1	0	32	32	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\gaibang\gb_10_ymtb_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav											\image\effect\fightskill\tangmen\tm_90_jgfx_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
666	三周年烟花	0			0	60	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\item\firework_b.spr																						255	255	255	0
667	task地火画线	0			0	10	2	1	2	0	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_10_cyrx_d.spr	\audio\fightskill\tianren\tr_tzly_f.wav												\audio\fightskill\tianren\tr_tzly_c.wav									255	255	255	0
668	昆少占位	0			0	100	0	0	0	0	0	84	0	3072	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\nswy1.spr																						255	255	255	0
669	无形蛊	0			1	10	13	0	13	0	0	180	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\wudu\wu_50_wgzq_c.spr												\image\effect\fightskill\wudu\wu_50_wgzq_d.spr	\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
670	冰心仙子_test	1			1	10	1	0	1	0	0	10	32	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\ui\001a\main\chatface\05.spr	\audio\fightskill\cuiyan\cy_bxxz_f.wav																					255	255	255	0
671	冰心仙子_test2	1			1	10	9	1	9	0	0	13	55	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50															\image\effect\fightskill\gaibang\gb_50_klyh_c.spr	\audio\fightskill\gaibang\gb_klyh_f.wav											\image\effect\fightskill\gaibang\gb_50_klyh_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
672	玄阴斩	5			1	10	3	0	3	0	0	16	40	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0															\image\effect\fightskill\wudu\wu_90_xyz_c.spr	\audio\fightskill\wudu\wu_xyz_f.wav																					255	255	255	0
673	星空破	0			0	10	5	0	5	0	10	90	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_90_xkp_d.spr	\audio\fightskill\wudu\wu_xkp_c.wav									255	255	255	0
674	小范围光环子弹_640范围	0			1	10	21	0	21	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
675	圣诞星星_上升	0			0	1	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\star_uprising.spr																						255	255	255	0
676	子书青子弹外观	1			0	1	0	0	0	0	181	1800	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\feature\npc\enemy\enemy252\enemy252_st02.spr																						255	255	255	0
677	冰魄银针_追加子弹回复寸寸思	0			0	10	17	1	17	0	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
678	红袖缠	0			0	10	7	1	7	0	36	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\gumupai\jgm_30_hxc_c.spr	\audio\fightskill\gumupai\jgm_30_hxc_missile.wav																					255	255	255	0
679	分身子弹	0			0	10	9	1	9	0	55	54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0											1	1																									255	255	255	0
680	剑武120_主子弹	0			0	10	15	1	15	0	4	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
681	斩龙诀_伤害子弹	0			0	10	17	1	17	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\rage_gold_c.spr												\image\effect\fightskill\public\rage_gold_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav									255	255	255	0
682	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\jtyn.spr																						255	255	255	0
683	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\xqxa.spr																						255	255	255	0
684	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\yjtx.spr																						255	255	255	0
685	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\zsgz.spr																						255	255	255	0
686	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\qnjgt.spr																						255	255	255	0
687	昆少占位	0			0	100	0	0	0	0	0	87	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\axs.spr																						255	255	255	0
688	昆少占位	0			0	100	0	0	0	0	0	84	0	3072	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\nswy1.spr																						255	255	255	0
689	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\qadjgwb.spr																						255	255	255	0
690	昆少占位	0			0	10	0	0	0	0	0	284	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\wlzb_tw.spr																						255	255	255	0
691	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\fcfs.spr																						255	255	255	0
692	昆少占位	0			0	100	0	0	0	0	0	84	0	4096	64	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\jiehun\gxfc.spr																						255	255	255	0
