SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
Pháo hoa kết hôn_Liên tiếp 6		1593	5	1	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	525	-1	1	1	11	-1	0	56	0	0	0	0	0	0	0	0	self	0	1584	1586	24	0	1588	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Cực lớn		1594	5	1	3						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	0	0	0	0	526	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	1592	0	0	0	1593	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Tình Yêu Vĩnh Hằng	Hệ thống kết hôn	1595	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	548	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa kết hôn_Yêu mãi	Hệ thống kết hôn	1596	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	549	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Pháo hoa Võ Lâm Tranh Bá		1597	5	1	2						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	570	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Xin xóa đồng hành		1600	2			8					-1							430	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Xin trùng sinh đồng hành		1601	2			8					-1							431	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Đồng hành giúp sức		1602	2			8					-1							432	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
npc_Thực vật đánh 1	Chủ động	1603	5	0	1		atk_phy_far			100	-1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	0	400	0	0	0	527	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	Thực vật đánh, đơn lẻ phạm vi nhỏ đường thẳng
npc_Thực vật đánh 2	Chủ động	1604	5	0	1		atk_phy_far			100	-1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	0	400	0	0	0	528	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	Thực vật đánh, đơn lẻ phạm vi nhỏ đường thẳng
npc_Thực vật đánh 3	Chủ động	1605	5	0	1		atk_phy_far			100	-1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	0	400	0	0	0	529	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	Thực vật đánh, đơn lẻ phạm vi nhỏ đường thẳng
Thiên Canh Chiến Khí	Vòng sáng hỗ trợ	1606	4	1	1	4					-1			\image\icon\fightskill\tianwang\tianwwangzhanyi.spr				455	0	45			1	2	0	0	0	0	0	530	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	camp	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	npc_atkstate2	Tăng tấn công đồng đội xung quanh
Di Hoa Tiếp Mộc	Vòng sáng hỗ trợ	1607	4	1	1	4					-1			\image\icon\fightskill\wudu\wuxinggu.spr				456	0	45			1	2	0	0	0	0	0	530	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	camp	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	npc_rebound2	Giúp đồng đội xung quanh phản đòn sát thương
Nhuận Vật Vô Thanh	Vòng sáng hỗ trợ	1608	4	1	1	4					-1			\image\icon\fightskill\emei\mengdie.spr				457	0	45			1	2	0	0	0	0	0	530	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	camp	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	npc_liferefleshstate2	Giúp đồng đội xung quanh hồi phục sinh lực 
Như Nhật Trung Thiên	Vòng sáng hỗ trợ	1609	4	1	1	4					-1			\image\icon\fightskill\tianren\moyanqisha.spr				458	0	45			1	2	0	0	0	0	0	530	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	camp	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	npc_cristate2	Giúp đồng đội xung quanh tăng hội tâm nhất kích
Cố Nhược Kim Thang	Vòng sáng hỗ trợ	1610	4	1	1	4					-1			\image\icon\fightskill\wudang\chunyangwuji.spr				459	0	45			1	2	0	0	0	0	0	530	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	camp	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	npc_defstate2	Giúp đồng đội xung quanh giảm sát thương
Tổ Tiên Bảo Hộ-Định	Hỗ trợ chủ động	1611	5	1	2	4	atk_mag_far			0	-1			\image\icon\fightskill\shaolin\wuxiangjiezhi.spr		\audio\fightskill\wudang\wd_tdwj_h.wav	\audio\fightskill\wudang\wd_tdwj_h.wav	0	0	0			0	0	0	400	0	0	0	531	-1	1	1	11	0	0	0	0	0	0	108	108	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qmj_dingshen	Khiến đối phương trong phạm vi đứng yên. <enter><color=red>Tấn công gây sát thương cho quái, nhưng sẽ không nhận được tích lũy<color>
Tổ Tiên Bảo Hộ-Lui	Hỗ trợ chủ động	1612	5	1	2	4	atk_mag_far			0	-1			\image\icon\fightskill\gaibang\dagoubangfa.spr		\audio\fightskill\wudang\wd_tdwj_h.wav	\audio\fightskill\wudang\wd_tdwj_h.wav	0	0	0			0	0	0	400	0	0	0	532	-1	1	1	11	0	0	0	0	0	0	108	108	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qmj_jitui	Đẩy lui đối phương trong phạm vi.<enter><color=red>Tấn công gây sát thương cho quái, nhưng sẽ không nhận được tích lũy<color>
Tổ Tiên Bảo Hộ-Chậm	Hỗ trợ chủ động	1613	5	1	2	4	atk_mag_far			0	-1			\image\icon\fightskill\cuiyan\bihaichaosheng.spr		\audio\fightskill\wudang\wd_tdwj_h.wav	\audio\fightskill\wudang\wd_tdwj_h.wav	0	0	0			0	0	0	400	0	0	0	533	-1	1	1	11	0	0	0	0	0	0	108	108	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qmj_chihuan	Gây chậm cho đối phương trong phạm vi.<enter><color=red>Tấn công gây sát thương cho quái, nhưng sẽ không nhận được tích lũy<color>
Tổ Tiên Bảo Hộ-Loạn	Hỗ trợ chủ động	1614	5	1	2	4	atk_mag_far			0	-1			\image\icon\fightskill\tianren\moyinshihun.spr		\audio\fightskill\wudang\wd_tdwj_h.wav	\audio\fightskill\wudang\wd_tdwj_h.wav	0	0	0			0	0	0	400	0	0	0	534	-1	1	1	11	0	0	0	0	0	0	108	108	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qmj_hunluan	Làm loạn đối phương trong phạm vi.<enter><color=red>Tấn công gây sát thương cho quái, nhưng sẽ không nhận được tích lũy<color>
Tổ Tiên Bảo Hộ-Ngất	Hỗ trợ chủ động	1615	5	1	2	4	atk_mag_far			0	-1			\image\icon\fightskill\wudang\wudangjiuyanggong.spr		\audio\fightskill\wudang\wd_tdwj_h.wav	\audio\fightskill\wudang\wd_tdwj_h.wav	0	0	0			0	0	0	400	0	0	0	535	-1	1	1	11	0	0	0	0	0	0	108	108	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qmj_yunxuan	Tấn công đối phương trong phạm vi.<enter><color=red>Tấn công gây sát thương cho quái, nhưng sẽ không nhận được tích lũy<color>
Quy Nguyên Chưởng	Chủ động	1616	5	1	2	4	atk_phy_near			500	-1			\image\icon\fightskill\book\bawangxiejia.spr				0	0	0	0	0	0	0	1	400	0	0	0	1	-1	1	1	9	0	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	Chiêu thức đơn giản nhưng uy lực kinh người, đáng tiếc không thể phát huy ở đây.
npc_Cương Thi công kích 1	Chủ động	1617	5	1	1		atk_phy_near			100	-1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr		\audio\fightskill\shaolin\sl_hslh_m.wav		0	0	0			0	0	0	400	1	0	0	536	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	Côn pháp cao cấp Thiếu Lâm, tấn công đối thủ xung quanh trong phạm vi lớn.
npc_Cương Thi công kích 2	Chủ động	1618	5	1	1		atk_phy_near			100	-1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr		\audio\fightskill\shaolin\sl_hslh_m.wav		0	0	0			0	0	0	400	1	0	0	537	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	Côn pháp cao cấp Thiếu Lâm, tấn công đối thủ xung quanh trong phạm vi lớn.
npc_Cương Thi công kích 3	Chủ động	1619	5	1	1		atk_phy_near			100	-1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr		\audio\fightskill\shaolin\sl_hslh_m.wav		0	0	0			0	0	0	400	1	0	0	538	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	Côn pháp cao cấp Thiếu Lâm, tấn công đối thủ xung quanh trong phạm vi lớn.
npc_Biến thân Thanh Minh		1620	2			4					-1							0	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qingming_transmutation	
npc_Cộng máu	 Hỗ trợ Chủ động	1621	2								-1			\image\icon\fightskill\shaolin\putixinfa.spr	153			460	0	9			0	2	0	640	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	npcteam	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_changehp	Cấp 1 cộng 10 máu, cấp 2 giảm 10 máu
npc_Giảm máu	 Hỗ trợ Chủ động	1622	2								-1			\image\icon\fightskill\shaolin\putixinfa.spr	153			461	0	9			0	2	0	640	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	npcteam	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_changehp	Cấp 1 cộng 10 máu, cấp 2 giảm 10 máu
Kinh nghiệm đánh quái tăng		1623	2			8					-1							146	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	state_exp	Kinh nghiệm chúc phúc tăng
npc_Biến thân Quốc Tế Lao Động		1624	2								-1							0	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	workday_transmutation	
xkd_Chiếm lĩnh tài nguyên buff		1625	4	1	1						1			\image\icon\fightskill\shaolin\aluohanshengong.spr				449	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	xkd_occupy	
xkd_Điểm Tài Nguyên debuff		1626	4	1	1						1			\image\icon\fightskill\shaolin\aluohanshengong.spr				0	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	xkd_forbid	
xkd_Động tác ngồi		1627	4	1	1						1			\image\icon\fightskill\shaolin\aluohanshengong.spr				465	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	xkd_lockstate	
xkd_Chênh lệch nhân số buff		1628	4	1	1						1			\image\icon\fightskill\shaolin\aluohanshengong.spr				464	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	xkd_renshucha	
xkd_Ký hiệu thị vệ thành chủ		1629	2			8					-1							0	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xkd_avtive_equip	Kích hoạt trạng thái kỹ năng của trang bị thị vệ thành chủ chuyên dụng (Thị vệ cấp 1, thành chủ cấp 2)
Xuất Kỳ Bất Ý&Mê Ảnh Tung tăng công phòng		1630	2				buff				-1							654	0	0			0	0	0	0	0	0	0	0	-1	1	0	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	miyingzong_child	
npc_Biến thân Mông Cổ Tây Hạ mới		1631	2			4					-1							474	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	battle_yuanshenwushi	Biến thân thành Mông Cổ Tây Hạ Nguyên Thần Võ Sĩ
Tuyết Ủng Lam Quan	Chủ động	1632	5	2	1	4	atk_mag_far			50	-1			\image\icon\fightskill\daliduanshi\jinyumantang.spr	283			0	0	0			0	0	0	640	0	4	7	539	-1	5	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1633	0	0	0	0	0	0	0	0	96		0					0	4	0	0	1	battle_seriesattack_50	
Vân Hoàng Tần Lĩnh	Chủ động	1633	5	3	1	4	atk_mag_far			50	-1			\image\icon\fightskill\gaibang\kanglongyouhui.spr	195			0	0	0			0	0	0	640	0	0	0	540	-1	2	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	72		32					0	0	0	0	1	battle_seriesattack_50	Tấn công các mục tiêu hai bên trái phải của mình
Khí tráng sơn hà	Hỗ trợ tấn công	1634	4	1	1	4					-1			\image\icon\fightskill\emei\qianfoqianye.spr				473	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	1638	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	battle_tansaura	Mình và các đồng đội trong phạm vi vòng sáng sẽ nhận được lợi ích.
欢乐神州	Trung thu, Quốc Khánh	1635	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	545	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
爱我中华	Trung thu, Quốc Khánh	1636	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	546	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Bên nhau mãi mãi	Trung thu, Quốc Khánh	1637	5	1	1						-1			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	2	0	0	0	0	0	547	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	empty	
Chí vững như thành	Hỗ trợ tấn công	1638	4	1	1						-1			\image\icon\fightskill\emei\qianfoqianye.spr				294	0	45			1	2	0	0	0	0	0	23	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	allynoself	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	npc_battlefieldaura	
Xung trận trảm tướng	Chủ động	1639	1	11	1	4	atk_phy_near			67	-1			\image\icon\fightskill\tianwang\benleizuanlongqiang.spr				0	0	0			0	2	1	500	0	1	18	1640	-1	3	0	5	-1	1	0	0	0	0	90	90	1	1	0	enemy	0	1182	0	0	0	0	0	0	0	0	0	0	0	43		0					0	0	0	1	1	battle_dash3	Liên tục xuất chiêu tấn công đối phương xung quanh, gây cho mục tiêu bất động. Nếu người sử dụng thể trọng quá nặng, sẽ kèm hiệu quả đánh lui
Xung trận trảm tướng_tử		1640	5	0	1	4	atk_phy_near			67	-1							0	0	0			0	2	0	0	0	0	0	29	-1	1	1	9	-1	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	battle_dash3	
Tinh Đấu Hy	Chủ động	1641	5	4	3	4	atk_phy_far			25	2			\image\icon\fightskill\wudang\qixingjue.spr				0	0	0			0	0	0	520	0	2	2	473	-1	5	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	0	1	battle_seriesattack_25	Mô phỏng theo hình dáng Thương Khung Tinh Thoa của Tần Thủy Hoàng khi xưa
Thiên Địa Vô Ngã	 Hỗ trợ Chủ động	1642	2			4					-1			\image\icon\fightskill\wudang\zuowangwuwo.spr	212			37	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	npc_zuowang	Có thể dùng nội lực trung hòa sát thương sinh lực trong thời gian ngắn.
npc Ngự Kiếm Thuật	Chủ động	1643	5	5	2		atk_mag_far			80	1			\image\icon\fightskill\tianren\tianwailiuxing.spr				0	0	0			0	0	0	520	0	4	31	541	-1	4	1	9	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	0	1	empty	Đạo Tặc Cao Cấp
npc Ngự Kiếm Thuật Chủ	Chủ động	1644	5	1	1		atk_mag_far			80	1			\image\icon\fightskill\tianren\tianwailiuxing.spr	216			0	0	0			0	0	0	520	0	2	31	1643	-1	2	0	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	Đạo Tặc Cao Cấp
npc Mãn Thiên Tinh		1645	5	4	1		atk_ex				1			\image\icon\fightskill\public\rage_wood.spr	213			0	0	0			0	0	0	520	0	0	0	1646	-1	5	0	11	0	0	0	0	0	0	54	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	1	0	0	64		0					0	0	0	2	1	empty	Đạo Tặc Cao Cấp
npc Mãn Thiên Tinh Tử		1646	5	3	1		atk_ex				1			\image\icon\fightskill\public\rage_wood.spr				0	0	0			0	0	0	0	0	5	2	542	-1	15	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	1	0	0	32		2					0	0	0	2	1	empty	Đạo Tặc Cao Cấp
Thanh Tâm Tịnh Khí_Đồng đội 		1647	5	1	3		buff_ally				1			\image\icon\fightskill\shaolin\aluohanshengong.spr				522	0	0			0	2	0	0	0	0	0	23	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	allynoself	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	fue120_team	
Đao Thúy 120_Sát thương tăng		1648	2								-1			\image\icon\fightskill\tianren\yunlongji.spr				494	0	0			0	0	0	0	0	0	0	0	-1	1	0	9	-1	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	daocui120_child	
Chưởng Cái 120_Tử		1649	5	0	2		disable				-1			\image\icon\fightskill\tianren\yunlongji.spr				0	0	0			0	0	0	800	0	0	0	409	-1	1	1	9	-1	0	18	0	0	0	0	0	0	0	0	enemynonpc	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				3	0	0	0	0	1	zhanggai120_child	
Mở Rương buff		1650	2								-1							472	0	18			0	2	0	0	0	0	0	0	-1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
npc_Tăng trạng thái do thọ thương		1651	2								-1			\image\icon\fightskill\shaolin\putixinfa.spr	153				0	32400	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	cbt_injuredadd	Dùng trong phó bản, thọ thương mỗi cấp +10%
Xin phép mở khóa Chân nguyên		1652	2			8					-1							476	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
npc Tứ Tượng Đạn Mạc		1653	1	5	1		atk_phy_far				1			\image\icon\fightskill\emei\fengshuangsuiying.spr				0	0	0			0	0	0	520	0	2	18	1655	-1	7	0	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	boss_barrage_sixiang	
npc Tứ Tượng Đạn Tử_Hủy		1654	5	0	1		atk_phy_far				1							0	0	0			0	0	0	0	0	0	0	543	-1	1	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	1655	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	empty	
npc Tứ Tượng Đạn Mạc Tử Tử		1655	5	4	1		atk_phy_far				1							0	0	0			0	0	0	0	0	0	0	285	-1	4	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	1656	5	0	0	0	0	0	0	0	0	0	112		0					0	0	0	2	1	empty	
npc Tứ Tượng Đạn Mạc Tử Tử Tử		1656	5	4	1		atk_phy_far				1							0	0	0			0	0	0	0	0	0	0	544	-1	16	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	16		0					0	0	0	2	1	boss_barrage_sixiang	
Hái quả		1657	2								-1							480	0	0			0	2	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Bát Vân Kiến Nhật		1658	5	2	3		atk_ex				-1			\image\icon\fightskill\tianren\yunlongji.spr				528	0	0			0	0	0	0	0	2	0	576	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	jianwu120_child	
Phong Hồi Lộ Chuyển		1659	5	2	2		disable				-1			\image\icon\fightskill\tianren\yunlongji.spr				0	0	0			0	0	0	0	0	2	0	599	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	daokun120_child	Khi mục tiêu bị tấn công, đồng đội xung quanh sẽ bị kéo đến gần.
Liên Hoàn Đoạt Mệnh Thương_Tử 2		1660	2								-1							397	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	qiangtianadvancedbook_child2	
Kiếm Côn 120_Tử		1661	2				buff_ally				-1			\image\icon\fightskill\tianren\yunlongji.spr				499	0	0			0	0	0	0	0	0	0	0	-1	1	0	9	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	jiankun120_child	
Ám Hương	Hỗ trợ bị động	1662	3								-1			\image\icon\fightskill\daliduanshi\qiduan120_2.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	120	1	0	0	0	0	0		0					0	0	0	0	1	qiduan120_2	Sau khi đánh chính xác, hồi phục số lần nhất định sử dụng Sơ Ảnh.
Khí Đoàn 120_Thêm_Tử		1663	2								-1			\image\icon\fightskill\daliduanshi\miaodizhi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	120	1	0	0	0	0	0		0					0	0	0	0	1	qiduan120_2_child	Hồi phục số lần sử dụng Sơ Ảnh
Chỉ Đoàn 120_Tử		1664	2								-1			\image\icon\fightskill\daliduanshi\miaodizhi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	120	10	0	0	0	0	0		0					0	0	0	0	1	zhiduan120_child	Hồi phục số lần sử dụng Huyền Băng Cửu Kiếp
Tạ Kình Quyết	Hỗ trợ tấn công	1665	4	1	1		aura_ally				1			\image\icon\fightskill\shaolin\aluohanshengong.spr				521	0	45			1	2	0	0	0	0	0	23	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	teamnoself	0	0	0	0	0	0	0	120	10	0	0	0	0	0		0					1	0	0	0	1	chuitian120_team	
Quy Tông Kiếm		1666	5	1	2		atk_add				-1			\image\icon\fightskill\public\unopened.spr				0	0	0			0	2	1	800	0	4	35	602	-1	1	1	9	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	1671	0	0	0	0	0	120	10	0	1	0	0	0		0					0	1	0	5	1	qiwu120	
