Id	PosType	Layer	AdjustColor	ImageFile	IconFile	Loop	Buff	DrawProp	Tip
453	body	1		\image\effect\fightskill\public\jiehun\qiuhunguanghuan_m.spr		1	0	2	Vòng sáng cầu hôn nam
454	body	1		\image\effect\fightskill\public\jiehun\qiuhunguanghuan_f.spr		1	0	2	Vòng sáng cầu hôn nữ
455	head	1		\image\effect\fightskill\tianwang\tw_70_twzy_b.spr	\image\icon\fightskill\state\tianwangzhanyi.spr	1	1	2	Thiên Canh Chiến Khí
456	ground	0		\image\effect\fightskill\shaolin\sl_70_alhsg_b.spr	\image\icon\fightskill\state\aluohanshengong.spr	1	1	2	Di Hoa Tiếp Mộc
457	ground	0		\image\effect\fightskill\emei\em_10_md_b.spr	\image\icon\fightskill\state\mengdie.spr	1	1	2	Nhuận Vật Vô Thanh
458	ground	1		\image\effect\fightskill\tianwang\tw_100_lhdmq_b.spr	\image\icon\fightskill\state\lianhuanduomingqiang.spr	1	1	3	Như Nhật Trung Thiên
459	body	1		\image\effect\fightskill\tianwang\tw_70_jzz_b.spr	\image\icon\fightskill\state\jinzhongzhao.spr	1	1	2	Cố Nhược Kim Thang
460	body	1		\image\effect\fightskill\emei\em_30_chpd_d.spr	\image\icon\fightskill\state\cihangpudu.spr	0	1	2	Bình nước nhỏ_Cộng máu
461	body	1		\image\effect\fightskill\public\blade_d.spr	\image\icon\fightskill\state\cihangpudu.spr	0	1	2	Cuốc nhỏ_Giảm máu
462	ground	1		\image\effect\other\vip_aura.spr		1	0		
463	body	1		\image\effect\other\wangguan_vn.spr		1	0	1	Vương Miện Việt Nam
464		0			\image\icon\fightskill\state\chengshuangshi.spr	1	1		Bất khuất
465	ground	1		\image\effect\other\state_boss.spr		1	1	1	Đang ngồi
470		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		Nhắc nhở mở khóa trang bị Đồng hành
471	ground	1				1	0	2	Vòng sáng npc Thất Tịch _Hủy bỏ
472	head	1		\image\effect\other\state_unlock.spr		0	0		Đang mở khóa…
473	ground	0		\image\effect\fightskill\emei\em_90_pdzs_b.spr	\image\icon\fightskill\state\cihangpudu.spr	1	1	2	Khí Tráng Sơn Hà
474		0			\image\icon\fightskill\state\zhuifengduji.spr	1	1	2	Chiến Thần Đơn<enter>Công lực tăng thêm, có thể sử dụng một số kỹ năng hiếm thấy
475	ground	1		\image\effect\other\statue_aura1.spr		1	0	1	
476		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		Xin phép mở khóa Chân nguyên
477	ground	0		\image\effect\other\beauty_4.spr		1	0	1	Vòng sáng hoạt động 10 mỹ nữ
478	ground	0		\image\effect\other\beauty_5.spr		1	0	1	Vòng sáng hoạt động 10 mỹ nữ
479	ground	0		\image\effect\other\beauty_6.spr		1	0	1	Vòng sáng hoạt động 10 mỹ nữ
480		1			\image\icon\fightskill\state\autocd1.spr	1	0		Hái quả
481		1			\image\icon\fightskill\state\chuanxinduci.spr	1	1		Ngũ Chuyển Tâm Pháp
482	body	1		\image\effect\fightskill\shaolin\sl_120_xlby_a.spr	\image\icon\fightskill\state\daoshao120.spr	1	1	3	Hàng Long Bất Vũ
483	head	1		\image\effect\fightskill\tianwang\tw_120_hxwj_b.spr	\image\icon\fightskill\state\qiangtian120.spr	1	1	3	Hoành Hành Vô Kỵ
484	ground	0		\image\effect\fightskill\shaolin\sl_90_wxz_a.spr	\image\icon\fightskill\state\chuitian120.spr	1	1	2	Hóa Kình Quyết
485	ground	0		\image\effect\fightskill\tangmen\tm_120_yzz_a.spr	\image\icon\fightskill\state\xianjing120.spr	1	1	3	Ảnh Tung Trận
486	head	1		\image\effect\fightskill\tangmen\tm_120_shd_a.spr	\image\icon\fightskill\state\xiujian120.spr	1	1	3	Truy Hồn Đoạt Mệnh
487	head	1		\image\effect\fightskill\wudu\wd_120_sxg_a1.spr	\image\icon\fightskill\state\daodu120_2.spr	1	1	3	Thất Tâm Cổ
488	body	1		\image\effect\fightskill\wudu\wd_120_sxg_a2.spr	\image\icon\fightskill\state\daodu120_3.spr	1	1	3	Thất Tâm Cổ
489		1			\image\icon\fightskill\state\zhangdu120.spr	1	0		Lý Đại Đào Cương
490	head	1		\image\effect\other\make_succeed.spr	\image\icon\fightskill\state\zhange120.spr	1	1	3	Diệp Để Tàng Hoa
491	ground	0		\image\effect\fightskill\emei\em_120_qxjq_a.spr	\image\icon\fightskill\state\fue120.spr	1	1	2	Thanh Tâm Tịnh Khí
492	body	1		\image\effect\fightskill\cuiyan\cy_120_bxyl_b.spr	\image\icon\fightskill\state\jiancui120.spr	1	1	3	Băng Tâm Ngọc Lăng
493	ground	1		\image\effect\fightskill\cuiyan\cy_100_fxph_a.spr	\image\icon\fightskill\state\daocui120_1.spr	1	1	2	Ảm Tướng Vọng
494	head	1		\image\effect\fightskill\daliduanshi\ds_70_syj_b2.spr	\image\icon\fightskill\state\daocui120_2.spr	1	1	2	Tương Tư
495		1			\image\icon\fightskill\state\gungai120.spr	1	1		Tung Hạc Công
496		1			\image\icon\fightskill\state\moren120.spr	1	1		Ma Đao Thôn Thần
497	ground	2	Yellow	\image\effect\fightskill\npc\xoyo_saiyaren_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Phong Ma Côn Pháp
498	ground	0		\image\effect\fightskill\wudang\wd_120_yhmm_b.spr	\image\icon\fightskill\state\jianwu120.spr	1	1	3	Tử Tiêu Hoành Vân
499	body	1		\image\effect\fightskill\kunlun\kl_120_jrwy_a.spr	\image\icon\fightskill\state\jiankun120.spr	1	1	3	Tích Nhưỡng Vi Nhạc
500	ground	0		\image\effect\fightskill\shaolin\sl_70_alhsg_b.spr	\image\icon\fightskill\state\aluohanshengong.spr	1	1	2	A La Hán Thần Công_Đồng đội 
501	head	1		\image\effect\fightskill\tianwang\tw_70_twzy_b.spr	\image\icon\fightskill\state\tianwangzhanyi.spr	1	1	2	Thiên Vương Chiến Ý_Phe ta
502	body	1		\image\effect\fightskill\tianwang\tw_70_jzz_b.spr	\image\icon\fightskill\state\jinzhongzhao.spr	1	1	2	Kim Chung Tráo_Phe ta
503	ground	0		\image\effect\fightskill\tangmen\tm_30_cds_b2.spr	\image\icon\fightskill\state\cuidushu.spr	1	1	2	Tôi Độc Thuật_Đồng đội
504	ground	0		\image\effect\fightskill\emei\em_50_fxcy_b.spr	\image\icon\fightskill\state\foxinciyou.spr	1	1	2	Phật Tâm Từ Hựu_Đồng đội 
505	ground	0		\image\effect\fightskill\emei\em_70_ls_b.spr	\image\icon\fightskill\state\liushui.spr	1	1	2	Lưu Thủy Quyết_Đồng đội
506	ground	0		\image\effect\fightskill\emei\em_10_md_b.spr	\image\icon\fightskill\state\mengdie.spr	1	1	2	Mộng Điệp_Đồng đội
507	ground	0		\image\effect\fightskill\emei\em_50_qyfc_b.spr	\image\icon\fightskill\state\qingyinfanchang.spr	1	1	2	Thanh Âm Phạn Xướng_Đồng đội 
508	body	1		\image\effect\fightskill\cuiyan\cy_70_xyhc_b.spr	\image\icon\fightskill\state\xueyinghongchen.spr	1	1	2	Tuyết Ánh Hồng Trần_Đồng đội 
509	body	1		\image\effect\fightskill\wudang\wd_70_zwqj_b.spr	\image\icon\fightskill\state\zhenwuqijie.spr	1	1	2	Chân Vũ Thất Tiệt_Đồng đội 
510	ground	0		\image\effect\fightskill\wudang\wd_70_qxj_b.spr	\image\icon\fightskill\state\qixingjue.spr	1	1	2	Thất Tinh Quyết_Đồng đội
511	head	1		\image\effect\fightskill\kunlun\kl_30_qff_b.spr	\image\icon\fightskill\state\qingfengfu.spr	1	1	2	Thanh Phong Phù_Phe ta
512	ground	0		\image\effect\fightskill\kunlun\kl_70_yqsq_b.spr	\image\icon\fightskill\state\yiqisanqing.spr	1	1	2	Nhất Khí Tam Thanh_Phe ta
513	body	1		\image\effect\fightskill\kunlun\kl_70_dgxf_b.spr	\image\icon\fightskill\state\daoguxianfeng.spr	1	1	2	Đạo Cốt Tiên Phong_Phe ta
514	ground	0		\image\effect\fightskill\mingjiao\mj_70_jgtm_b.spr	\image\icon\fightskill\state\jingetiema.spr	1	1	2	Kim Qua Thiết Mã_Đồng đội 
515	ground	0		\image\effect\fightskill\daliduanshi\ds_30_bmsg_b.spr	\image\icon\fightskill\state\beimingshengong.spr	1	1	2	Bắc Minh Thần Công_Đồng đội 
516	ground	0		\image\effect\fightskill\emei\em_90_pdzs_b.spr	\image\icon\fightskill\state\armor.spr	1	1	2	Phổ Độ Chúng Sinh_Đồng đội 
517	head	1		\image\effect\fightskill\kunlun\kl_110_wrww_b.spr	\image\icon\fightskill\state\wurenwuwo.spr	1	1	2	Vô Nhân Vô Ngã_Đồng đội 
518	ground	1		\image\effect\fightskill\emei\em_110_fgzq_b.spr	\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	Phật Quang Chiến Khí_Phe ta
519	ground	1		\image\effect\fightskill\emei\em_100_wxsg_a.spr	\image\icon\fightskill\state\wanxiangshengong.spr	0	1	2	Vạn Tướng Thần Công_Phe ta
520	ground	0		\image\effect\fightskill\gaibang\gb_100_mcqh_b.spr	\image\icon\fightskill\state\mingchaqiuhao.spr	1	1	2	Minh Sát Thu Hào_Đội
521	ground	1		\image\effect\fightskill\shaolin\sl_90_wxz_a.spr	\image\icon\fightskill\state\chuitian120.spr	1	1	2	Tạ Kình Quyết
522	ground	1		\image\effect\fightskill\emei\em_120_qxjq_a.spr	\image\icon\fightskill\state\fue120.spr	1	1	2	Thanh Tâm Tịnh Khí_Đồng đội 
523		1			\image\icon\fightskill\state\autocd2.spr	1	0		Vũ Đả Lê Hoa đang chờ, không thể thi triển lần nữa
524	body	1		\image\effect\fightskill\wudu\wu_70_hxjm_b.spr	\image\icon\fightskill\state\daodu120_1.spr	1	0	3	Thất Tâm Cổ
525		0			\image\icon\fightskill\state\liangyixinfa.spr	1	1	3	Lưỡng Nghi Tâm Pháp
526		0			\image\icon\fightskill\state\knock.spr	1	0	3	Đại Thừa Như Lai Chú
527		1			\image\icon\fightskill\state\zhaohunqu_state.spr	1	1	3	Đạp Tuyết Vô Ngấn
528	head	1			\image\icon\fightskill\state\jianwu120.spr	1	0	3	Vân Hải Mê Mang
529		1			\image\icon\fightskill\state\weak.spr	1	0	1	Hồn Phách Phi Dương
530		1			\image\icon\fightskill\state\xueyingwu.spr	1	1	3	Xuân Nê Hộ Hoa
531		1			\image\icon\fightskill\state\partner\tongbanchongsheng.spr	1	1	3	Ý Chí Bất Khuất
532	head	1		\image\effect\fightskill\public\state_slowrun.spr	\image\icon\fightskill\state\slowrun.spr	1	0	1	Vân Già Vụ Nhiễu
533		1	Green3		\image\icon\fightskill\state\burn.spr	1	0	1	Cực Độc<enter>gây sát thương ngày càng cao
534	head	1		\image\effect\fightskill\wudu\wu_70_cyst_a.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	3	Chước Nhiệt Tổ Chú
535	head	1		\image\effect\fightskill\npc\xoyo_jiantou1_big.spr	\image\icon\fightskill\state\zhican.spr	1	0	3	Bạn sẽ bị Hồng Liên Bộc Viêm Chùy tấn công
536		1			\image\icon\fightskill\state\fukong.spr	1	1	3	Miễn sát thương
537	ground	1		\image\effect\fightskill\npc\xoyo_jiantou5.spr	\image\icon\fightskill\state\fukong.spr	1	0	3	Thử Vật Tối Tương Tư<enter>Bạn sẽ tiếp tục gây sát thương cho đồng đội xung quanh
538		1		\image\effect\fightskill\tianren\tr_50_bsqf_b.spr	\image\icon\fightskill\state\beisuqingfeng.spr	1	0	3	Chước Giới
539	ground	0		\image\effect\fightskill\shaolin\sl_30_bdmw_b.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	Gây sát thương chí mạng cho phe ta
540	ground	0		\image\effect\fightskill\npc\junying__boss_1.spr	\image\icon\fightskill\state\limoduopo.spr	1	1	2	Tăng phòng thủ
541	ground	0		\image\effect\fightskill\npc\junying__boss_2.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	Giảm phòng thủ
542	body	1		\image\effect\fightskill\gaibang\gb_50_klyh_d.spr	\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	Tăng Lực tấn công
543	body	1		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	Bạn tiếp tục giảm sinh lực
544	body	1		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	Bạn tiếp tục giảm nội lực
545	body	1		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	Bạn tiếp tục giảm thể lực
546		1			\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	Tăng lực tấn công
547	head	1		\image\effect\fightskill\npc\xoyo_jiantou1.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	Vô Ngấn<enter>Sau một thời gian sẽ nổ đồng thời ảnh hưởng đến đối phương.
548	ground	1		\image\effect\fightskill\npc\xoyo_jiantou1.spr	\image\icon\fightskill\state\beimoxueguang.spr	1	0	3	Nguyện Quân Đa Thái Hiệt<enter>Bạn sẽ gây sát thương cho bản thân
549	head	1		\image\effect\fightskill\gaibang\gb_110_qlg_b.spr	\image\icon\fightskill\state\fukong.spr	1	0	3	<color=red>Khổng Tước Phệ Tâm<color><enter>Bạn sẽ gây sát thương chí mạng cho đồng đội gần đó
550		1	Black		\image\icon\fightskill\state\weak.spr	1	0	1	Hàn Kiếp<enter>Mau chóng đánh vỡ Khối Băng xóa trạng thái này
551		1	Green3		\image\icon\fightskill\state\poisoning.spr	1	0	1	Trúng Độc<enter>Đến gần đầu nguồn nơi phát sinh độc tố để giải độc
552		0			\image\icon\fightskill\state\knock.spr	1	0	3	Mau chạy đi
553		0			\image\icon\fightskill\state\wangushixin.spr	1	0	3	Ách Vận<enter>Sau 3 giây gây sát thương phạm vi cho phe ta ở gần đó
554		1			\image\icon\fightskill\state\limoduopo.spr	1	0	2	Bạn tiếp tục giảm sinh lực, nội lực và thể lực
555	ground	1		\image\effect\fightskill\npc\xoyo_jiantou4.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	Xuân
556	ground	1		\image\effect\fightskill\npc\xoyo_jiantou3.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	Hạ
557	ground	1		\image\effect\fightskill\npc\xoyo_jiantou1.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	Thu
558	ground	1		\image\effect\fightskill\npc\xoyo_jiantou5.spr	\image\icon\fightskill\state\zhuifengduji.spr	1	0	2	Đông 
559		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	Duy trì sát thương
560		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	Tăng tốc độ tấn công
561		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	Tăng tốc độ di chuyển
562		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	Tăng sinh lực tối đa
563		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	Tăng Lực tấn công
564		1			\image\icon\fightskill\state\daodu120_3.spr	1	1	2	Tăng điểm chí mạng
565		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	Giảm tốc độ tấn công
566		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	Giảm tốc độ di chuyển
567		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	Giảm HP tối đa
568		1			\image\icon\fightskill\state\daodu120_1.spr	1	0	2	Giảm lực tấn công
569		1			\image\icon\fightskill\state\palsy.spr	1	0	2	Nổ sau 5 giây
570		1			\image\icon\fightskill\state\zhican.spr	1	0	2	Khinh công tăng tiêu hao
571		1			\image\icon\fightskill\state\limoduopo.spr	1	0	2	Tăng sát thương
572		1			\image\icon\fightskill\state\foxinciyou.spr	1	1	2	Tăng sinh, nội
573		1			\image\icon\fightskill\state\kurongchangong.spr	1	1		Tăng 50% điểm khi dùng các lệnh bài danh vọng BHĐ,TK,GT,MP,NQ,VLCT
574		1			\image\icon\fightskill\state\kurongchangong.spr	1	1		Sử dụng Hồn Thạch cường hóa Ngũ Hành Ấn, hiệu quả tăng 20%
575		0			\image\icon\fightskill\state\partner\shanchutongban.spr	1	1		Tăng sức mạnh
576		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		Xin mở khóa bảo thạch
577		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		Xin tách nguyên thạch
583	head	1		\image\effect\fightskill\gaibang\gb_110_qlg_b.spr	\image\icon\fightskill\state\fukong.spr	1	0	3	Bạn sẽ gây sát thương cho đồng đội xung quanh
584		0			\image\icon\fightskill\state\zhaohunqu_state.spr	1	1		Đang tham gia thám hiểm phó bản gia tộc cao cấp
585		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		Ưu đãi chuyển<enter>Giảm 100% khi dùng Cường Hóa Truyền Phù tiến hành chuyển trang bị
586		0			\image\icon\fightskill\state\burn.spr	1	0		Không được tiếp tục báo danh Mông Cổ Tây Hạ Liên Server
587		0			\image\icon\fightskill\state\juyuanshu.spr	1	1		Tăng phần thưởng phó bản gia tộc buff
588		0			\image\icon\fightskill\state\chengshuangshi.spr	1	1	1	Chúc phúc của Tần Oa
589	head	0		\image\effect\other\bird.spr		1	1		Giám định buff
590	head	0		\image\effect\other\smallfish.spr		1	1		1--19
591	head	0		\image\effect\other\middlefish.spr		1	1		20--29
592	head	0		\image\effect\other\bigfish.spr		1	1		30--39
593	head	0		\image\effect\other\superfish.spr		1	1		40--50
594	ground	1		\image\effect\fightskill\npc\xoyo_jiantou5_big_b.spr	\image\icon\fightskill\state\daodu120_3.spr	1	0	3	Tình Cổ_Lam
595	ground	1		\image\effect\fightskill\npc\xoyo_jiantou4_big_b.spr	\image\icon\fightskill\state\daodu120_1.spr	1	0	3	Tình Cổ_Lục
596	ground	0		\image\effect\fightskill\npc\xoyo_jiantou1_big_b.spr	\image\icon\fightskill\state\daodu120_2.spr	1	0	3	Tình Cổ_Đỏ
597	ground	1		\image\effect\fightskill\tianwang\tw_60_jlpt_b.spr	\image\icon\fightskill\state\stun.spr	1	0	3	Giam cầm
598	ground	0			\image\icon\fightskill\state\qiankundanuoyi.spr	1	1	2	Bị giới hạn bởi Thời Quang Tỏa, không thể vào Lăng Tần Thủy Hoàng
599	ground	0		\image\effect\other\needfire_b.spr	\image\icon\fightskill\state\qiangtian120.spr	1	1	1	 Cổ Vũ Chiến Kỳ
600	body	1		\image\effect\fightskill\tianwang\tw_70_jzz_b.spr	\image\icon\fightskill\state\jinzhongzhao.spr	1	0	3	Không bị sát thương
601	body	1		\image\effect\fightskill\wudu\wu_90_yfsg_a.spr	\image\icon\fightskill\state\huihunjue_state.spr	1	0	3	Sẽ tử vong khi trạng thái biến mất
602		1			\image\icon\fightskill\state\drinking.spr	1	1		Uống rượu tăng kinh nghiệm
603	ground	2	Yellow	\image\effect\fightskill\npc\xoyo_saiyaren_x.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Người Saiya
604		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	0		Xin chuyển hóa chân nguyên
605		0			\image\icon\fightskill\state\partner\zhuangbeijiesuo.spr	1	1		Chiến Sĩ Chúc Phúc
606	body	2		\image\effect\fightskill\public\lantern.spr	\image\icon\fightskill\state\zhaohunqu_state.spr	1	1		Chúc phúc của Tinh Linh
607		1			\image\icon\fightskill\state\burnish.spr	1	1		Long Trụ hệ Kim_chiếm vị trí
608		1			\image\icon\fightskill\state\zhuifengduji.spr	1	1		Long Trụ hệ Mộc_chiếm vị trí
609		1			\image\icon\fightskill\state\armor.spr	1	1		Long Trụ hệ Thủy_chiếm vị trí
610		1			\image\icon\fightskill\state\partner\shanchutongban.spr	1	1		Long Trụ hệ Hỏa_chiếm vị trí
611		1			\image\icon\fightskill\state\series.spr	1	1		Long Trụ hệ Thổ_chiếm vị trí
612	body	1		\image\effect\fightskill\public\rosepink.spr		1	0	1	Hồng phấn
613	body	1		\image\effect\fightskill\public\rosered.spr		1	0	1	Hồng đỏ
614	head	0		\image\effect\fightskill\public\state_slowrun.spr	\image\icon\fightskill\state\slowrun.spr	1	0	1	Sợ hãi, thể lực giảm mạnh, tránh xa Hắc Xích Lặc
615	head	1		\image\effect\fightskill\wudu\wu_70_wgsx_b.spr	\image\icon\fightskill\state\wangushixin.spr	1	0	1	Độc xà bám theo, mùi chất độc khiến Triết Côn để ý
616		0			\image\icon\fightskill\book\biyuefeixing.spr	1	0	1	Lang Nha
617		0			\image\icon\fightskill\book\muyeyingyang.spr	1	0	1	Sừng Hươu
618	head	0		\image\effect\other\rqbb.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	Bảo bối hot
619	body	0		\image\effect\other\prettyswing.spr		1	1	2	Hải Dương Tâm
620	body	0		\image\effect\other\rosefly.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	Tuyệt Đại Giai Nhân
621	ground	0			\image\icon\fightskill\state\jdjr.spr	1	1	2	Túy Ngọa Hoa Ấm
622	ground	0		\image\effect\other\beauty_6.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	Tuyệt Đại Giai Nhân
623	ground	0		\image\effect\other\beauty_2.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	Tuyệt Đại Giai Nhân
624	ground	0		\image\effect\other\beauty_3.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	Tuyệt Đại Giai Nhân
625	body	0		\image\effect\fightskill\public\jiehun\shb2.spr	\image\icon\fightskill\state\jdjr.spr	1	1	2	Hoa Hồng Tiên Tử
626	body	0		\image\effect\fightskill\public\jiehun\shb2.spr		1	1	2	Tổ đội tặng 9 hoa
627	body	0			\image\icon\fightskill\state\jiuquyiheqiang.spr	1	1	2	Tiêm Binh Lợi Nhẫn
628	body	0			\image\icon\fightskill\state\wenguzhiqi.spr	1	1	2	Tiêu Yên Thực Giáp
629		1			\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	Phần thưởng của dũng sĩ thảo nguyên, có thể tránh Thiết Mộc Chân tấn công
630		1			\image\icon\fightskill\state\foguangzhanqi.spr	1	1	2	Giảm mạnh sát thương thuốc độc
631		0			\image\icon\fightskill\state\slowrun.spr	1	0		Lực tấn công bị giảm mạnh
632	ground	0		\image\effect\fightskill\npc\xoyo_jiantou4.spr	\image\icon\fightskill\state\daodu120_1.spr	1	0		Bị nhiễm bệnh, sát thương tăng 
633	ground	0		\image\feature\npc\passerby\passerby400\passerby400_st01.spr		1	1	2	Huy Hoàng Tinh
634	ground	1		\image\effect\fightskill\daliduanshi\ds_50_lbwb_a.spr	\image\icon\fightskill\state\limoduopo.spr	1	0	2	Tăng sát thương
635	ground	2	Yellow	\image\effect\fightskill\npc\xoyo_saiyaren_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Trạng thái đặc biệt
636		2			\image\icon\fightskill\state\gunshao120.spr	1	1	3	Anh Hoa Tử Đạn
637	body	2	Yellow	\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Trạng thái đặc biệt
638	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Phát huy tấn công cơ bản +30%, phát huy tấn công kỹ năng +30%, kháng tất cả giảm 300
639	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Kháng tất cả tăng 300
640	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Kháng phản đòn +30%, chí mạng +15%
641	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Phản đòn tầm xa 20%
642	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Tốc độ di chuyển +30%
643	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	Cấp kỹ năng môn phái +1
644	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	
645	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	
646	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	
647	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_Vị trí
648	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_Vị trí
649	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_Vị trí
650	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_Vị trí
651	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_Vị trí
652	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_Vị trí
653	body	2		\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\image\icon\fightskill\state\gunshao120.spr	1	1	3	vn_Vị trí
654	ground	0		\image\effect\fightskill\tangmen\tm_120_yzz_a.spr	\image\icon\fightskill\state\xianjing120.spr	1	1	3	Mê Ảnh Tung_Xuất Kỳ Bất Ý
655	body	1			\image\icon\fightskill\state\aluohanshengong.spr	1	1	3	Phật Quang Phổ Chiếu
656	ground	0		\image\effect\other\task_shuihen.spr		1	1	3	Thủy Ngấn
657	ground	0		\image\effect\other\task_bomb.spr		1	1	3	Nhiệm vụ_Nổ Tung
658	ground	0		\image\effect\other\task_petal.spr		1	1	3	Nhiệm vụ_Cánh Hoa
659	ground	0		\image\effect\other\task_wavelet.spr		1	1	3	Nhiệm vụ_Sóng Gợn
660	body	0		\image\effect\fightskill\kunlun\kl_70_lyzq_b.spr	\image\icon\fightskill\state\pijingzhanji.spr	1	1	3	Tăng tốc độ chạy
661	ground	0		\image\effect\other\rosefly_npc.spr		1	1	3	Nhiệm vụ_Cánh Hoa Rơi
662	body	0		\image\effect\fightskill\tianren\tr_110_sfz_b.spr		1	1	3	Nhiệm vụ_Đom Đóm
670	body	1		\image\effect\fightskill\gumupai\jgm_10_qyph_a.spr		0	1		Thu Nhạn Bàng Hoàng
671	body	1		\image\effect\fightskill\gumupai\jgm_50_byhw_a.spr		0	1		Bạch Vân Hồi Vọng
672	body	1		\image\effect\fightskill\gumupai\jgm_90_gyph_a.spr		0	1		Cô Nguyệt Bồi Hồi
673	body	1		\image\effect\fightskill\gumupai\jgm_30_hxc_a.spr		0	1		Hồng Tụ Triền
674	body	1		\image\effect\fightskill\gumupai\jgm_40_jycb_a.spr		0	1		Tịnh Ảnh Trầm Bích
675	body	1		\image\effect\fightskill\gumupai\jgm_110_znwz_a.spr		0	1		Chung Nam Vãn Chiếu
676	body	1		\image\effect\fightskill\gumupai\jgm_120_ftw_a.spr		0	1		Phi Thiên Vũ
677	body	1		\image\effect\fightskill\gumupai\zgm_10_bx_a.spr		0	1		Biệt Tự
678	body	1		\image\effect\fightskill\gumupai\zgm_40_bpyz_a.spr		0	1		Băng Phách Ngân Châm
679	body	1		\image\effect\fightskill\gumupai\zgm_50_gy_a.spr		0	1		Cô Ảnh
680	body	1		\image\effect\fightskill\gumupai\zgm_70_yfz_a.spr		0	1		Ngọc Phong Châm
