FromMapId	FromPosX	FromPosY	Type	Name	ToMapId	ToPosX	ToPosY	ToFightState	BeProtected	FromMap备注	ToMap备注		
472	53184	101792	task	to_baihuazhen	72	63072	121120	1		阵法总枢	百花阵内阵		
72	70208	116960	task	to_xuanyuedazhen	473	51808	102688	1		百花阵内阵	玄月大阵		
473	51712	102496	task	to_baihuazhen	72	70048	116800	1		玄月大阵	百花阵内阵		
72	58368	114688	task	to_pinhetang	475	49728	99808	0		百花阵内阵	品荷堂		
475	49824	99904	task	to_baihuazhen	72	58496	114880	1		品荷堂	百花阵内阵		
29	48928	126496	task	to_zhuxifu	479	49728	99808	0		临安城	朱熹府邸		
479	49792	99872	task	to_linanfu	29	48960	126592	0		朱熹府邸	临安城		
479	49792	99872	task	to_linanfu	480	48960	126592	1		朱熹府邸	皇宫讲学		
480	48928	126496	task	to_zhuxifu	479	49728	99808	0		皇宫讲学	朱熹府邸		
479	49792	99872	task	to_linanfu	481	48960	126592	1		朱熹府邸	皇宫讲学		
481	48928	126496	task	to_zhuxifu	479	49728	99808	0		皇宫讲学	朱熹府邸		
479	49792	99872	task	to_linanfu	482	48960	126592	1		朱熹府邸	皇宫讲学		
482	48928	126496	task	to_zhuxifu	479	49728	99808	0		皇宫讲学	朱熹府邸		
29	57280	126208	task	to_pengfu	483	48896	100032	0		临安城	彭龟年府邸		
483	48800	100064	task	to_linanfu	29	57248	126336	0		彭龟年府邸	临安城		
483	48800	100064	task	to_linanfu	484	57248	126336	1		彭龟年府邸	彭府后院		
484	57280	126208	task	to_pengfu	483	48896	100032	0		彭府后院	彭龟年府邸		
29	48928	126496	task	to_zhuxifu	487	49728	99808	0		临安城	朱熹府邸		
487	49792	99872	task	to_linanfu	29	48960	126592	0		朱熹府邸	临安城		
487	49792	99872	task	to_linanfu	488	48960	126592	1		朱熹府邸	沈府		
488	48928	126496	task	to_zhuxifu	487	49728	99808	0		沈府	朱熹府邸		
488	57024	124000	task	to_mishi	489	51552	102912	0		沈府	沈府密室		
489	51424	103040	task	to_linanfu	488	56800	124160	1		沈府密室	沈府		
29	50432	121888	task	to_zhaoruyu	485	49760	99808	0		临安	赵汝愚		
485	49824	99872	task	to_exit515	29	50592	122176	0		赵汝愚	临安		
486	50432	121888	task	to_zhaoruyu	485	49760	99808	0		护送朱熹	赵汝愚		
485	49824	99872	task	to_linanfu	486	50528	122016	1		赵汝愚	护送朱熹		
490	50432	121888	task	to_zhaoruyu	485	49760	99808	0		临安	赵汝愚		
485	49824	99872	task	to_exit515	490	50528	122016	1		赵汝愚	临安		
490	50432	121888	task	to_zhaoruyu	515	49760	99808	0		临安	赵汝愚		
515	49824	99872	task	to_exit515	490	50528	122016	1		赵汝愚	临安		
491	48928	126496	task	to_zhuxifu	487	49728	99808	0		临安城	朱熹府邸		
487	49792	99872	task	to_linanfu	491	48960	126592	1		朱熹府邸	临安城		
492	48928	126496	task	to_zhuxifu	487	49728	99808	0		临安城	朱熹府邸		
487	49792	99872	task	to_linanfu	492	48960	126592	1		朱熹府邸	临安城		
21	49984	106464	task	xizuo	800	51360	102080	1		长歌门	细作		
800	51424	102176	task	to_changgemen	21	50144	106560	0		细作	长歌门		
21	49984	106464	task	xizuo	801	51360	102080	1		长歌门	细作2		
801	51424	102176	task	to_changgemen	21	50144	106560	0		细作2	长歌门		
120	54496	104672	task	to_jingshe	802	50464	103264	1		武夷山	精舍		
802	50368	103392	task	to_wuyishan	120	54496	104896	0		精舍	武夷山		
802	51808	101728	task	to_shutong	803	52000	102976	1		精舍	书童房间		
803	52128	103072	task	to_wuyishanjignshe	802	51872	101792	0		书童房间	精舍		
802	52096	101632	task	to_huliniang	804	48896	100032	0		精舍	胡丽娘房间		
804	48800	100064	task	to_wuyishanjignshe	802	52032	101728	0		胡丽娘房间	精舍		
802	52704	102144	task	to_houyuan	808	51008	102176	0		精舍	后院		
808	51168	101920	task	to_wuyishanjignshe	802	52608	102272	0		后院	精舍		
29	57312	125216	task	to_mishi	806	52000	102976	0		临安	朱熹密室		
806	52128	103072	task	to_linanfu	29	57408	125152	0		朱熹密室	临安		
29	57312	125216	task	to_mishi	807	52000	102976	0		临安	朱熹密室		
807	52128	103072	task	to_linanfu	29	57408	125152	0		朱熹密室	临安		
29	48928	126496	task	to_zhuxifu	805	49728	99808	0		临安城	朱熹府邸		
805	49792	99872	task	to_linanfu	29	48960	126592	0		朱熹府邸	临安城		
29	45184	126720	task	to_hanfu	809	49760	99808	0		临安	韩侂胄		
809	49824	99872	task	to_linanfu	29	45280	126816	0		韩侂胄	临安		
21	49984	106464	task	RUSHENG	810	51360	102080	1		长歌门	儒生		
810	51424	102176	task	to_changgemen	21	50144	106560	0		儒生	长歌门		
128	59488	110208	task	to_wanyan	812	51424	102656	0		锁云渊	完颜光囚室		
812	51296	102784	task	to_suoyunyuan	128	59424	110336	1		完颜光囚室	锁云渊		
128	58944	110336	task	to_chenji	813	51744	102976	0		锁云渊	陈季常房间		
813	51840	103072	task	to_suoyunyuan	128	59008	110432	1		陈季常房间	锁云渊		
129	60288	103136	task	to_luonvdong	814	51296	103168	1		伏流洞	落女洞		
814	51232	103392	task	to_fuliudong	129	60160	103200	1		落女洞	伏流洞		
91	59008	103456	task	to_baiguzhen	816	49984	104160	1		洱海摩岩	百蛊洞1层		
816	49920	104256	task	to_erhaimoyan	91	58912	103616	1		百蛊洞1层	洱海摩岩		
816	51360	98752	task	to_2ceng	817	51296	103200	1		百蛊洞1层	百蛊洞2层		
817	51200	103360	task	to_1ceng	816	51264	98880	1		百蛊洞2层	百蛊洞1层		
91	51712	118880	task	to_xianlingdong	818	51776	101056	0		洱海摩岩	仙灵洞		
818	51712	101152	task	to_erhaimoyan	91	51712	118976	1		仙灵洞	洱海摩岩		
28	56608	105504	task	to_xianlingdong	819	50496	103776	0		大理府	皇宫		
819	50400	103840	task	to_erhaimoyan	28	56544	105664	0		皇宫	大理府		
819	51680	98880	task	to_houyuan	820	51552	103232	0		皇宫	后园		
820	51616	103360	task	to_huanggong	819	51712	98880	0		后园	皇宫		
111	62144	102368	task	to_xiaoshigu	545	54496	105312			剑门关	硝石谷		
545	54496	105536	task	to_exit545	111	62144	102528			硝石谷	剑门关		
109	54432	104896	task	to_juyilou	546	51584	103136			黄鹤楼	聚义楼		
546	51456	103264	task	to_exit546	109	54336	105024			聚义楼	黄鹤楼		
546	51680	101504	task	to_gelou	547	50624	102752			聚义楼	阁楼		
547	50528	102912	task	to_exit547	546	51616	101664			阁楼	聚义楼		
110	47936	106176	task	to_mangshedong	548	50016	104096			荐菊洞	蟒蛇洞		
548	49856	104256	task	to_exit548	110	48160	105952			蟒蛇洞	荐菊洞		
548	51328	98752	task	to_xiagu	549	51392	103040			蟒蛇洞	峡谷1		
548	51328	98752	task	to_xiagu	550	51392	103040			蟒蛇洞	峡谷2		
548	51328	98752	task	to_xiagu	551	51392	103040			蟒蛇洞	峡谷3		
548	51328	98752	task	to_xiagu	552	51392	103040			蟒蛇洞	峡谷4		
549	51264	103328	task	to_exit549	548	51200	98976			峡谷1	蟒蛇洞		
550	51264	103328	task	to_exit550	548	51200	98976			峡谷2	蟒蛇洞		
551	51264	103328	task	to_exit551	548	51200	98976			峡谷3	蟒蛇洞		
552	51264	103328	task	to_exit552	548	51200	98976			峡谷4	蟒蛇洞		
551	52448	97824	task	to_taizubaoku1	553	49120	102784			峡谷3	太祖宝库		
552	52448	97824	task	to_taizubaoku2	553	49120	102784			峡谷4	太祖宝库		
553	49024	102944	task	to_exit553	551	52352	98112			太祖宝库	峡谷3		
553	49024	102944	task	to_exit553	552	52352	98112			太祖宝库	峡谷4		
112	60416	116224	task	to_dariluo	554	51328	101984			天龙寺	大日罗居所		
554	51424	102144	task	to_exit554	112	60512	116512			大日罗居所	天龙寺		
112	54976	120960	task	to_shangxianzhuang	555	49728	99808			天龙寺	上仙庄		
555	49824	99872	task	to_exit555	112	55072	121120			上仙庄	天龙寺		
561	47872	88928	task	to_huangwu	562	52768	101152			望龙山	荒屋		
562	51232	102880	task	to_exit562	561	47776	89024			荒屋	望龙山		
561	48544	95808	task	to_wangfumishi	563	50912	102656			望龙山	王府密室		
563	50848	102912	task	to_exit563	561	48576	96032			王府密室	望龙山		
122	63328	111904	task	to_wanglongshan	561	47456	88672			漠北草原	望龙山		
561	47584	88576	task	to_moeicaoyuan	122	63104	112096			望龙山	漠北草原		
568	52384	103424	task	to_huanggongyushufang	564	49696	99776			皇宫大殿	皇宫御书房		
564	49792	99936	task	to_huanggongdadian	568	52320	103488			皇宫御书房	皇宫大殿		
29	54624	123360	task	to_hanhuanghouqingong	565	50560	102848			临安	韩皇后寝宫		
565	50496	102944	task	to_exit565	29	54592	123584			韩皇后寝宫	临安		
29	55616	122144	task	to_yunuange	566	50560	102848			临安	玉暖阁		
566	50496	102944	task	to_exit566	29	55744	122304			玉暖阁	临安		
29	55328	122976	task	to_jinyuexuan	567	50560	102848			临安	金悦轩		
567	50496	102944	task	to_exit567	29	55392	123168			金悦轩	临安		
29	47808	120256	task	to_huanggongdadian	568	50496	104288			临安	皇宫大殿		
568	50336	104480	task	to_exit568	29	47680	120384			皇宫大殿	临安		
569	49696	104256	trap	to_liangshanpo	133	63872	101024	1	1	灵壁泊	梁山泊		
133	63904	100736	trap	to_lingbipo	569	49696	104032	1	1	梁山泊	灵壁泊		
569	51008	89056	trap	to_baifumengjing	570	50688	105472	1	1	灵壁泊	白府梦境		
570	50464	105856	trap	to_lingbipo1	569	51104	88160	1	1	白府梦境	灵壁泊		
570	51488	97728	trap	to_shanzhaimengjing	571	50688	105600	1	1	白府梦境	山寨梦境		
571	50496	105888	trap	to_baifumengjing1	570	51488	97920	1	1	山寨梦境	白府梦境		
571	54624	106336	trap	to_shenshimengjing	572	47616	105856	1	1	山寨梦境	身世梦境		
572	47552	106112	trap	to_shanzhaimengjing1	571	54432	106144	1	1	身世梦境	山寨梦境		
572	53728	104192	trap	to_lingbipo2	569	41536	101280	1	1	身世梦境	灵壁泊		
573	50784	102848	trap	to_lingbipo3	569	46752	88864	1	1	金军秘营	灵壁泊		
569	46848	88736	trap	to_jinjunmiying	573	50944	102592	1	1	灵壁泊	金军秘营		
574	48992	102976	trap	to_lingbipo4	569	43424	102720	1	1	游龙宝库	灵壁泊		
569	43296	102560	trap	to_youlongbaoku	574	49152	102752	1	1	灵壁泊	游龙宝库		
1609	54336	103616	trap	to_globalservermapshandong	1616	50816	102304	1		跨服竞技岛	跨服竞技岛山洞		
1610	54336	103616	trap	to_globalservermapshandong	1617	50816	102304	1		跨服竞技岛	跨服竞技岛山洞		
1611	54336	103616	trap	to_globalservermapshandong	1618	50816	102304	1		跨服竞技岛	跨服竞技岛山洞		
1612	54336	103616	trap	to_globalservermapshandong	1619	50816	102304	1		跨服竞技岛	跨服竞技岛山洞		
1613	54336	103616	trap	to_globalservermapshandong	1620	50816	102304	1		跨服竞技岛	跨服竞技岛山洞		
1614	54336	103616	trap	to_globalservermapshandong	1621	50816	102304	1		跨服竞技岛	跨服竞技岛山洞		
1615	54336	103616	trap	to_globalservermapshandong	1622	50816	102304	1		跨服竞技岛	跨服竞技岛山洞		
1616	50560	102464	trap	to_globalservermap	1609	54208	103840	0		跨服竞技岛山洞	跨服竞技岛		
1617	50560	102464	trap	to_globalservermap	1610	54208	103840	0		跨服竞技岛山洞	跨服竞技岛		
1618	50560	102464	trap	to_globalservermap	1611	54208	103840	0		跨服竞技岛山洞	跨服竞技岛		
1619	50560	102464	trap	to_globalservermap	1612	54208	103840	0		跨服竞技岛山洞	跨服竞技岛		
1620	50560	102464	trap	to_globalservermap	1613	54208	103840	0		跨服竞技岛山洞	跨服竞技岛		
1621	50560	102464	trap	to_globalservermap	1614	54208	103840	0		跨服竞技岛山洞	跨服竞技岛		
1622	50560	102464	trap	to_globalservermap	1615	54208	103840	0		跨服竞技岛山洞	跨服竞技岛		
122	54240	120384	trap	to_wangukuchi1	1742	51392	100960	1	1	漠北草原	万骨窟·魑		
122	54880	104768	trap	to_wangukuchi2	1774	57504	100992	1	1	漠北草原	万骨窟·魑		
122	62528	106368	trap	to_wangukumei1	1743	51392	100960	1	1	漠北草原	万骨窟·魅		
122	60032	114272	trap	to_wangukumei2	1775	57504	100992	1	1	漠北草原	万骨窟·魅		
123	57696	105024	trap	to_wangukuwang1	1744	51392	100960	1	1	敦煌古城	万骨窟·魍		
123	54048	113216	trap	to_wangukuwang2	1776	57504	100992	1	1	敦煌古城	万骨窟·魍		
123	55904	123424	trap	to_wangukuliang1	1745	51392	100960	1	1	敦煌古城	万骨窟·魉		
123	58016	119872	trap	to_wangukuliang2	1777	57504	100992	1	1	敦煌古城	万骨窟·魉		
124	55552	104928	trap	to_baiyuetanshuo1	1746	51392	100960	1	1	活死人墓	拜月坛·朔		
124	46880	103744	trap	to_baiyuetanshuo2	1778	57504	100992	1	1	活死人墓	拜月坛·朔		
124	48672	98400	trap	to_baiyuetanwang1	1747	51392	100960	1	1	活死人墓	拜月坛·望		
124	56608	101632	trap	to_baiyuetanwang2	1779	57504	100992	1	1	活死人墓	拜月坛·望		
125	57728	123136	trap	to_baiyuetancan1	1748	51392	100960	1	1	大禹台	拜月坛·残		
125	53664	118048	trap	to_baiyuetancan2	1780	57504	100992	1	1	大禹台	拜月坛·残		
125	59008	107424	trap	to_baiyuetanmei1	1749	51392	100960	1	1	大禹台	拜月坛·眉		
125	62336	112864	trap	to_baiyuetanmei2	1781	57504	100992	1	1	大禹台	拜月坛·眉		
126	61728	116192	trap	to_hunyangdianguang1	1750	51392	100960	1	1	三峡栈道	混阳殿·光		
126	58368	120704	trap	to_hunyangdianguang2	1782	57504	100992	1	1	三峡栈道	混阳殿·光		
126	50496	110016	trap	to_hunyangdianying1	1751	51392	100960	1	1	三峡栈道	混阳殿·影		
126	55008	104288	trap	to_hunyangdianying2	1783	57504	100992	1	1	三峡栈道	混阳殿·影		
127	52256	105088	trap	to_hunyangdianming1	1752	51392	100960	1	1	蚩尤洞	混阳殿·明		
127	55520	102976	trap	to_hunyangdianming2	1784	57504	100992	1	1	蚩尤洞	混阳殿·明		
127	57152	97504	trap	to_hunyangdianan1	1753	51392	100960	1	1	蚩尤洞	混阳殿·暗		
127	54560	96448	trap	to_hunyangdianan2	1785	57504	100992	1	1	蚩尤洞	混阳殿·暗		
128	57376	120352	trap	to_fenmingtangjiao1	1754	51392	100960	1	1	锁云渊	焚明堂·焦		
128	56064	114368	trap	to_fenmingtangjiao2	1786	57504	100992	1	1	锁云渊	焚明堂·焦		
128	53408	106240	trap	to_fenmingtangyan1	1755	51392	100960	1	1	锁云渊	焚明堂·炎		
128	58944	103584	trap	to_fenmingtangyan2	1787	57504	100992	1	1	锁云渊	焚明堂·炎		
129	61216	109600	trap	to_fenmingtangchen1	1756	51392	100960	1	1	伏流洞	焚明堂·尘		
129	57344	104736	trap	to_fenmingtangchen2	1788	57504	100992	1	1	伏流洞	焚明堂·尘		
129	53664	104544	trap	to_fenmingtangshi1	1757	51392	100960	1	1	伏流洞	焚明堂·逝		
129	55232	114528	trap	to_fenmingtangshi2	1789	57504	100992	1	1	伏流洞	焚明堂·逝		
130	54752	116160	trap	to_yundangongri1	1758	51392	100960	1	1	蒙古王庭	陨丹宫·日		
130	58656	115200	trap	to_yundangongri2	1790	57504	100992	1	1	蒙古王庭	陨丹宫·日		
130	59936	104032	trap	to_yundangongyue1	1759	51392	100960	1	1	蒙古王庭	陨丹宫·月		
130	55616	108192	trap	to_yundangongyue2	1791	57504	100992	1	1	蒙古王庭	陨丹宫·月		
131	57984	102048	trap	to_yundangongxing1	1760	51392	100960	1	1	月牙泉	陨丹宫·星		
131	58784	110208	trap	to_yundangongxing2	1792	57504	100992	1	1	月牙泉	陨丹宫·星		
131	59776	113056	trap	to_yundangongchen1	1761	51392	100960	1	1	月牙泉	陨丹宫·辰		
131	56576	114560	trap	to_yundangongchen2	1793	57504	100992	1	1	月牙泉	陨丹宫·辰		
132	59968	101216	trap	to_xueluomenshan1	1762	51392	100960	1	1	阿房宫废墟	血罗门·山		
132	54464	104032	trap	to_xueluomenshan2	1794	57504	100992	1	1	阿房宫废墟	血罗门·山		
132	51680	111840	trap	to_xueluomenhe1	1763	51392	100960	1	1	阿房宫废墟	血罗门·河		
132	59200	110144	trap	to_xueluomenhe2	1795	57504	100992	1	1	阿房宫废墟	血罗门·河		
133	55264	103552	trap	to_xueluomenhu1	1764	51392	100960	1	1	梁山泊	血罗门·湖		
133	56544	103872	trap	to_xueluomenhu2	1796	57504	100992	1	1	梁山泊	血罗门·湖		
133	57792	115680	trap	to_xueluomenhai1	1765	51392	100960	1	1	梁山泊	血罗门·海		
133	61184	117600	trap	to_xueluomenhai2	1797	57504	100992	1	1	梁山泊	血罗门·海		
134	57984	104928	trap	to_molongdianyun1	1766	51392	100960	1	1	神女峰	魔龙殿·云		
134	52736	109344	trap	to_molongdianyun2	1798	57504	100992	1	1	神女峰	魔龙殿·云		
134	56064	118880	trap	to_molongdiandian1	1767	51392	100960	1	1	神女峰	魔龙殿·电		
134	58720	117216	trap	to_molongdiandian2	1799	57504	100992	1	1	神女峰	魔龙殿·电		
135	64384	106944	trap	to_molongdianni1	1768	51392	100960	1	1	夜郎旧墟	魔龙殿·霓		
135	57248	108768	trap	to_molongdianni2	1800	57504	100992	1	1	夜郎旧墟	魔龙殿·霓		
135	56960	112000	trap	to_molongdianfeng1	1769	51392	100960	1	1	夜郎旧墟	魔龙殿·风		
135	61024	124640	trap	to_molongdianfeng2	1801	57504	100992	1	1	夜郎旧墟	魔龙殿·风		
136	62336	99808	trap	to_shihunwuling1	1770	51392	100960	1	1	鼓浪屿	嗜魂屋·灵		
136	61536	104288	trap	to_shihunwuling2	1802	57504	100992	1	1	鼓浪屿	嗜魂屋·灵		
136	61568	110240	trap	to_shihunwupo1	1771	51392	100960	1	1	鼓浪屿	嗜魂屋·魄		
136	60672	112832	trap	to_shihunwupo2	1803	57504	100992	1	1	鼓浪屿	嗜魂屋·魄		
137	56128	108192	trap	to_shihunwuming1	1772	51392	100960	1	1	桃花源	嗜魂屋·冥		
137	58400	112768	trap	to_shihunwuming2	1804	57504	100992	1	1	桃花源	嗜魂屋·冥		
137	57152	123776	trap	to_shihunwushu1	1773	51392	100960	1	1	桃花源	嗜魂屋·枢		
137	61600	123680	trap	to_shihunwushu2	1805	57504	100992	1	1	桃花源	嗜魂屋·枢		
1742	53920	103328	trap	to_mobeicaoyuan1	122	54496	120032	1	1	万骨窟·魑	漠北草原		
1774	59296	100928	trap	to_mobeicaoyuan2	122	55104	104448	1	1	万骨窟·魑	漠北草原		
1743	53920	103328	trap	to_mobeicaoyuan1	122	62720	106048	1	1	万骨窟·魅	漠北草原		
1775	59296	100928	trap	to_mobeicaoyuan2	122	60224	113984	1	1	万骨窟·魅	漠北草原		
1744	53920	103328	trap	to_dunhuanggucheng1	123	57920	105376	1	1	万骨窟·魍	敦煌古城		
1776	59296	100928	trap	to_dunhuanggucheng2	123	54272	113408	1	1	万骨窟·魍	敦煌古城		
1745	53920	103328	trap	to_dunhuanggucheng1	123	56128	123712	1	1	万骨窟·魉	敦煌古城		
1777	59296	100928	trap	to_dunhuanggucheng2	123	58208	120128	1	1	万骨窟·魉	敦煌古城		
1746	53920	103328	trap	to_huosirenmu1	124	55552	105440	1	1	拜月坛·朔	活死人墓		
1778	59296	100928	trap	to_huosirenmu2	124	47136	103968	1	1	拜月坛·朔	活死人墓		
1747	53920	103328	trap	to_huosirenmu1	124	48864	98656	1	1	拜月坛·望	活死人墓		
1779	59296	100928	trap	to_huosirenmu2	124	56384	101824	1	1	拜月坛·望	活死人墓		
1748	53920	103328	trap	to_dayutai1	125	57504	123424	1	1	拜月坛·残	大禹台		
1780	59296	100928	trap	to_dayutai2	125	53472	117824	1	1	拜月坛·残	大禹台		
1749	53920	103328	trap	to_dayutai1	125	59200	107616	1	1	拜月坛·眉	大禹台		
1781	59296	100928	trap	to_dayutai2	125	62464	113248	1	1	拜月坛·眉	大禹台		
1750	53920	103328	trap	to_sanxiazhandao1	126	61536	116512	1	1	混阳殿·光	三峡栈道		
1782	59296	100928	trap	to_sanxiazhandao2	126	58656	120992	1	1	混阳殿·光	三峡栈道		
1751	53920	103328	trap	to_sanxiazhandao1	126	50688	110272	1	1	混阳殿·影	三峡栈道		
1783	59296	100928	trap	to_sanxiazhandao2	126	54816	104576	1	1	混阳殿·影	三峡栈道		
1752	53920	103328	trap	to_chiyoudong1	127	52032	105376	1	1	混阳殿·明	蚩尤洞		
1784	59296	100928	trap	to_chiyoudong2	127	55712	103136	1	1	混阳殿·明	蚩尤洞		
1753	53920	103328	trap	to_chiyoudong1	127	57312	97728	1	1	混阳殿·暗	蚩尤洞		
1785	59296	100928	trap	to_chiyoudong2	127	54624	96672	1	1	混阳殿·暗	蚩尤洞		
1754	53920	103328	trap	to_suoyunyuan1	128	57632	120768	1	1	焚明堂·焦	锁云渊		
1786	59296	100928	trap	to_suoyunyuan2	128	55904	114624	1	1	焚明堂·焦	锁云渊		
1755	53920	103328	trap	to_suoyunyuan1	128	53600	106464	1	1	焚明堂·炎	锁云渊		
1787	59296	100928	trap	to_suoyunyuan2	128	59104	103840	1	1	焚明堂·炎	锁云渊		
1756	53920	103328	trap	to_fuliudong1	129	60960	110016	1	1	焚明堂·尘	伏流洞		
1788	59296	100928	trap	to_fuliudong2	129	57248	104960	1	1	焚明堂·尘	伏流洞		
1757	53920	103328	trap	to_fuliudong1	129	53728	104768	1	1	焚明堂·逝	伏流洞		
1789	59296	100928	trap	to_fuliudong2	129	55072	114752	1	1	焚明堂·逝	伏流洞		
1758	53920	103328	trap	to_mengguwangting1	130	54944	116384	1	1	陨丹宫·日	蒙古王庭		
1790	59296	100928	trap	to_mengguwangting2	130	58496	115392	1	1	陨丹宫·日	蒙古王庭		
1759	53920	103328	trap	to_mengguwangting1	130	59776	104288	1	1	陨丹宫·月	蒙古王庭		
1791	59296	100928	trap	to_mengguwangting2	130	55840	108480	1	1	陨丹宫·月	蒙古王庭		
1760	53920	103328	trap	to_yueyaquan1	131	58112	102272	1	1	陨丹宫·星	月牙泉		
1792	59296	100928	trap	to_yueyaquan2	131	58976	110528	1	1	陨丹宫·星	月牙泉		
1761	53920	103328	trap	to_yueyaquan1	131	59968	113376	1	1	陨丹宫·辰	月牙泉		
1793	59296	100928	trap	to_yueyaquan2	131	56416	114784	1	1	陨丹宫·辰	月牙泉		
1762	53920	103328	trap	to_afanggongfeixu1	132	60160	101504	1	1	血罗门·山	阿房宫废墟		
1794	59296	100928	trap	to_afanggongfeixu2	132	54336	104320	1	1	血罗门·山	阿房宫废墟		
1763	53920	103328	trap	to_afanggongfeixu1	132	51872	112128	1	1	血罗门·河	阿房宫废墟		
1795	59296	100928	trap	to_afanggongfeixu2	132	59360	110368	1	1	血罗门·河	阿房宫废墟		
1764	53920	103328	trap	to_liangshanpo1	133	55072	103808	1	1	血罗门·湖	梁山泊		
1796	59296	100928	trap	to_liangshanpo2	133	56768	103744	1	1	血罗门·湖	梁山泊		
1765	53920	103328	trap	to_liangshanpo1	133	57664	115904	1	1	血罗门·海	梁山泊		
1797	59296	100928	trap	to_liangshanpo2	133	61312	117376	1	1	血罗门·海	梁山泊		
1766	53920	103328	trap	to_shennvfeng1	134	57824	105152	1	1	魔龙殿·云	神女峰		
1798	59296	100928	trap	to_shennvfeng2	134	52896	109600	1	1	魔龙殿·云	神女峰		
1767	53920	103328	trap	to_shennvfeng1	134	55904	119136	1	1	魔龙殿·电	神女峰		
1799	59296	100928	trap	to_shennvfeng2	134	59008	116992	1	1	魔龙殿·电	神女峰		
1768	53920	103328	trap	to_yelangjiuxu1	135	64224	107168	1	1	魔龙殿·霓	夜郎旧墟		
1800	59296	100928	trap	to_yelangjiuxu2	135	57088	109024	1	1	魔龙殿·霓	夜郎旧墟		
1769	53920	103328	trap	to_yelangjiuxu1	135	56768	112224	1	1	魔龙殿·风	夜郎旧墟		
1801	59296	100928	trap	to_yelangjiuxu2	135	60896	124864	1	1	魔龙殿·风	夜郎旧墟		
1770	53920	103328	trap	to_gulangyu1	136	62144	100032	1	1	嗜魂屋·灵	鼓浪屿		
1802	59296	100928	trap	to_gulangyu2	136	61728	104544	1	1	嗜魂屋·灵	鼓浪屿		
1771	53920	103328	trap	to_gulangyu1	136	61376	110464	1	1	嗜魂屋·魄	鼓浪屿		
1803	59296	100928	trap	to_gulangyu2	136	60448	112704	1	1	嗜魂屋·魄	鼓浪屿		
1772	53920	103328	trap	to_taohuayuan1	137	56288	108032	1	1	嗜魂屋·冥	桃花源		
1804	59296	100928	trap	to_taohuayuan2	137	58560	112992	1	1	嗜魂屋·冥	桃花源		
1773	53920	103328	trap	to_taohuayuan1	137	57024	123968	1	1	嗜魂屋·枢	桃花源		
1805	59296	100928	trap	to_taohuayuan2	137	61440	123904	1	1	嗜魂屋·枢	桃花源		
2115	49440	102592	trap	to_xiangmiyuan	2108	49824	99872	1	1	灵秀村（1线）	香蜜源（1线）		
2116	49440	102592	trap	to_xiangmiyuan	2109	49824	99872	1	1	灵秀村（2线）	香蜜源（2线）		
2117	49440	102592	trap	to_xiangmiyuan	2110	49824	99872	1	1	灵秀村（3线）	香蜜源（3线）		
2118	49440	102592	trap	to_xiangmiyuan	2111	49824	99872	1	1	灵秀村（4线）	香蜜源（4线）		
2119	49440	102592	trap	to_xiangmiyuan	2112	49824	99872	1	1	灵秀村（5线）	香蜜源（5线）		
2120	49440	102592	trap	to_xiangmiyuan	2113	49824	99872	1	1	灵秀村（6线）	香蜜源（6线）		
2121	49440	102592	trap	to_xiangmiyuan	2114	49824	99872	1	1	灵秀村（7线）	香蜜源（7线）		
2115	54368	101696	trap	to_shunanzhuhai_1	2122	55968	105504	1	1	灵秀村（1线）	蜀南竹海（1线）		
2116	54368	101696	trap	to_shunanzhuhai_1	2123	55968	105504	1	1	灵秀村（2线）	蜀南竹海（2线）		
2117	54368	101696	trap	to_shunanzhuhai_1	2124	55968	105504	1	1	灵秀村（3线）	蜀南竹海（3线）		
2118	54368	101696	trap	to_shunanzhuhai_1	2125	55968	105504	1	1	灵秀村（4线）	蜀南竹海（4线）		
2119	54368	101696	trap	to_shunanzhuhai_1	2126	55968	105504	1	1	灵秀村（5线）	蜀南竹海（5线）		
2120	54368	101696	trap	to_shunanzhuhai_1	2127	55968	105504	1	1	灵秀村（6线）	蜀南竹海（6线）		
2121	54368	101696	trap	to_shunanzhuhai_1	2128	55968	105504	1	1	灵秀村（7线）	蜀南竹海（7线）		
2122	56128	105312	trap	to_lingxiucun	2115	54208	101600	0		蜀南竹海（1线）	灵秀村（1线）		
2123	56128	105312	trap	to_lingxiucun	2116	54208	101600	0		蜀南竹海（2线）	灵秀村（2线）		
2124	56128	105312	trap	to_lingxiucun	2117	54208	101600	0		蜀南竹海（3线）	灵秀村（3线）		
2125	56128	105312	trap	to_lingxiucun	2118	54208	101600	0		蜀南竹海（4线）	灵秀村（4线）		
2126	56128	105312	trap	to_lingxiucun	2119	54208	101600	0		蜀南竹海（5线）	灵秀村（5线）		
2127	56128	105312	trap	to_lingxiucun	2120	54208	101600	0		蜀南竹海（6线）	灵秀村（6线）		
2128	56128	105312	trap	to_lingxiucun	2121	54208	101600	0		蜀南竹海（7线）	灵秀村（7线）		
2108	49600	99808	trap	to_lingxiucun	2115	49568	102848	0		香蜜源（1线）	灵秀村（1线）		
2109	49600	99808	trap	to_lingxiucun	2116	49568	102848	0		香蜜源（2线）	灵秀村（2线）		
2110	49600	99808	trap	to_lingxiucun	2117	49568	102848	0		香蜜源（3线）	灵秀村（3线）		
2111	49600	99808	trap	to_lingxiucun	2118	49568	102848	0		香蜜源（4线）	灵秀村（4线）		
