Id	Faction	nRoute	Sex	szGDPL
30	8	2	1	"2,9,152,2"
30	9	1	1	"2,9,192,2"
30	9	2	1	"2,9,172,2"
30	10	1	1	"2,9,192,2"
30	10	2	1	"2,9,192,2"
30	11	1	1	"2,9,52,2"
30	11	2	1	"2,9,52,2"
30	12	1	1	"2,9,92,2"
30	12	2	1	"2,9,112,2"
30	13	1	1	"2,9,1012,2"
30	13	2	1	"2,9,1012,2"
31	1	1	0	"2,7,108,6"
31	1	2	0	"2,7,108,6"
31	2	1	0	"2,7,108,6"
31	2	2	0	"2,7,108,6"
31	3	1	0	"2,7,128,6"
31	3	2	0	"2,7,128,6"
31	4	1	0	"2,7,128,6"
31	4	2	0	"2,7,128,6"
31	5	1	0	"2,7,148,6"
31	5	2	0	"2,7,148,6"
31	6	1	0	"2,7,148,6"
31	6	2	0	"2,7,148,6"
31	7	1	0	"2,7,168,6"
31	7	2	0	"2,7,168,6"
31	8	1	0	"2,7,168,6"
31	8	2	0	"2,7,168,6"
31	9	1	0	"2,7,188,6"
31	9	2	0	"2,7,188,6"
31	10	1	0	"2,7,188,6"
31	10	2	0	"2,7,188,6"
31	11	1	0	"2,7,128,6"
31	11	2	0	"2,7,128,6"
31	12	1	0	"2,7,148,6"
31	12	2	0	"2,7,148,6"
31	13	1	0	"2,7,188,6"
31	13	2	0	"2,7,188,6"
31	1	1	1	"2,7,118,6"
31	1	2	1	"2,7,118,6"
31	2	1	1	"2,7,118,6"
31	2	2	1	"2,7,118,6"
31	3	1	1	"2,7,138,6"
31	3	2	1	"2,7,138,6"
31	4	1	1	"2,7,138,6"
31	4	2	1	"2,7,138,6"
31	5	1	1	"2,7,158,6"
31	5	2	1	"2,7,158,6"
31	6	1	1	"2,7,158,6"
31	6	2	1	"2,7,158,6"
31	7	1	1	"2,7,178,6"
31	7	2	1	"2,7,178,6"
31	8	1	1	"2,7,178,6"
31	8	2	1	"2,7,178,6"
31	9	1	1	"2,7,198,6"
31	9	2	1	"2,7,198,6"
31	10	1	1	"2,7,198,6"
31	10	2	1	"2,7,198,6"
31	11	1	1	"2,7,138,6"
31	11	2	1	"2,7,138,6"
31	12	1	1	"2,7,158,6"
31	12	2	1	"2,7,158,6"
31	13	1	1	"2,7,198,6"
31	13	2	1	"2,7,198,6"
32	1	1	0	"2,6,57,6"
32	1	2	0	"2,6,57,6"
32	2	1	0	"2,6,57,6"
32	2	2	0	"2,6,57,6"
32	3	1	0	"2,6,67,6"
32	3	2	0	"2,6,67,6"
32	4	1	0	"2,6,67,6"
32	4	2	0	"2,6,67,6"
32	5	1	0	"2,6,77,6"
32	5	2	0	"2,6,77,6"
32	6	1	0	"2,6,77,6"
32	6	2	0	"2,6,77,6"
32	7	1	0	"2,6,87,6"
32	7	2	0	"2,6,87,6"
32	8	1	0	"2,6,87,6"
32	8	2	0	"2,6,87,6"
32	9	1	0	"2,6,97,6"
32	9	2	0	"2,6,97,6"
32	10	1	0	"2,6,97,6"
32	10	2	0	"2,6,97,6"
32	11	1	0	"2,6,67,6"
32	11	2	0	"2,6,67,6"
32	12	1	0	"2,6,77,6"
32	12	2	0	"2,6,77,6"
32	13	1	0	"2,6,97,6"
32	13	2	0	"2,6,97,6"
32	1	1	1	"2,6,57,6"
32	1	2	1	"2,6,57,6"
32	2	1	1	"2,6,57,6"
32	2	2	1	"2,6,57,6"
32	3	1	1	"2,6,67,6"
32	3	2	1	"2,6,67,6"
32	4	1	1	"2,6,67,6"
32	4	2	1	"2,6,67,6"
32	5	1	1	"2,6,77,6"
32	5	2	1	"2,6,77,6"
32	6	1	1	"2,6,77,6"
32	6	2	1	"2,6,77,6"
32	7	1	1	"2,6,87,6"
32	7	2	1	"2,6,87,6"
32	8	1	1	"2,6,87,6"
32	8	2	1	"2,6,87,6"
32	9	1	1	"2,6,97,6"
32	9	2	1	"2,6,97,6"
32	10	1	1	"2,6,97,6"
32	10	2	1	"2,6,97,6"
32	11	1	1	"2,6,67,6"
32	11	2	1	"2,6,67,6"
32	12	1	1	"2,6,77,6"
32	12	2	1	"2,6,77,6"
32	13	1	1	"2,6,97,6"
32	13	2	1	"2,6,97,6"
33	1	1	0	"2,10,108,6"
33	1	2	0	"2,10,108,6"
33	2	1	0	"2,10,108,6"
33	2	2	0	"2,10,108,6"
33	3	1	0	"2,10,128,6"
33	3	2	0	"2,10,128,6"
33	4	1	0	"2,10,128,6"
33	4	2	0	"2,10,128,6"
33	5	1	0	"2,10,148,6"
33	5	2	0	"2,10,148,6"
33	6	1	0	"2,10,148,6"
33	6	2	0	"2,10,148,6"
33	7	1	0	"2,10,168,6"
33	7	2	0	"2,10,168,6"
33	8	1	0	"2,10,168,6"
33	8	2	0	"2,10,168,6"
33	9	1	0	"2,10,188,6"
33	9	2	0	"2,10,188,6"
33	10	1	0	"2,10,188,6"
33	10	2	0	"2,10,188,6"
33	11	1	0	"2,10,128,6"
33	11	2	0	"2,10,128,6"
33	12	1	0	"2,10,148,6"
33	12	2	0	"2,10,148,6"
33	13	1	0	"2,10,188,6"
33	13	2	0	"2,10,188,6"
33	1	1	1	"2,10,118,6"
33	1	2	1	"2,10,118,6"
33	2	1	1	"2,10,118,6"
33	2	2	1	"2,10,118,6"
33	3	1	1	"2,10,138,6"
33	3	2	1	"2,10,138,6"
33	4	1	1	"2,10,138,6"
33	4	2	1	"2,10,138,6"
33	5	1	1	"2,10,158,6"
33	5	2	1	"2,10,158,6"
33	6	1	1	"2,10,158,6"
33	6	2	1	"2,10,158,6"
33	7	1	1	"2,10,178,6"
33	7	2	1	"2,10,178,6"
33	8	1	1	"2,10,178,6"
33	8	2	1	"2,10,178,6"
33	9	1	1	"2,10,198,6"
33	9	2	1	"2,10,198,6"
33	10	1	1	"2,10,198,6"
33	10	2	1	"2,10,198,6"
33	11	1	1	"2,10,138,6"
33	11	2	1	"2,10,138,6"
33	12	1	1	"2,10,158,6"
33	12	2	1	"2,10,158,6"
33	13	1	1	"2,10,198,6"
33	13	2	1	"2,10,198,6"
34	1	1	0	"2,11,106,6"
34	1	2	0	"2,11,106,6"
34	2	1	0	"2,11,106,6"
34	2	2	0	"2,11,106,6"
34	3	1	0	"2,11,126,6"
34	3	2	0	"2,11,126,6"
34	4	1	0	"2,11,126,6"
34	4	2	0	"2,11,126,6"
34	5	1	0	"2,11,146,6"
34	5	2	0	"2,11,146,6"
34	6	1	0	"2,11,146,6"
34	6	2	0	"2,11,146,6"
34	7	1	0	"2,11,166,6"
34	7	2	0	"2,11,166,6"
34	8	1	0	"2,11,166,6"
34	8	2	0	"2,11,166,6"
34	9	1	0	"2,11,186,6"
34	9	2	0	"2,11,186,6"
34	10	1	0	"2,11,186,6"
34	10	2	0	"2,11,186,6"
34	11	1	0	"2,11,126,6"
34	11	2	0	"2,11,126,6"
34	12	1	0	"2,11,146,6"
34	12	2	0	"2,11,146,6"
34	13	1	0	"2,11,186,6"
34	13	2	0	"2,11,186,6"
34	1	1	1	"2,11,116,6"
34	1	2	1	"2,11,116,6"
34	2	1	1	"2,11,116,6"
34	2	2	1	"2,11,116,6"
34	3	1	1	"2,11,136,6"
34	3	2	1	"2,11,136,6"
34	4	1	1	"2,11,136,6"
34	4	2	1	"2,11,136,6"
34	5	1	1	"2,11,156,6"
34	5	2	1	"2,11,156,6"
34	6	1	1	"2,11,156,6"
34	6	2	1	"2,11,156,6"
34	7	1	1	"2,11,176,6"
34	7	2	1	"2,11,176,6"
34	8	1	1	"2,11,176,6"
34	8	2	1	"2,11,176,6"
34	9	1	1	"2,11,196,6"
34	9	2	1	"2,11,196,6"
34	10	1	1	"2,11,196,6"
34	10	2	1	"2,11,196,6"
34	11	1	1	"2,11,136,6"
34	11	2	1	"2,11,136,6"
34	12	1	1	"2,11,156,6"
34	12	2	1	"2,11,156,6"
34	13	1	1	"2,11,196,6"
34	13	2	1	"2,11,196,6"
35	1	1	0	"2,8,106,6"
35	1	2	0	"2,8,106,6"
35	2	1	0	"2,8,106,6"
35	2	2	0	"2,8,106,6"
35	3	1	0	"2,8,126,6"
35	3	2	0	"2,8,126,6"
35	4	1	0	"2,8,126,6"
35	4	2	0	"2,8,126,6"
35	5	1	0	"2,8,146,6"
35	5	2	0	"2,8,146,6"
35	6	1	0	"2,8,146,6"
35	6	2	0	"2,8,146,6"
35	7	1	0	"2,8,166,6"
35	7	2	0	"2,8,166,6"
35	8	1	0	"2,8,166,6"
35	8	2	0	"2,8,166,6"
35	9	1	0	"2,8,186,6"
35	9	2	0	"2,8,186,6"
35	10	1	0	"2,8,186,6"
35	10	2	0	"2,8,186,6"
35	11	1	0	"2,8,126,6"
35	11	2	0	"2,8,126,6"
35	12	1	0	"2,8,146,6"
35	12	2	0	"2,8,146,6"
35	13	1	0	"2,8,186,6"
35	13	2	0	"2,8,186,6"
35	1	1	1	"2,8,116,6"
35	1	2	1	"2,8,116,6"
35	2	1	1	"2,8,116,6"
35	2	2	1	"2,8,116,6"
35	3	1	1	"2,8,136,6"
35	3	2	1	"2,8,136,6"
35	4	1	1	"2,8,136,6"
35	4	2	1	"2,8,136,6"
35	5	1	1	"2,8,156,6"
35	5	2	1	"2,8,156,6"
35	6	1	1	"2,8,156,6"
35	6	2	1	"2,8,156,6"
35	7	1	1	"2,8,176,6"
35	7	2	1	"2,8,176,6"
35	8	1	1	"2,8,176,6"
35	8	2	1	"2,8,176,6"
35	9	1	1	"2,8,196,6"
35	9	2	1	"2,8,196,6"
35	10	1	1	"2,8,196,6"
35	10	2	1	"2,8,196,6"
35	11	1	1	"2,8,136,6"
35	11	2	1	"2,8,136,6"
35	12	1	1	"2,8,156,6"
35	12	2	1	"2,8,156,6"
35	13	1	1	"2,8,196,6"
35	13	2	1	"2,8,196,6"
36	1	1	0	"2,4,56,6"
36	1	2	0	"2,4,56,6"
36	2	1	0	"2,4,56,6"
36	2	2	0	"2,4,56,6"
36	3	1	0	"2,4,66,6"
36	3	2	0	"2,4,66,6"
36	4	1	0	"2,4,66,6"
36	4	2	0	"2,4,66,6"
36	5	1	0	"2,4,76,6"
36	5	2	0	"2,4,76,6"
36	6	1	0	"2,4,76,6"
36	6	2	0	"2,4,76,6"
36	7	1	0	"2,4,86,6"
36	7	2	0	"2,4,86,6"
36	8	1	0	"2,4,86,6"
36	8	2	0	"2,4,86,6"
36	9	1	0	"2,4,96,6"
36	9	2	0	"2,4,96,6"
36	10	1	0	"2,4,96,6"
36	10	2	0	"2,4,96,6"
36	11	1	0	"2,4,66,6"
36	11	2	0	"2,4,66,6"
36	12	1	0	"2,4,76,6"
36	12	2	0	"2,4,76,6"
36	13	1	0	"2,4,96,6"
36	13	2	0	"2,4,96,6"
36	1	1	1	"2,4,56,6"
36	1	2	1	"2,4,56,6"
36	2	1	1	"2,4,56,6"
36	2	2	1	"2,4,56,6"
36	3	1	1	"2,4,66,6"
36	3	2	1	"2,4,66,6"
36	4	1	1	"2,4,66,6"
36	4	2	1	"2,4,66,6"
36	5	1	1	"2,4,76,6"
36	5	2	1	"2,4,76,6"
36	6	1	1	"2,4,76,6"
36	6	2	1	"2,4,76,6"
36	7	1	1	"2,4,86,6"
36	7	2	1	"2,4,86,6"
36	8	1	1	"2,4,86,6"
36	8	2	1	"2,4,86,6"
36	9	1	1	"2,4,96,6"
36	9	2	1	"2,4,96,6"
36	10	1	1	"2,4,96,6"
36	10	2	1	"2,4,96,6"
36	11	1	1	"2,4,66,6"
36	11	2	1	"2,4,66,6"
36	12	1	1	"2,4,76,6"
36	12	2	1	"2,4,76,6"
36	13	1	1	"2,4,96,6"
36	13	2	1	"2,4,96,6"
37	1	1	0	"2,3,228,6"
37	1	2	0	"2,3,208,6"
37	2	1	0	"2,3,208,6"
37	2	2	0	"2,3,208,6"
37	3	1	0	"2,3,248,6"
37	3	2	0	"2,3,248,6"
37	4	1	0	"2,3,248,6"
37	4	2	0	"2,3,268,6"
37	5	1	0	"2,3,308,6"
37	5	2	0	"2,3,308,6"
37	6	1	0	"2,3,308,6"
37	6	2	0	"2,3,308,6"
37	7	1	0	"2,3,348,6"
37	7	2	0	"2,3,348,6"
37	8	1	0	"2,3,328,6"
37	8	2	0	"2,3,348,6"
37	9	1	0	"2,3,388,6"
37	9	2	0	"2,3,368,6"
37	10	1	0	"2,3,388,6"
37	10	2	0	"2,3,388,6"
37	11	1	0	"2,3,248,6"
37	11	2	0	"2,3,248,6"
37	12	1	0	"2,3,288,6"
37	12	2	0	"2,3,308,6"
37	13	1	0	"2,3,1400,6"
37	13	2	0	"2,3,1400,6"
37	1	1	1	"2,3,238,6"
37	1	2	1	"2,3,218,6"
37	2	1	1	"2,3,218,6"
37	2	2	1	"2,3,218,6"
37	3	1	1	"2,3,258,6"
37	3	2	1	"2,3,258,6"
37	4	1	1	"2,3,258,6"
37	4	2	1	"2,3,278,6"
37	5	1	1	"2,3,318,6"
37	5	2	1	"2,3,318,6"
37	6	1	1	"2,3,318,6"
37	6	2	1	"2,3,318,6"
37	7	1	1	"2,3,358,6"
37	7	2	1	"2,3,358,6"
37	8	1	1	"2,3,338,6"
37	8	2	1	"2,3,358,6"
37	9	1	1	"2,3,398,6"
37	9	2	1	"2,3,378,6"
37	10	1	1	"2,3,398,6"
37	10	2	1	"2,3,398,6"
37	11	1	1	"2,3,258,6"
37	11	2	1	"2,3,258,6"
37	12	1	1	"2,3,298,6"
37	12	2	1	"2,3,318,6"
37	13	1	1	"2,3,1410,6"
37	13	2	1	"2,3,1410,6"
38	1	1	0	"2,5,56,6"
38	1	2	0	"2,5,56,6"
38	2	1	0	"2,5,56,6"
38	2	2	0	"2,5,56,6"
38	3	1	0	"2,5,66,6"
38	3	2	0	"2,5,66,6"
38	4	1	0	"2,5,66,6"
38	4	2	0	"2,5,66,6"
38	5	1	0	"2,5,76,6"
38	5	2	0	"2,5,76,6"
38	6	1	0	"2,5,76,6"
38	6	2	0	"2,5,76,6"
38	7	1	0	"2,5,86,6"
38	7	2	0	"2,5,86,6"
38	8	1	0	"2,5,86,6"
38	8	2	0	"2,5,86,6"
38	9	1	0	"2,5,96,6"
38	9	2	0	"2,5,96,6"
38	10	1	0	"2,5,96,6"
38	10	2	0	"2,5,96,6"
38	11	1	0	"2,5,66,6"
38	11	2	0	"2,5,66,6"
38	12	1	0	"2,5,76,6"
38	12	2	0	"2,5,76,6"
38	13	1	0	"2,5,96,6"
38	13	2	0	"2,5,96,6"
38	1	1	1	"2,5,56,6"
38	1	2	1	"2,5,56,6"
38	2	1	1	"2,5,56,6"
38	2	2	1	"2,5,56,6"
38	3	1	1	"2,5,66,6"
38	3	2	1	"2,5,66,6"
38	4	1	1	"2,5,66,6"
38	4	2	1	"2,5,66,6"
38	5	1	1	"2,5,76,6"
38	5	2	1	"2,5,76,6"
38	6	1	1	"2,5,76,6"
38	6	2	1	"2,5,76,6"
38	7	1	1	"2,5,86,6"
38	7	2	1	"2,5,86,6"
38	8	1	1	"2,5,86,6"
38	8	2	1	"2,5,86,6"
38	9	1	1	"2,5,96,6"
38	9	2	1	"2,5,96,6"
38	10	1	1	"2,5,96,6"
38	10	2	1	"2,5,96,6"
38	11	1	1	"2,5,66,6"
38	11	2	1	"2,5,66,6"
38	12	1	1	"2,5,76,6"
38	12	2	1	"2,5,76,6"
38	13	1	1	"2,5,96,6"
38	13	2	1	"2,5,96,6"
39	1	1	0	"2,9,226,6"
39	1	2	0	"2,9,206,6"
39	2	1	0	"2,9,206,6"
39	2	2	0	"2,9,206,6"
39	3	1	0	"2,9,246,6"
39	3	2	0	"2,9,246,6"
39	4	1	0	"2,9,246,6"
39	4	2	0	"2,9,266,6"
39	5	1	0	"2,9,306,6"
39	5	2	0	"2,9,306,6"
39	6	1	0	"2,9,306,6"
39	6	2	0	"2,9,306,6"
39	7	1	0	"2,9,346,6"
39	7	2	0	"2,9,346,6"
39	8	1	0	"2,9,326,6"
39	8	2	0	"2,9,346,6"
39	9	1	0	"2,9,386,6"
39	9	2	0	"2,9,366,6"
39	10	1	0	"2,9,386,6"
39	10	2	0	"2,9,386,6"
39	11	1	0	"2,9,246,6"
39	11	2	0	"2,9,246,6"
39	12	1	0	"2,9,286,6"
39	12	2	0	"2,9,306,6"
39	13	1	0	"2,9,1026,6"
39	13	2	0	"2,9,1026,6"
39	1	1	1	"2,9,296,6"
39	1	2	1	"2,9,216,6"
39	2	1	1	"2,9,216,6"
39	2	2	1	"2,9,216,6"
39	3	1	1	"2,9,256,6"
39	3	2	1	"2,9,256,6"
39	4	1	1	"2,9,256,6"
39	4	2	1	"2,9,276,6"
39	5	1	1	"2,9,316,6"
39	5	2	1	"2,9,316,6"
39	6	1	1	"2,9,316,6"
39	6	2	1	"2,9,316,6"
39	7	1	1	"2,9,356,6"
39	7	2	1	"2,9,356,6"
39	8	1	1	"2,9,356,6"
39	8	2	1	"2,9,356,6"
39	9	1	1	"2,9,396,6"
39	9	2	1	"2,9,376,6"
39	10	1	1	"2,9,396,6"
39	10	2	1	"2,9,396,6"
39	11	1	1	"2,9,256,6"
39	11	2	1	"2,9,256,6"
39	12	1	1	"2,9,296,6"
39	12	2	1	"2,9,316,6"
39	13	1	1	"2,9,1036,6"
39	13	2	1	"2,9,1036,6"
40	1	1	0	"2,1,187,6"
40	1	2	0	"2,1,197,6"
40	2	1	0	"2,1,207,6"
40	2	2	0	"2,1,217,6"
40	3	1	0	"2,2,26,6"
40	3	2	0	"2,2,36,6"
40	4	1	0	"2,1,227,6"
40	4	2	0	"2,1,237,6"
40	5	1	0	"2,1,267,6"
40	5	2	0	"2,1,277,6"
40	6	1	0	"2,1,277,6"
40	6	2	0	"2,1,247,6"
40	7	1	0	"2,1,307,6"
40	7	2	0	"2,1,287,6"
40	8	1	0	"2,1,297,6"
40	8	2	0	"2,1,317,6"
40	9	1	0	"2,1,347,6"
40	9	2	0	"2,1,337,6"
40	10	1	0	"2,1,327,6"
40	10	2	0	"2,1,357,6"
40	11	1	0	"2,1,927,6"
40	11	2	0	"2,1,937,6"
40	12	1	0	"2,1,257,6"
40	12	2	0	"2,1,277,6"
40	13	1	0	"2,1,1482,6"
40	13	2	0	"2,2,180,6"
40	1	1	1	"2,1,187,6"
40	1	2	1	"2,1,197,6"
40	2	1	1	"2,1,207,6"
40	2	2	1	"2,1,217,6"
40	3	1	1	"2,2,26,6"
40	3	2	1	"2,2,36,6"
40	4	1	1	"2,1,227,6"
40	4	2	1	"2,1,237,6"
40	5	1	1	"2,1,267,6"
40	5	2	1	"2,1,277,6"
40	6	1	1	"2,1,277,6"
40	6	2	1	"2,1,247,6"
40	7	1	1	"2,1,307,6"
40	7	2	1	"2,1,287,6"
40	8	1	1	"2,1,297,6"
40	8	2	1	"2,1,317,6"
40	9	1	1	"2,1,347,6"
40	9	2	1	"2,1,337,6"
40	10	1	1	"2,1,327,6"
40	10	2	1	"2,1,357,6"
40	11	1	1	"2,1,927,6"
40	11	2	1	"2,1,937,6"
40	12	1	1	"2,1,257,6"
40	12	2	1	"2,1,277,6"
40	13	1	1	"2,1,1482,6"
40	13	2	1	"2,2,180,6"
41	1	1	0	"2,7,109,7"
41	1	2	0	"2,7,109,7"
41	2	1	0	"2,7,109,7"
41	2	2	0	"2,7,109,7"
41	3	1	0	"2,7,129,7"
41	3	2	0	"2,7,129,7"
41	4	1	0	"2,7,129,7"
41	4	2	0	"2,7,129,7"
41	5	1	0	"2,7,149,7"
41	5	2	0	"2,7,149,7"
41	6	1	0	"2,7,149,7"
41	6	2	0	"2,7,149,7"
41	7	1	0	"2,7,169,7"
41	7	2	0	"2,7,169,7"
41	8	1	0	"2,7,169,7"
41	8	2	0	"2,7,169,7"
41	9	1	0	"2,7,189,7"
41	9	2	0	"2,7,189,7"
41	10	1	0	"2,7,189,7"
41	10	2	0	"2,7,189,7"
41	11	1	0	"2,7,129,7"
41	11	2	0	"2,7,129,7"
41	12	1	0	"2,7,149,7"
41	12	2	0	"2,7,149,7"
41	13	1	0	"2,7,189,7"
41	13	2	0	"2,7,189,7"
41	1	1	1	"2,7,119,7"
41	1	2	1	"2,7,119,7"
41	2	1	1	"2,7,119,7"
41	2	2	1	"2,7,119,7"
41	3	1	1	"2,7,139,7"
41	3	2	1	"2,7,139,7"
41	4	1	1	"2,7,139,7"
41	4	2	1	"2,7,139,7"
41	5	1	1	"2,7,159,7"
41	5	2	1	"2,7,159,7"
41	6	1	1	"2,7,159,7"
41	6	2	1	"2,7,159,7"
41	7	1	1	"2,7,179,7"
41	7	2	1	"2,7,179,7"
41	8	1	1	"2,7,179,7"
41	8	2	1	"2,7,179,7"
41	9	1	1	"2,7,199,7"
41	9	2	1	"2,7,199,7"
41	10	1	1	"2,7,199,7"
41	10	2	1	"2,7,199,7"
41	11	1	1	"2,7,139,7"
41	11	2	1	"2,7,139,7"
41	12	1	1	"2,7,159,7"
41	12	2	1	"2,7,159,7"
41	13	1	1	"2,7,199,7"
41	13	2	1	"2,7,199,7"
42	1	1	0	"2,6,58,7"
42	1	2	0	"2,6,58,7"
42	2	1	0	"2,6,58,7"
42	2	2	0	"2,6,58,7"
42	3	1	0	"2,6,68,7"
42	3	2	0	"2,6,68,7"
42	4	1	0	"2,6,68,7"
42	4	2	0	"2,6,68,7"
42	5	1	0	"2,6,78,7"
42	5	2	0	"2,6,78,7"
42	6	1	0	"2,6,78,7"
42	6	2	0	"2,6,78,7"
42	7	1	0	"2,6,88,7"
42	7	2	0	"2,6,88,7"
42	8	1	0	"2,6,88,7"
42	8	2	0	"2,6,88,7"
42	9	1	0	"2,6,98,7"
42	9	2	0	"2,6,98,7"
42	10	1	0	"2,6,98,7"
42	10	2	0	"2,6,98,7"
42	11	1	0	"2,6,68,7"
42	11	2	0	"2,6,68,7"
42	12	1	0	"2,6,78,7"
42	12	2	0	"2,6,78,7"
42	13	1	0	"2,6,98,7"
42	13	2	0	"2,6,98,7"
42	1	1	1	"2,6,58,7"
42	1	2	1	"2,6,58,7"
42	2	1	1	"2,6,58,7"
42	2	2	1	"2,6,58,7"
42	3	1	1	"2,6,68,7"
42	3	2	1	"2,6,68,7"
42	4	1	1	"2,6,68,7"
42	4	2	1	"2,6,68,7"
42	5	1	1	"2,6,78,7"
42	5	2	1	"2,6,78,7"
42	6	1	1	"2,6,78,7"
42	6	2	1	"2,6,78,7"
42	7	1	1	"2,6,88,7"
42	7	2	1	"2,6,88,7"
42	8	1	1	"2,6,88,7"
42	8	2	1	"2,6,88,7"
42	9	1	1	"2,6,98,7"
42	9	2	1	"2,6,98,7"
42	10	1	1	"2,6,98,7"
42	10	2	1	"2,6,98,7"
42	11	1	1	"2,6,68,7"
42	11	2	1	"2,6,68,7"
42	12	1	1	"2,6,78,7"
42	12	2	1	"2,6,78,7"
42	13	1	1	"2,6,98,7"
42	13	2	1	"2,6,98,7"
43	1	1	0	"2,10,109,7"
43	1	2	0	"2,10,109,7"
43	2	1	0	"2,10,109,7"
43	2	2	0	"2,10,109,7"
43	3	1	0	"2,10,129,7"
43	3	2	0	"2,10,129,7"
43	4	1	0	"2,10,129,7"
43	4	2	0	"2,10,129,7"
43	5	1	0	"2,10,149,7"
43	5	2	0	"2,10,149,7"
43	6	1	0	"2,10,149,7"
43	6	2	0	"2,10,149,7"
43	7	1	0	"2,10,169,7"
43	7	2	0	"2,10,169,7"
43	8	1	0	"2,10,169,7"
43	8	2	0	"2,10,169,7"
43	9	1	0	"2,10,189,7"
43	9	2	0	"2,10,189,7"
43	10	1	0	"2,10,189,7"
43	10	2	0	"2,10,189,7"
43	11	1	0	"2,10,129,7"
43	11	2	0	"2,10,129,7"
43	12	1	0	"2,10,149,7"
43	12	2	0	"2,10,149,7"
43	13	1	0	"2,10,189,7"
43	13	2	0	"2,10,189,7"
43	1	1	1	"2,10,119,7"
43	1	2	1	"2,10,119,7"
43	2	1	1	"2,10,119,7"
43	2	2	1	"2,10,119,7"
43	3	1	1	"2,10,139,7"
43	3	2	1	"2,10,139,7"
43	4	1	1	"2,10,139,7"
43	4	2	1	"2,10,139,7"
43	5	1	1	"2,10,159,7"
43	5	2	1	"2,10,159,7"
43	6	1	1	"2,10,159,7"
43	6	2	1	"2,10,159,7"
43	7	1	1	"2,10,179,7"
43	7	2	1	"2,10,179,7"
43	8	1	1	"2,10,179,7"
43	8	2	1	"2,10,179,7"
43	9	1	1	"2,10,199,7"
43	9	2	1	"2,10,199,7"
43	10	1	1	"2,10,199,7"
43	10	2	1	"2,10,199,7"
43	11	1	1	"2,10,139,7"
43	11	2	1	"2,10,139,7"
43	12	1	1	"2,10,159,7"
43	12	2	1	"2,10,159,7"
43	13	1	1	"2,10,199,7"
43	13	2	1	"2,10,199,7"
44	1	1	0	"2,11,107,7"
44	1	2	0	"2,11,107,7"
44	2	1	0	"2,11,107,7"
44	2	2	0	"2,11,107,7"
44	3	1	0	"2,11,127,7"
44	3	2	0	"2,11,127,7"
44	4	1	0	"2,11,127,7"
44	4	2	0	"2,11,127,7"
44	5	1	0	"2,11,147,7"
44	5	2	0	"2,11,147,7"
44	6	1	0	"2,11,147,7"
44	6	2	0	"2,11,147,7"
44	7	1	0	"2,11,167,7"
44	7	2	0	"2,11,167,7"
44	8	1	0	"2,11,167,7"
44	8	2	0	"2,11,167,7"
44	9	1	0	"2,11,187,7"
44	9	2	0	"2,11,187,7"
44	10	1	0	"2,11,187,7"
44	10	2	0	"2,11,187,7"
44	11	1	0	"2,11,127,7"
44	11	2	0	"2,11,127,7"
44	12	1	0	"2,11,147,7"
44	12	2	0	"2,11,147,7"
44	13	1	0	"2,11,187,7"
44	13	2	0	"2,11,187,7"
44	1	1	1	"2,11,117,7"
44	1	2	1	"2,11,117,7"
44	2	1	1	"2,11,117,7"
44	2	2	1	"2,11,117,7"
44	3	1	1	"2,11,137,7"
44	3	2	1	"2,11,137,7"
44	4	1	1	"2,11,137,7"
44	4	2	1	"2,11,137,7"
44	5	1	1	"2,11,157,7"
44	5	2	1	"2,11,157,7"
44	6	1	1	"2,11,157,7"
44	6	2	1	"2,11,157,7"
44	7	1	1	"2,11,177,7"
44	7	2	1	"2,11,177,7"
44	8	1	1	"2,11,177,7"
44	8	2	1	"2,11,177,7"
44	9	1	1	"2,11,197,7"
44	9	2	1	"2,11,197,7"
44	10	1	1	"2,11,197,7"
44	10	2	1	"2,11,197,7"
44	11	1	1	"2,11,137,7"
44	11	2	1	"2,11,137,7"
44	12	1	1	"2,11,157,7"
44	12	2	1	"2,11,157,7"
44	13	1	1	"2,11,197,7"
44	13	2	1	"2,11,197,7"
45	1	1	0	"2,8,107,7"
45	1	2	0	"2,8,107,7"
45	2	1	0	"2,8,107,7"
45	2	2	0	"2,8,107,7"
45	3	1	0	"2,8,127,7"
45	3	2	0	"2,8,127,7"
45	4	1	0	"2,8,127,7"
45	4	2	0	"2,8,127,7"
45	5	1	0	"2,8,147,7"
45	5	2	0	"2,8,147,7"
45	6	1	0	"2,8,147,7"
45	6	2	0	"2,8,147,7"
45	7	1	0	"2,8,167,7"
45	7	2	0	"2,8,167,7"
45	8	1	0	"2,8,167,7"
45	8	2	0	"2,8,167,7"
45	9	1	0	"2,8,187,7"
45	9	2	0	"2,8,187,7"
45	10	1	0	"2,8,187,7"
45	10	2	0	"2,8,187,7"
45	11	1	0	"2,8,127,7"
45	11	2	0	"2,8,127,7"
45	12	1	0	"2,8,147,7"
45	12	2	0	"2,8,147,7"
45	13	1	0	"2,8,187,7"
45	13	2	0	"2,8,187,7"
45	1	1	1	"2,8,117,7"
45	1	2	1	"2,8,117,7"
45	2	1	1	"2,8,117,7"
45	2	2	1	"2,8,117,7"
45	3	1	1	"2,8,137,7"
45	3	2	1	"2,8,137,7"
45	4	1	1	"2,8,137,7"
45	4	2	1	"2,8,137,7"
45	5	1	1	"2,8,157,7"
45	5	2	1	"2,8,157,7"
