Name	RefineId	Index	ProduceGenre	ProduceDetail	ProduceParti	ProduceLevel	Faction	AttRoute	Sex	EquipGenre	EquipDetail	EquipParti	EquipLevel	Fee
Bộ Liên Đấu Cam_Bố giáp nữ hệ Mộc	4	64	4	3	36	10	-1	-1	-1	2	3	1290	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Thủy	4	65	4	3	73	10	-1	-1	-1	2	3	92	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Thủy	4	66	4	3	74	10	-1	-1	-1	2	3	102	10	10000
Bộ Liên Đấu Xanh_Bố giáp nam hệ Thủy	4	67	4	3	37	10	-1	-1	-1	2	3	112	10	10000
Bộ Liên Đấu Xanh_Bố giáp nữ hệ Thủy	4	68	4	3	38	10	-1	-1	-1	2	3	122	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Thủy	4	69	4	3	75	10	-1	-1	-1	2	3	292	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Thủy	4	70	4	3	76	10	-1	-1	-1	2	3	302	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Thủy	4	71	4	3	39	10	-1	-1	-1	2	3	312	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Thủy	4	72	4	3	40	10	-1	-1	-1	2	3	322	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Thủy	4	73	4	3	75	10	-1	-1	-1	2	3	492	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Thủy	4	74	4	3	76	10	-1	-1	-1	2	3	502	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Thủy	4	75	4	3	39	10	-1	-1	-1	2	3	512	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Thủy	4	76	4	3	40	10	-1	-1	-1	2	3	522	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Thủy	4	77	4	3	77	10	-1	-1	-1	2	3	692	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Thủy	4	78	4	3	78	10	-1	-1	-1	2	3	702	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Thủy	4	79	4	3	41	10	-1	-1	-1	2	3	712	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Thủy	4	80	4	3	42	10	-1	-1	-1	2	3	722	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Thủy	4	81	4	3	77	10	-1	-1	-1	2	3	892	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Thủy	4	82	4	3	78	10	-1	-1	-1	2	3	902	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Thủy	4	83	4	3	41	10	-1	-1	-1	2	3	912	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Thủy	4	84	4	3	42	10	-1	-1	-1	2	3	922	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Thủy	4	85	4	3	73	10	-1	-1	-1	2	3	1056	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Thủy	4	86	4	3	74	10	-1	-1	-1	2	3	1062	10	10000
Bộ Liên Đấu Xanh_Bố giáp nam hệ Thủy	4	87	4	3	37	10	-1	-1	-1	2	3	1068	10	10000
Bộ Liên Đấu Xanh_Bố giáp nữ hệ Thủy	4	88	4	3	38	10	-1	-1	-1	2	3	1074	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Thủy	4	89	4	3	75	10	-1	-1	-1	2	3	1176	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Thủy	4	90	4	3	76	10	-1	-1	-1	2	3	1182	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Thủy	4	91	4	3	39	10	-1	-1	-1	2	3	1188	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Thủy	4	92	4	3	40	10	-1	-1	-1	2	3	1194	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Thủy	4	93	4	3	77	10	-1	-1	-1	2	3	1296	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Thủy	4	94	4	3	78	10	-1	-1	-1	2	3	1302	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Thủy	4	95	4	3	41	10	-1	-1	-1	2	3	1308	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Thủy	4	96	4	3	42	10	-1	-1	-1	2	3	1314	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Hỏa	4	97	4	3	79	10	-1	-1	-1	2	3	132	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Hỏa	4	98	4	3	80	10	-1	-1	-1	2	3	142	10	10000
Bộ Liên Đấu Xanh_Bì giáp nam hệ Hỏa	4	99	4	3	61	10	-1	-1	-1	2	3	152	10	10000
Bộ Liên Đấu Xanh_Bì giáp nữ hệ Hỏa	4	100	4	3	62	10	-1	-1	-1	2	3	162	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Hỏa	4	101	4	3	81	10	-1	-1	-1	2	3	332	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Hỏa	4	102	4	3	82	10	-1	-1	-1	2	3	342	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Hỏa	4	103	4	3	63	10	-1	-1	-1	2	3	352	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Hỏa	4	104	4	3	64	10	-1	-1	-1	2	3	362	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Hỏa	4	105	4	3	81	10	-1	-1	-1	2	3	532	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Hỏa	4	106	4	3	82	10	-1	-1	-1	2	3	542	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Hỏa	4	107	4	3	63	10	-1	-1	-1	2	3	552	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Hỏa	4	108	4	3	64	10	-1	-1	-1	2	3	562	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Hỏa	4	109	4	3	83	10	-1	-1	-1	2	3	732	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Hỏa	4	110	4	3	84	10	-1	-1	-1	2	3	742	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Hỏa	4	111	4	3	65	10	-1	-1	-1	2	3	752	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Hỏa	4	112	4	3	66	10	-1	-1	-1	2	3	762	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Hỏa	4	113	4	3	83	10	-1	-1	-1	2	3	932	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Hỏa	4	114	4	3	84	10	-1	-1	-1	2	3	942	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Hỏa	4	115	4	3	65	10	-1	-1	-1	2	3	952	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Hỏa	4	116	4	3	66	10	-1	-1	-1	2	3	962	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Hỏa	4	117	4	3	79	10	-1	-1	-1	2	3	1080	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Hỏa	4	118	4	3	80	10	-1	-1	-1	2	3	1086	10	10000
Bộ Liên Đấu Xanh_Bì giáp nam hệ Hỏa	4	119	4	3	61	10	-1	-1	-1	2	3	1092	10	10000
Bộ Liên Đấu Xanh_Bì giáp nữ hệ Hỏa	4	120	4	3	62	10	-1	-1	-1	2	3	1098	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Hỏa	4	121	4	3	81	10	-1	-1	-1	2	3	1200	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Hỏa	4	122	4	3	82	10	-1	-1	-1	2	3	1206	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Hỏa	4	123	4	3	63	10	-1	-1	-1	2	3	1212	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Hỏa	4	124	4	3	64	10	-1	-1	-1	2	3	1218	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Hỏa	4	125	4	3	83	10	-1	-1	-1	2	3	1320	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Hỏa	4	126	4	3	84	10	-1	-1	-1	2	3	1326	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Hỏa	4	127	4	3	65	10	-1	-1	-1	2	3	1332	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Hỏa	4	128	4	3	66	10	-1	-1	-1	2	3	1338	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Thổ	4	129	4	3	85	10	-1	-1	-1	2	3	172	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Thổ	4	130	4	3	86	10	-1	-1	-1	2	3	182	10	10000
Bộ Liên Đấu Xanh_Bố giáp nam hệ Thổ	4	131	4	3	43	10	-1	-1	-1	2	3	192	10	10000
Bộ Liên Đấu Xanh_Bố giáp nữ hệ Thổ	4	132	4	3	44	10	-1	-1	-1	2	3	202	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Thổ	4	133	4	3	87	10	-1	-1	-1	2	3	372	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Thổ	4	134	4	3	88	10	-1	-1	-1	2	3	382	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Thổ	4	135	4	3	45	10	-1	-1	-1	2	3	392	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Thổ	4	136	4	3	46	10	-1	-1	-1	2	3	402	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Thổ	4	137	4	3	87	10	-1	-1	-1	2	3	572	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Thổ	4	138	4	3	88	10	-1	-1	-1	2	3	582	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Thổ	4	139	4	3	45	10	-1	-1	-1	2	3	592	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Thổ	4	140	4	3	46	10	-1	-1	-1	2	3	602	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Thổ	4	141	4	3	89	10	-1	-1	-1	2	3	772	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Thổ	4	142	4	3	90	10	-1	-1	-1	2	3	782	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Thổ	4	143	4	3	47	10	-1	-1	-1	2	3	792	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Thổ	4	144	4	3	48	10	-1	-1	-1	2	3	802	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Thổ	4	145	4	3	89	10	-1	-1	-1	2	3	972	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Thổ	4	146	4	3	90	10	-1	-1	-1	2	3	982	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Thổ	4	147	4	3	47	10	-1	-1	-1	2	3	992	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Thổ	4	148	4	3	48	10	-1	-1	-1	2	3	1002	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Thổ	4	149	4	3	85	10	-1	-1	-1	2	3	1104	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Thổ	4	150	4	3	86	10	-1	-1	-1	2	3	1110	10	10000
Bộ Liên Đấu Xanh_Bố giáp nam hệ Thổ	4	151	4	3	43	10	-1	-1	-1	2	3	1116	10	10000
Bộ Liên Đấu Xanh_Bố giáp nữ hệ Thổ	4	152	4	3	44	10	-1	-1	-1	2	3	1122	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Thổ	4	153	4	3	87	10	-1	-1	-1	2	3	1224	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Thổ	4	154	4	3	88	10	-1	-1	-1	2	3	1230	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Thổ	4	155	4	3	45	10	-1	-1	-1	2	3	1236	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Thổ	4	156	4	3	46	10	-1	-1	-1	2	3	1242	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Thổ	4	157	4	3	89	10	-1	-1	-1	2	3	1344	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Thổ	4	158	4	3	90	10	-1	-1	-1	2	3	1350	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Thổ	4	159	4	3	47	10	-1	-1	-1	2	3	1356	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Thổ	4	160	4	3	48	10	-1	-1	-1	2	3	1362	10	10000
Bộ Liên Đấu Xanh_Hộ Thân Phù hệ Kim	5	1	4	6	91	10	-1	-1	-1	2	6	11	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Kim	5	2	4	6	92	10	-1	-1	-1	2	6	61	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Kim	5	3	4	6	92	10	-1	-1	-1	2	6	111	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Kim	5	4	4	6	93	10	-1	-1	-1	2	6	161	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Kim	5	5	4	6	93	10	-1	-1	-1	2	6	211	10	10000
Bộ Liên Đấu_Kỳ Phúc Bạch Ngân Phù hệ Kim	5	6	4	6	94	10	-1	-1	-1	2	6	252	10	10000
Bộ Liên Đấu_Kỳ Phúc Hoàng Kim Phù hệ Kim	5	7	4	6	95	10	-1	-1	-1	2	6	257	10	10000
Bộ Liên Đấu Xanh_Hộ Thân Phù hệ Mộc	5	8	4	6	96	10	-1	-1	-1	2	6	21	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Mộc	5	9	4	6	97	10	-1	-1	-1	2	6	71	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Mộc	5	10	4	6	97	10	-1	-1	-1	2	6	121	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Mộc	5	11	4	6	98	10	-1	-1	-1	2	6	171	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Mộc	5	12	4	6	98	10	-1	-1	-1	2	6	221	10	10000
Bộ Liên Đấu_Kỳ Phúc Bạch Ngân Phù hệ Mộc	5	13	4	6	99	10	-1	-1	-1	2	6	253	10	10000
Bộ Liên Đấu_Kỳ Phúc Hoàng Kim Phù hệ Mộc	5	14	4	6	100	10	-1	-1	-1	2	6	258	10	10000
Bộ Liên Đấu Xanh_Hộ Thân Phù hệ Thủy	5	15	4	6	101	10	-1	-1	-1	2	6	31	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Thủy	5	16	4	6	102	10	-1	-1	-1	2	6	81	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Thủy	5	17	4	6	102	10	-1	-1	-1	2	6	131	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Thủy	5	18	4	6	103	10	-1	-1	-1	2	6	181	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Thủy	5	19	4	6	103	10	-1	-1	-1	2	6	231	10	10000
Bộ Liên Đấu_Kỳ Phúc Bạch Ngân Phù hệ Thủy	5	20	4	6	104	10	-1	-1	-1	2	6	254	10	10000
Bộ Liên Đấu_Kỳ Phúc Hoàng Kim Phù hệ Thủy	5	21	4	6	105	10	-1	-1	-1	2	6	259	10	10000
Bộ Liên Đấu Xanh_Hộ Thân Phù hệ Hỏa	5	22	4	6	106	10	-1	-1	-1	2	6	41	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Hỏa	5	23	4	6	107	10	-1	-1	-1	2	6	91	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Hỏa	5	24	4	6	107	10	-1	-1	-1	2	6	141	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Hỏa	5	25	4	6	108	10	-1	-1	-1	2	6	191	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Hỏa	5	26	4	6	108	10	-1	-1	-1	2	6	241	10	10000
Bộ Liên Đấu_Kỳ Phúc Bạch Ngân Phù hệ Hỏa	5	27	4	6	109	10	-1	-1	-1	2	6	255	10	10000
Bộ Liên Đấu_Kỳ Phúc Hoàng Kim Phù hệ Hỏa	5	28	4	6	110	10	-1	-1	-1	2	6	260	10	10000
Bộ Liên Đấu Xanh_Hộ Thân Phù hệ Thổ	5	29	4	6	111	10	-1	-1	-1	2	6	51	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Thổ	5	30	4	6	112	10	-1	-1	-1	2	6	101	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Thổ	5	31	4	6	112	10	-1	-1	-1	2	6	151	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Thổ	5	32	4	6	113	10	-1	-1	-1	2	6	201	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Thổ	5	33	4	6	113	10	-1	-1	-1	2	6	251	10	10000
Bộ Liên Đấu_Kỳ Phúc Bạch Ngân Phù hệ Thổ	5	34	4	6	114	10	-1	-1	-1	2	6	256	10	10000
Bộ Liên Đấu_Kỳ Phúc Hoàng Kim Phù hệ Thổ	5	35	4	6	115	10	-1	-1	-1	2	6	261	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Kim chuyển môn phái dùng	5	36	4	6	447	10	-1	-1	-1	2	6	262	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Kim chuyển môn phái dùng	5	37	4	6	448	10	-1	-1	-1	2	6	267	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Mộc chuyển môn phái dùng	5	38	4	6	449	10	-1	-1	-1	2	6	263	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Mộc chuyển môn phái dùng	5	39	4	6	450	10	-1	-1	-1	2	6	268	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Thủy chuyển môn phái dùng	5	40	4	6	451	10	-1	-1	-1	2	6	264	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Thủy chuyển môn phái dùng	5	41	4	6	452	10	-1	-1	-1	2	6	269	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Hỏa chuyển môn phái dùng	5	42	4	6	453	10	-1	-1	-1	2	6	265	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Hỏa chuyển môn phái dùng	5	43	4	6	454	10	-1	-1	-1	2	6	270	10	10000
Bộ Liên Đấu Tím_Hộ Thân Phù hệ Thổ chuyển môn phái dùng	5	44	4	6	455	10	-1	-1	-1	2	6	266	10	10000
Bộ Liên Đấu Cam_Hộ Thân Phù hệ Thổ chuyển môn phái dùng	5	45	4	6	456	10	-1	-1	-1	2	6	271	10	10000
Bộ Liên Đấu Xanh_Giới chỉ hệ Kim	6	1	4	4	116	10	-1	-1	-1	2	4	10	10	10000
Bộ Liên Đấu Tím_Giới chỉ hệ Kim	6	2	4	4	117	10	-1	-1	-1	2	4	60	10	10000
Bộ Liên Đấu Tím_Giới chỉ hệ Kim	6	3	4	4	117	10	-1	-1	-1	2	4	110	10	10000
Bộ Liên Đấu Cam_Giới chỉ hệ Kim	6	4	4	4	118	10	-1	-1	-1	2	4	160	10	10000
Bộ Liên Đấu Cam_Giới chỉ hệ Kim	6	5	4	4	118	10	-1	-1	-1	2	4	210	10	10000
Bộ Liên Đấu Xanh_Giới chỉ ngoại công hệ Mộc	6	6	4	4	119	10	-1	-1	-1	2	4	20	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Mộc	6	7	4	4	120	10	-1	-1	-1	2	4	70	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Mộc	6	8	4	4	120	10	-1	-1	-1	2	4	120	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Mộc	6	9	4	4	121	10	-1	-1	-1	2	4	170	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Mộc	6	10	4	4	121	10	-1	-1	-1	2	4	220	10	10000
Bộ Liên Đấu Xanh_Giới chỉ nội công hệ Mộc	6	11	4	4	122	10	-1	-1	-1	2	4	20	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Mộc	6	12	4	4	123	10	-1	-1	-1	2	4	70	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Mộc	6	13	4	4	123	10	-1	-1	-1	2	4	120	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Mộc	6	14	4	4	124	10	-1	-1	-1	2	4	170	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Mộc	6	15	4	4	124	10	-1	-1	-1	2	4	220	10	10000
Bộ Liên Đấu Xanh_Giới chỉ ngoại công hệ Thủy	6	16	4	4	125	10	-1	-1	-1	2	4	30	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Thủy	6	17	4	4	126	10	-1	-1	-1	2	4	80	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Thủy	6	18	4	4	126	10	-1	-1	-1	2	4	130	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Thủy	6	19	4	4	127	10	-1	-1	-1	2	4	180	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Thủy	6	20	4	4	127	10	-1	-1	-1	2	4	230	10	10000
Bộ Liên Đấu Xanh_Giới chỉ nội công hệ Thủy	6	21	4	4	128	10	-1	-1	-1	2	4	30	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Thủy	6	22	4	4	129	10	-1	-1	-1	2	4	80	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Thủy	6	23	4	4	129	10	-1	-1	-1	2	4	130	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Thủy	6	24	4	4	130	10	-1	-1	-1	2	4	180	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Thủy	6	25	4	4	130	10	-1	-1	-1	2	4	230	10	10000
Bộ Liên Đấu Xanh_Giới chỉ ngoại công hệ Hỏa	6	26	4	4	131	10	-1	-1	-1	2	4	40	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Hỏa	6	27	4	4	132	10	-1	-1	-1	2	4	90	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Hỏa	6	28	4	4	132	10	-1	-1	-1	2	4	140	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Hỏa	6	29	4	4	133	10	-1	-1	-1	2	4	190	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Hỏa	6	30	4	4	133	10	-1	-1	-1	2	4	240	10	10000
Bộ Liên Đấu Xanh_Giới chỉ nội công hệ Hỏa	6	31	4	4	134	10	-1	-1	-1	2	4	40	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Hỏa	6	32	4	4	135	10	-1	-1	-1	2	4	90	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Hỏa	6	33	4	4	135	10	-1	-1	-1	2	4	140	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Hỏa	6	34	4	4	136	10	-1	-1	-1	2	4	190	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Hỏa	6	35	4	4	136	10	-1	-1	-1	2	4	240	10	10000
Bộ Liên Đấu Xanh_Giới chỉ ngoại công hệ Thổ	6	36	4	4	137	10	-1	-1	-1	2	4	50	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Thổ	6	37	4	4	138	10	-1	-1	-1	2	4	100	10	10000
Bộ Liên Đấu Tím_Giới chỉ ngoại công hệ Thổ	6	38	4	4	138	10	-1	-1	-1	2	4	150	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Thổ	6	39	4	4	139	10	-1	-1	-1	2	4	200	10	10000
Bộ Liên Đấu Cam_Giới chỉ ngoại công hệ Thổ	6	40	4	4	139	10	-1	-1	-1	2	4	250	10	10000
Bộ Liên Đấu Xanh_Giới chỉ nội công hệ Thổ	6	41	4	4	140	10	-1	-1	-1	2	4	50	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Thổ	6	42	4	4	141	10	-1	-1	-1	2	4	100	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Thổ	6	43	4	4	141	10	-1	-1	-1	2	4	150	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Thổ	6	44	4	4	142	10	-1	-1	-1	2	4	200	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Thổ	6	45	4	4	142	10	-1	-1	-1	2	4	250	10	10000
Bộ Liên Đấu Xanh_Giới chỉ nội công hệ Kim	6	46	4	4	441	10	-1	-1	-1	2	4	10	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Kim	6	47	4	4	442	10	-1	-1	-1	2	4	60	10	10000
Bộ Liên Đấu Tím_Giới chỉ nội công hệ Kim	6	48	4	4	442	10	-1	-1	-1	2	4	110	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Kim	6	49	4	4	443	10	-1	-1	-1	2	4	160	10	10000
Bộ Liên Đấu Cam_Giới chỉ nội công hệ Kim	6	50	4	4	443	10	-1	-1	-1	2	4	210	10	10000
Bộ liên đấu Bạch Kim_Nhẫn ngoại công hệ kim	6	51	4	4	444	10	-1	-1	-1	2	4	256	10	10000
Bộ liên đấu Bạch Kim_Nhẫn nội công hệ kim	6	52	4	4	445	10	-1	-1	-1	2	4	256	10	10000
Bộ liên đấu Bạch Kim_Nhẫn ngoại công hệ mộc	6	53	4	4	446	10	-1	-1	-1	2	4	257	10	10000
Bộ liên đấu Bạch Kim_Nhẫn nội công hệ mộc	6	54	4	4	447	10	-1	-1	-1	2	4	257	10	10000
Bộ liên đấu Bạch Kim_Nhẫn ngoại công hệ thủy	6	55	4	4	448	10	-1	-1	-1	2	4	258	10	10000
Bộ liên đấu Bạch Kim_Nhẫn nội công hệ thủy	6	56	4	4	449	10	-1	-1	-1	2	4	258	10	10000
Bộ liên đấu Bạch Kim_Nhẫn ngoại công hệ hỏa	6	57	4	4	450	10	-1	-1	-1	2	4	259	10	10000
Bộ liên đấu Bạch Kim_Nhẫn nội công hệ hỏa	6	58	4	4	451	10	-1	-1	-1	2	4	259	10	10000
Bộ liên đấu Bạch Kim_Nhẫn ngoại công hệ thổ	6	59	4	4	452	10	-1	-1	-1	2	4	260	10	10000
Bộ liên đấu Bạch Kim_Nhẫn nội công hệ thổ	6	60	4	4	453	10	-1	-1	-1	2	4	260	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn ngoại công hệ kim	6	61	4	4	454	10	-1	-1	-1	2	4	261	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn nội công hệ kim	6	62	4	4	455	10	-1	-1	-1	2	4	261	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn ngoại công hệ mộc	6	63	4	4	456	10	-1	-1	-1	2	4	262	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn nội công hệ mộc	6	64	4	4	457	10	-1	-1	-1	2	4	262	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn ngoại công hệ thủy	6	65	4	4	458	10	-1	-1	-1	2	4	263	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn nội công hệ thủy	6	66	4	4	459	10	-1	-1	-1	2	4	263	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn ngoại công hệ hỏa	6	67	4	4	460	10	-1	-1	-1	2	4	264	10	10000
Bộ liên đấu Hoàng Kim_Nhẫn nội công hệ hỏa	6	68	4	4	461	10	-1	-1	-1	2	4	264	10	10000
