MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
839	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
840	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
841	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
842	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
844	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
845	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
846	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
847	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
848	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
849	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
851	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
852	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
853	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
854	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
855	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
856	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
858	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
859	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
860	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
861	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
862	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
863	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
865	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
866	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
867	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
868	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
869	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
870	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
872	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
873	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
874	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
875	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
876	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
877	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
879	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
880	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
881	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
882	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
883	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
884	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
886	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
887	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
888	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
889	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
890	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
891	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
893	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
894	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
895	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
896	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
897	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
898	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
900	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
901	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
902	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
903	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
904	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
905	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
907	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
908	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
909	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
910	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
911	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
912	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
914	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
915	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
916	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
917	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
918	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
919	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
921	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
922	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
923	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
924	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
925	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
926	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
928	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
929	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
930	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
931	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
932	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
933	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
935	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
936	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
937	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
938	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
939	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
940	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
942	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
943	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
944	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
945	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
946	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
947	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
949	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
950	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
951	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
952	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
953	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
954	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
1401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Hội trường liên đấu (sơ) (1)
1402	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Hội trường liên đấu (sơ) (2)
1403	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Hội trường liên đấu (sơ) (3)
1404	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Hội trường liên đấu (sơ) (4)
1405	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Hội trường liên đấu (sơ) (5)
1406	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Hội trường liên đấu (sơ) (6)
1407	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Hội trường liên đấu (sơ) (7)
1408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Hội trường liên đấu (sơ) (8)
1409	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Hội trường liên đấu (sơ) (9)
1410	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Hội trường liên đấu (sơ) (10)
1411	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Hội trường liên đấu (sơ) (11)
1412	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Hội trường liên đấu (sơ) (12)
1413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Khu chuẩn bị liên đấu (sơ) (1)
1414	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Khu chuẩn bị liên đấu (sơ) (2)
1415	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Khu chuẩn bị liên đấu (sơ) (3)
1416	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Khu chuẩn bị liên đấu (sơ) (4)
1417	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Khu chuẩn bị liên đấu (sơ) (5)
1418	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Khu chuẩn bị liên đấu (sơ) (6)
1419	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Khu chuẩn bị liên đấu (sơ) (7)
1420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Khu chuẩn bị liên đấu (sơ) (8)
1421	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Khu chuẩn bị liên đấu (sơ) (9)
1422	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Khu chuẩn bị liên đấu (sơ) (10)
1423	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Khu chuẩn bị liên đấu (sơ) (11)
1424	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Khu chuẩn bị liên đấu (sơ) (12)
1425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (sơ) (1)
1426	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Đấu trường liên đấu (sơ) (2)
1427	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (sơ) (3)
1428	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (sơ) (4)
1429	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (sơ) (5)
1430	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Đấu trường liên đấu (sơ) (6)
1431	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (sơ) (7)
1432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (sơ) (8)
1433	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (sơ) (9)
1434	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (sơ) (10)
1435	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (sơ) (11)
1436	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (sơ) (12)
1437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Hội trường liên đấu (cao) (1)
1438	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Hội trường liên đấu (cao) (2)
1439	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Hội trường liên đấu (cao) (3)
1440	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Hội trường liên đấu (cao) (4)
1441	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Hội trường liên đấu (cao) (5)
1442	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Hội trường liên đấu (cao) (6)
1443	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Hội trường liên đấu (cao) (7)
1444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Hội trường liên đấu (cao) (8)
1445	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Hội trường liên đấu (cao) (9)
1446	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Hội trường liên đấu (cao) (10)
1447	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Hội trường liên đấu (cao) (11)
1448	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Hội trường liên đấu (cao) (12)
1449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Khu chuẩn bị liên đấu (cao) (1)
1450	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Khu chuẩn bị liên đấu (cao) (2)
1451	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Khu chuẩn bị liên đấu (cao) (3)
1452	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Khu chuẩn bị liên đấu (cao) (4)
1453	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Khu chuẩn bị liên đấu (cao) (5)
1454	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Khu chuẩn bị liên đấu (cao) (6)
1455	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Khu chuẩn bị liên đấu (cao) (7)
1456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Khu chuẩn bị liên đấu (cao) (8)
1457	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Khu chuẩn bị liên đấu (cao) (9)
1458	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Khu chuẩn bị liên đấu (cao) (10)
1459	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Khu chuẩn bị liên đấu (cao) (11)
1460	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Khu chuẩn bị liên đấu (cao) (12)
1461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (cao) (1)
1462	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Đấu trường liên đấu (cao) (2)
1463	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (cao) (3)
1464	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (cao) (4)
1465	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (cao) (5)
1466	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Đấu trường liên đấu (cao) (6)
1467	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (cao) (7)
1468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (cao) (8)
1469	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (cao) (9)
1470	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (cao) (10)
1471	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (cao) (11)
1472	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (cao) (12)
1473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường nhiều người (sơ) (1)
1474	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Đấu trường nhiều người (sơ) (2)
1475	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường nhiều người (sơ) (3)
1476	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường nhiều người (sơ) (4)
1477	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường nhiều người (sơ) (5)
1478	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Đấu trường nhiều người (sơ) (6)
1479	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường nhiều người (sơ) (7)
1480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường nhiều người (sơ) (8)
1481	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường nhiều người (sơ) (9)
1482	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường nhiều người (sơ) (10)
1483	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường nhiều người (sơ) (11)
1484	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường nhiều người (sơ) (12)
1485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường nhiều người (cao) (1)
1486	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Đấu trường nhiều người (cao) (2)
1487	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường nhiều người (cao) (3)
1488	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường nhiều người (cao) (4)
1489	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường nhiều người (cao) (5)
1490	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Đấu trường nhiều người (cao) (6)
1491	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường nhiều người (cao) (7)
1492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường nhiều người (cao) (8)
1493	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường nhiều người (cao) (9)
1494	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường nhiều người (cao) (10)
1495	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường nhiều người (cao) (11)
1496	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường nhiều người (cao) (12)
1497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đào Nguyên 1
1498	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đào Nguyên 2
1499	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Đào Nguyên 3
1500	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đào Nguyên 4
1501	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đào Nguyên 5
1502	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đào Nguyên 6
1503	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đào Nguyên 7
1504	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Sân nhà Án Nhược Tuyết (1)
1505	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Sân nhà Án Nhược Tuyết (2)
1506	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Sân nhà Án Nhược Tuyết (3)
1507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Phi Tự Nhai
1508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (sơ) (1)
1509	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Đấu trường liên đấu (sơ) (2)
1510	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (sơ) (3)
1511	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (sơ) (4)
1512	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (sơ) (5)
1513	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Đấu trường liên đấu (sơ) (6)
1514	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (sơ) (7)
1515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (sơ) (8)
1516	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (sơ) (9)
1517	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (sơ) (10)
1518	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (sơ) (11)
1519	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (sơ) (12)
1520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (cao) (1)
1521	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Đấu trường liên đấu (cao) (2)
1522	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (cao) (3)
1523	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (cao) (4)
1524	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (cao) (5)
1525	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Đấu trường liên đấu (cao) (6)
1526	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (cao) (7)
1527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (cao) (8)
1528	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Đấu trường liên đấu (cao) (9)
1529	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Đấu trường liên đấu (cao) (10)
1530	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Đấu trường liên đấu (cao) (11)
1531	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Đấu trường liên đấu (cao) (12)
1532	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Tịch Mịch Hoạch Thủy Trại (1)
1533	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Tịch Mịch Hoạch Thủy Trại (2)
1534	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Tịch Mịch Hoạch Thủy Trại (3)
1536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	Tần Lăng 1
1537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	14	Tần Lăng 2
1538	1	1	1	2	3	3	7	7	7	7	7	7	7	7	13	13	Tần Lăng 3
1539	1	1	1	2	3	3	7	7	7	7	7	7	7	7	12	12	Tần Lăng 4
1540	1	1	1	2	3	3	7	7	7	7	7	7	7	7	11	11	Tần Lăng 5
1541	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Triều Thánh Các
1542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
1543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
1544	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
1545	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
1546	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
1547	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
1548	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
1635	1	1	1	1	4	4	4	4	4	4	4	4	4	4	11	11	Gia Dụ Quan Chiến-Dương Châu 1
1636	1	1	1	1	1	2	1	1	1	1	1	1	1	1	8	8	Gia Dụ Quan Chiến-Dương Châu 2
1637	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Gia Dụ Quan Chiến-Dương Châu 3
1638	1	2	2	2	2	1	2	2	2	2	2	2	2	2	9	9	Gia Dụ Quan Chiến-Phượng Tường 1
1639	1	2	2	4	2	5	3	3	3	3	3	3	3	3	10	10	Gia Dụ Quan Chiến-Phượng Tường 2
1640	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Gia Dụ Quan Chiến-Phượng Tường 3
