MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
1746	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Bái Nguyệt Đàn-Sóc
1747	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Bái Nguyệt Đàn-Vọng
1748	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Bái Nguyệt Đàn-Tàn
1749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Bái Nguyệt Đàn-Mi
1750	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Hỗn Dương Điện-Quang
1751	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Hỗn Dương Điện-Ảnh
1752	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Hỗn Dương Điện-Minh
1753	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Hỗn Dương Điện-Ám
1754	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Phần Minh Đường-Tiêu
1755	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Phần Minh Đường-Viêm
1756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Phần Minh Đường-Trần
1757	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Phần Minh Đường-Thệ
1758	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Vẫn Đan Cung-Nhật
1759	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Vẫn Đan Cung-Nguyệt
1760	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Vẫn Đan Cung-Tinh
1761	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Vẫn Đan Cung-Thần
1762	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Huyết La Môn-Sơn
1763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Huyết La Môn-Hà
1764	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Huyết La Môn-Hồ
1765	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Huyết La Môn-Hải
1766	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Ma Long Điện-Vân
1767	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Ma Long Điện-Điện
1768	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Ma Long Điện-Nghê
1769	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Ma Long Điện-Phong
1770	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Thị Hồn Ốc-Linh
1771	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Thị Hồn Ốc-Phách
1772	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Thị Hồn Ốc-Minh
1773	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Thị Hồn Ốc-Khu
1774	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Vạn Cốt Quật-Si
1775	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Vạn Cốt Quật-Mị
1776	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Vạn Cốt Quật-Võng
1777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Vạn Cốt Quật-Lưỡng
1778	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Bái Nguyệt Đàn-Sóc
1779	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Bái Nguyệt Đàn-Vọng
1780	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Bái Nguyệt Đàn-Tàn
1781	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Bái Nguyệt Đàn-Mi
1782	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Hỗn Dương Điện-Quang
1783	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Hỗn Dương Điện-Ảnh
1784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Hỗn Dương Điện-Minh
1785	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Hỗn Dương Điện-Ám
1786	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Phần Minh Đường-Tiêu
1787	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Phần Minh Đường-Viêm
1788	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Phần Minh Đường-Trần
1789	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Phần Minh Đường-Thệ
1790	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Vẫn Đan Cung-Nhật
1791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Vẫn Đan Cung-Nguyệt
1792	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Vẫn Đan Cung-Tinh
1793	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Vẫn Đan Cung-Thần
1794	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Huyết La Môn-Sơn
1795	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Huyết La Môn-Hà
1796	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Huyết La Môn-Hồ
1797	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Huyết La Môn-Hải
1798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Ma Long Điện-Vân
1799	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Ma Long Điện-Điện
1800	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Ma Long Điện-Nghê
1801	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Ma Long Điện-Phong
1802	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	Thị Hồn Ốc-Linh
1803	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	Thị Hồn Ốc-Phách
1804	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	Thị Hồn Ốc-Minh
1805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Thị Hồn Ốc-Khu
2013	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	Lâu Lan Cổ Thành
2014	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc (1)
2015	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc (1)
2016	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc (1)
2017	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc (1)
2018	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc (1)
2019	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc (1)
2020	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc (2)
2021	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc (2)
2022	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc (2)
2023	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc (2)
2024	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc (2)
2025	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc (2)
2026	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc (2)
2027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc (3)
2028	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc (3)
2029	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc (3)
2030	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc (3)
2031	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc (3)
2032	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc (3)
2033	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc (3)
2034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc (4)
2035	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc (4)
2036	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc (4)
2037	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc (4)
2038	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc (4)
2039	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc (4)
2040	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc (4)
2041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc (5)
2042	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc (5)
2043	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc (5)
2044	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc (5)
2045	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc (5)
2046	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc (5)
2047	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc (5)
2048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc (4)
2049	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc (4)
2050	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc (4)
2051	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc (4)
2052	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc (4)
2053	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc (4)
2054	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc (4)
2055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc (1)
2092	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	8	Sân nhà Án Nhược Tuyết (1)
2095	1	2	3	3	3	6	3	3	3	3	3	3	3	3	3	3	Hậu hoa viên Dạ Lam Quan (1)
2098	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	8	Trạm Gác Tiền Tuyến (1) 
2101	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	8	Tịch Mịch Hoạch Thủy Trại (1)
2147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cửa Ải Khắc Di Môn
2148	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	Đông Hạ Lan Sơn
2149	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	Diêm Châu
2150	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	Ngột Lạt Hải Thành
2151	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Lộc Hợp Cốc
2154	1	1	1	4	1	1	1	1	1	1	1	1	1	8	15	13	Đào Khê Trấn (Kênh 1)
2261	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Cổ Mộ Phái
