MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
1497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	桃源入口（1）
1498	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	桃源入口（2）
1499	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	桃源入口（3）
1500	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	桃源入口（4）
1501	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	桃源入口（5）
1502	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	桃源入口（6）
1503	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	桃源入口（7）
1504	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	晏若雪家的院子（1）
1505	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	晏若雪家的院子（2）
1506	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	晏若雪家的院子（3）
1507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	飞絮崖
1508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛比赛场（1）
1509	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	初级联赛比赛场（2）
1510	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛比赛场（3）
1511	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛比赛场（4）
1512	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛比赛场（5）
1513	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	初级联赛比赛场（6）
1514	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛比赛场（7）
1515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛比赛场（8）
1516	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛比赛场（9）
1517	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛比赛场（10）
1518	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛比赛场（11）
1519	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛比赛场（12）
1520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛比赛场（1）
1521	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级联赛比赛场（2）
1522	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛比赛场（3）
1523	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛比赛场（4）
1524	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛比赛场（5）
1525	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	高级联赛比赛场（6）
1526	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛比赛场（7）
1527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛比赛场（8）
1528	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛比赛场（9）
1529	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛比赛场（10）
1530	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛比赛场（11）
1531	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛比赛场（12）
1532	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	寂寞划水寨（1）
1533	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	寂寞划水寨（2）
1534	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	寂寞划水寨（3）
1536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	秦始皇陵一层
1537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	14	秦始皇陵二层
1538	1	1	1	2	3	3	7	7	7	7	7	7	7	7	13	13	秦始皇陵三层
1539	1	1	1	2	3	3	7	7	7	7	7	7	7	7	12	12	秦始皇陵四层
1540	1	1	1	2	3	3	7	7	7	7	7	7	7	7	11	11	秦始皇陵五层
1541	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	临安府-圣朝阁
1542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
1543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
1544	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
1545	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
1546	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
1547	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
1548	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
1635	1	1	1	1	4	4	4	4	4	4	4	4	4	4	11	11	嘉峪关之战扬州一
1636	1	1	1	1	1	2	1	1	1	1	1	1	1	1	8	8	嘉峪关之战扬州二
1637	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	嘉峪关之战扬州三
1638	1	2	2	2	2	1	2	2	2	2	2	2	2	2	9	9	嘉峪关之战凤翔一
1639	1	2	2	4	2	5	3	3	3	3	3	3	3	3	10	10	嘉峪关之战凤翔二
1640	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	嘉峪关之战凤翔三
1641	1	2	2	4	5	5	7	7	7	7	7	7	7	7	14	14	嘉峪关之战襄阳一
1642	1	2	2	4	5	5	7	7	7	7	7	7	7	7	14	14	嘉峪关之战襄阳二
1643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	嘉峪关之战襄阳三
1665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（1）
1666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（2）
1667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（3）
1668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（4）
1669	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（5）
1670	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（6）
1671	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（7）
1672	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（8）
1673	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（9）
1674	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（10）
1675	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（11）
1676	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（12）
1677	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（13）
1678	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（14）
1679	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（15）
1680	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（16）
1681	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（17）
1682	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（18）
1683	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（19）
1684	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（20）
1685	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（21）
1686	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（22）
1687	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（23）
1688	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（24）
1689	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（25）
1690	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（26）
1691	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（27）
1692	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（28）
1694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级跨服联赛比赛场（1）
1695	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级跨服联赛比赛场（2）
1696	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级跨服联赛比赛场（3）
1697	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级跨服联赛比赛场（4）
1698	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级跨服联赛比赛场（5）
1699	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	高级跨服联赛比赛场（6）
1700	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级跨服联赛比赛场（7）
1701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级跨服联赛比赛场（8）
1702	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级跨服联赛比赛场（9）
1703	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级跨服联赛比赛场（10）
1704	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级跨服联赛比赛场（11）
1705	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级跨服联赛比赛场（12）
1706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级跨服联赛比赛场（1）
1707	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级跨服联赛比赛场（2）
1708	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级跨服联赛比赛场（3）
1709	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级跨服联赛比赛场（4）
1710	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级跨服联赛比赛场（5）
1711	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	高级跨服联赛比赛场（6）
1712	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级跨服联赛比赛场（7）
1713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级跨服联赛比赛场（8）
1714	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级跨服联赛比赛场（9）
1715	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级跨服联赛比赛场（10）
1716	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级跨服联赛比赛场（11）
1717	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级跨服联赛比赛场（12）
1723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	得悦舫
1724	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	得悦舫
1725	1	1	3	4	2	4	3	3	3	3	3	3	3	3	3	3	得悦舫
1726	1	2	1	2	4	4	4	4	4	4	4	4	4	4	4	4	得悦舫
1727	1	1	2	3	5	5	5	5	5	5	5	5	5	5	5	5	得悦舫
1728	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	得悦舫
1729	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	得悦舫
1730	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	得悦舫
1731	1	1	3	4	2	4	2	2	2	2	2	2	2	2	2	2	得悦舫
1732	1	2	1	2	4	4	3	3	3	3	3	3	3	3	3	3	得悦舫
1733	1	1	2	3	5	5	4	4	4	4	4	4	4	4	4	4	得悦舫
1734	1	2	3	2	3	3	5	5	5	5	5	5	5	5	5	5	得悦舫
1735	1	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	得悦舫
1736	1	2	2	1	2	2	7	7	7	7	7	7	7	7	7	7	得悦舫
1742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1743	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1744	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1745	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1746	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1747	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1748	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1750	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1751	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1752	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1753	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1754	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1755	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1757	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1758	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1759	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1760	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1761	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1762	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1764	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1765	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1766	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1767	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1768	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1769	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1770	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1771	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1772	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1773	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1774	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1775	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1776	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1778	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1779	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1780	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1781	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1782	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1783	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1785	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1786	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1787	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1788	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1789	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1790	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1792	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1793	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1794	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1795	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1796	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1797	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1799	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	蚀月教徒藏身地1
1800	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	蚀月教徒藏身地1
1801	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	蚀月教徒藏身地1
1802	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	蚀月教徒藏身地1
1803	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	蚀月教徒藏身地1
1804	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	蚀月教徒藏身地1
1805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	蚀月教徒藏身地1
1806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	得悦舫
1807	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	得悦舫
1808	1	1	3	4	2	4	3	3	3	3	3	3	3	3	3	3	得悦舫
1809	1	2	1	2	4	4	4	4	4	4	4	4	4	4	4	4	得悦舫
1810	1	1	2	3	5	5	5	5	5	5	5	5	5	5	5	5	得悦舫
1811	1	2	3	3	3	6	3	3	3	3	3	3	3	3	3	3	得悦舫
1839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	家族战场
1840	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	家族战场
1841	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	家族战场
1842	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	家族战场
1843	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	家族战场
1844	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	家族战场
1845	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	家族战场
1846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	家族战场准备场
1847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	家族战场准备场
1848	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	家族战场准备场
1849	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	家族战场准备场
1850	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	家族战场准备场
1851	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	家族战场准备场
1852	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	家族战场准备场
1853	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	家族战场准备场
1854	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	家族战场准备场
1855	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	家族战场准备场
1856	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	家族战场准备场
1857	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	家族战场准备场
1858	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	家族战场准备场
1859	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	家族战场准备场
1860	1	2	3	3	3	6	3	3	3	3	3	3	3	3	3	3	得悦舫
1861	1	2	1	2	4	4	4	4	4	4	4	4	4	4	4	4	得悦舫
1862	1	1	2	3	5	5	5	5	5	5	5	5	5	5	5	5	得悦舫
2013	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	楼兰古城
829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
830	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
831	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
832	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
833	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
834	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
835	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
2027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
2028	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
2029	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
2030	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
2031	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
2032	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
2033	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
872	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
873	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
874	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
875	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
876	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
877	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
837	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
838	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
839	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
840	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
841	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
842	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
2034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
2035	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
2036	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
2037	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
2038	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
2039	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
2040	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
893	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
894	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
895	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
896	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
897	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
898	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
844	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
845	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
846	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
847	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
848	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
849	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
865	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
866	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
867	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
868	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
869	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
870	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
900	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
901	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
902	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
903	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
904	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
905	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
851	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
852	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
853	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
854	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
855	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
856	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
858	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
859	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
860	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
861	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
862	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
863	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
907	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
908	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
909	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
